調査年 コード,調査年,地域 コード,地域,総面積,耕地面積
2009100000,2009年度,24214,三重県 いなべ市,21958,2840
2009100000,2009年度,24215,三重県 志摩市,17972,1170
2009100000,2009年度,24216,三重県 伊賀市,55817,7480
2009100000,2009年度,24303,三重県 木曽岬町,1572,545
2009100000,2009年度,24324,三重県 東員町,2266,707
2009100000,2009年度,24341,三重県 菰野町,10689,1940
2009100000,2009年度,24343,三重県 朝日町,599,135
2009100000,2009年度,24344,三重県 川越町,871,128
2009100000,2009年度,24441,三重県 多気町,10317,1910
2009100000,2009年度,24442,三重県 明和町,4092,1940
2009100000,2009年度,24443,三重県 大台町,36294,488
2009100000,2009年度,24461,三重県 玉城町,4094,1420
2009100000,2009年度,24470,三重県 度会町,13497,709
2009100000,2009年度,24471,三重県 大紀町,23354,631
2009100000,2009年度,24472,三重県 南伊勢町,24298,654
2009100000,2009年度,24543,三重県 紀北町,25701,324
2009100000,2009年度,24561,三重県 御浜町,8828,1320
2009100000,2009年度,24562,三重県 紀宝町,7966,457
2009100000,2009年度,25201,滋賀県 大津市,46410,2440
2009100000,2009年度,25202,滋賀県 彦根市,19684,2940
2009100000,2009年度,25203,滋賀県 長浜市,68079,8172
2009100000,2009年度,25204,滋賀県 近江八幡市,17739,4460
2009100000,2009年度,25206,滋賀県 草津市,6792,1370
2009100000,2009年度,25207,滋賀県 守山市,5481,2060
2009100000,2009年度,25208,滋賀県 栗東市,5275,781
2009100000,2009年度,25209,滋賀県 甲賀市,48169,5340
2009100000,2009年度,25210,滋賀県 野洲市,8107,2440
2009100000,2009年度,25211,滋賀県 湖南市,7049,720
2009100000,2009年度,25212,滋賀県 高島市,69300,5170
2009100000,2009年度,25213,滋賀県 東近江市,38858,8600
2009100000,2009年度,25214,滋賀県 米原市,25046,2620
2009100000,2009年度,25383,滋賀県 日野町,11763,2030
2009100000,2009年度,25384,滋賀県 竜王町,4452,1320
2009100000,2009年度,25425,滋賀県 愛荘町,3795,1530
2009100000,2009年度,25441,滋賀県 豊郷町,782,390
2009100000,2009年度,25442,滋賀県 甲良町,1362,640
2009100000,2009年度,25443,滋賀県 多賀町,13593,522
2009100000,2009年度,26100,京都府 京都市,82790,2640
2009100000,2009年度,26101,京都府 京都市 北区,9492,-
2009100000,2009年度,26102,京都府 京都市 上京区,711,-
2009100000,2009年度,26103,京都府 京都市 左京区,24688,-
2009100000,2009年度,26104,京都府 京都市 中京区,738,-
2009100000,2009年度,26105,京都府 京都市 東山区,746,-
2009100000,2009年度,26106,京都府 京都市 下京区,682,-
2009100000,2009年度,26107,京都府 京都市 南区,1578,-
2009100000,2009年度,26108,京都府 京都市 右京区,29195,-
2009100000,2009年度,26109,京都府 京都市 伏見区,6162,-
2009100000,2009年度,26110,京都府 京都市 山科区,2878,-
2009100000,2009年度,26111,京都府 京都市 西京区,5920,-
2009100000,2009年度,26201,京都府 福知山市,55257,3730
2009100000,2009年度,26202,京都府 舞鶴市,34227,1520
2009100000,2009年度,26203,京都府 綾部市,34711,2740
2009100000,2009年度,26204,京都府 宇治市,6755,409
2009100000,2009年度,26205,京都府 宮津市,16932,813
2009100000,2009年度,26206,京都府 亀岡市,22490,2840
2009100000,2009年度,26207,京都府 城陽市,3274,437
2009100000,2009年度,26208,京都府 向日市,767,158
2009100000,2009年度,26209,京都府 長岡京市,1918,214
2009100000,2009年度,26210,京都府 八幡市,2437,519
2009100000,2009年度,26211,京都府 京田辺市,4294,840
2009100000,2009年度,26212,京都府 京丹後市,50184,5030
2009100000,2009年度,26213,京都府 南丹市,61631,2780
2009100000,2009年度,26214,京都府 木津川市,8512,1600
2009100000,2009年度,26303,京都府 大山崎町,597,32
2009100000,2009年度,26322,京都府 久御山町,1386,489
2009100000,2009年度,26343,京都府 井手町,1802,188
2009100000,2009年度,26344,京都府 宇治田原町,5826,477
2009100000,2009年度,26364,京都府 笠置町,2357,60
2009100000,2009年度,26365,京都府 和束町,6487,776
2009100000,2009年度,26366,京都府 精華町,2566,422
2009100000,2009年度,26367,京都府 南山城村,6421,488
2009100000,2009年度,26407,京都府 京丹波町,30307,1710
2009100000,2009年度,26463,京都府 伊根町,6200,309
2009100000,2009年度,26465,京都府 与謝野町,10704,983
2009100000,2009年度,27100,大阪府 大阪市,22243,111
2009100000,2009年度,27102,大阪府 大阪市 都島区,605,-
2009100000,2009年度,27103,大阪府 大阪市 福島区,467,-
2009100000,2009年度,27104,大阪府 大阪市 此花区,1637,-
2009100000,2009年度,27106,大阪府 大阪市 西区,520,-
2009100000,2009年度,27107,大阪府 大阪市 港区,790,-
2009100000,2009年度,27108,大阪府 大阪市 大正区,943,-
2009100000,2009年度,27109,大阪府 大阪市 天王寺区,480,-
2009100000,2009年度,27111,大阪府 大阪市 浪速区,437,-
2009100000,2009年度,27113,大阪府 大阪市 西淀川区,1423,-
2009100000,2009年度,27114,大阪府 大阪市 東淀川区,1325,-
2009100000,2009年度,27115,大阪府 大阪市 東成区,455,-
2009100000,2009年度,27116,大阪府 大阪市 生野区,838,-
2009100000,2009年度,27117,大阪府 大阪市 旭区,630,-
2009100000,2009年度,27118,大阪府 大阪市 城東区,842,-
2009100000,2009年度,27119,大阪府 大阪市 阿倍野区,599,-
2009100000,2009年度,27120,大阪府 大阪市 住吉区,934,-
2009100000,2009年度,27121,大阪府 大阪市 東住吉区,975,-
2009100000,2009年度,27122,大阪府 大阪市 西成区,735,-
2009100000,2009年度,27123,大阪府 大阪市 淀川区,1264,-
2009100000,2009年度,27124,大阪府 大阪市 鶴見区,816,-
2009100000,2009年度,27125,大阪府 大阪市 住之江区,2077,-
2009100000,2009年度,27126,大阪府 大阪市 平野区,1530,-
2009100000,2009年度,27127,大阪府 大阪市 北区,1033,-
2009100000,2009年度,27128,大阪府 大阪市 中央区,888,-
2009100000,2009年度,27140,大阪府 堺市,14999,1270
2009100000,2009年度,27141,大阪府 堺市 堺区,2369,-
2009100000,2009年度,27142,大阪府 堺市 中区,1794,-
2009100000,2009年度,27143,大阪府 堺市 東区,1048,-
2009100000,2009年度,27144,大阪府 堺市 西区,2862,-
2009100000,2009年度,27145,大阪府 堺市 南区,4044,-
2009100000,2009年度,27146,大阪府 堺市 北区,1558,-
2009100000,2009年度,27147,大阪府 堺市 美原区,1324,-
2009100000,2009年度,27202,大阪府 岸和田市,7224,890
2009100000,2009年度,27203,大阪府 豊中市,3638,89
2009100000,2009年度,27204,大阪府 池田市,2209,116
2009100000,2009年度,27205,大阪府 吹田市,3611,61
2009100000,2009年度,27206,大阪府 泉大津市,1292,50
2009100000,2009年度,27207,大阪府 高槻市,10531,634
2009100000,2009年度,27208,大阪府 貝塚市,4399,437
2009100000,2009年度,27209,大阪府 守口市,1273,19
2009100000,2009年度,27210,大阪府 枚方市,6508,535
2009100000,2009年度,27211,大阪府 茨木市,7652,606
2009100000,2009年度,27212,大阪府 八尾市,4171,460
2009100000,2009年度,27213,大阪府 泉佐野市,5503,621
2009100000,2009年度,27214,大阪府 富田林市,3966,683
2009100000,2009年度,27215,大阪府 寝屋川市,2473,169
2009100000,2009年度,27216,大阪府 河内長野市,10961,500
2009100000,2009年度,27217,大阪府 松原市,1666,229
2009100000,2009年度,27218,大阪府 大東市,1827,83
2009100000,2009年度,27219,大阪府 和泉市,8498,918
2009100000,2009年度,27220,大阪府 箕面市,4784,224
2009100000,2009年度,27221,大阪府 柏原市,2539,227
2009100000,2009年度,27222,大阪府 羽曳野市,2644,515
2009100000,2009年度,27223,大阪府 門真市,1228,64
2009100000,2009年度,27224,大阪府 摂津市,1488,60
2009100000,2009年度,27225,大阪府 高石市,1135,30
2009100000,2009年度,27226,大阪府 藤井寺市,889,65
2009100000,2009年度,27227,大阪府 東大阪市,6181,243
2009100000,2009年度,27228,大阪府 泉南市,4848,469
2009100000,2009年度,27229,大阪府 四條畷市,1874,129
2009100000,2009年度,27230,大阪府 交野市,2555,258
2009100000,2009年度,27231,大阪府 大阪狭山市,1186,167
2009100000,2009年度,27232,大阪府 阪南市,3610,242
2009100000,2009年度,27301,大阪府 島本町,1678,55
2009100000,2009年度,27321,大阪府 豊能町,3437,319
2009100000,2009年度,27322,大阪府 能勢町,9868,1090
2009100000,2009年度,27341,大阪府 忠岡町,403,19
2009100000,2009年度,27361,大阪府 熊取町,1723,204
2009100000,2009年度,27362,大阪府 田尻町,496,58
2009100000,2009年度,27366,大阪府 岬町,4910,172
2009100000,2009年度,27381,大阪府 太子町,1417,275
2009100000,2009年度,27382,大阪府 河南町,2526,465
2009100000,2009年度,27383,大阪府 千早赤阪村,3738,218
2009100000,2009年度,28100,兵庫県 神戸市,55263,4510
2009100000,2009年度,28101,兵庫県 神戸市 東灘区,3036,-
2009100000,2009年度,28102,兵庫県 神戸市 灘区,3240,-
2009100000,2009年度,28105,兵庫県 神戸市 兵庫区,1454,-
2009100000,2009年度,28106,兵庫県 神戸市 長田区,1146,-
2009100000,2009年度,28107,兵庫県 神戸市 須磨区,2893,-
2009100000,2009年度,28108,兵庫県 神戸市 垂水区,2802,-
2009100000,2009年度,28109,兵庫県 神戸市 北区,24071,-
2009100000,2009年度,28110,兵庫県 神戸市 中央区,2839,-
2009100000,2009年度,28111,兵庫県 神戸市 西区,13782,-
2009100000,2009年度,28201,兵庫県 姫路市,53444,5010
2009100000,2009年度,28202,兵庫県 尼崎市,4981,102
2009100000,2009年度,28203,兵庫県 明石市,4925,499
2009100000,2009年度,28204,兵庫県 西宮市,9937,148
2009100000,2009年度,28205,兵庫県 洲本市,18248,2540
2009100000,2009年度,28206,兵庫県 芦屋市,1850,3
2009100000,2009年度,28207,兵庫県 伊丹市,2497,136
2009100000,2009年度,28208,兵庫県 相生市,9045,507
2009100000,2009年度,28209,兵庫県 豊岡市,69766,5220
2009100000,2009年度,28210,兵庫県 加古川市,13851,2520
2009100000,2009年度,28212,兵庫県 赤穂市,12688,891
2009100000,2009年度,28213,兵庫県 西脇市,13247,1160
2009100000,2009年度,28214,兵庫県 宝塚市,10196,409
2009100000,2009年度,28215,兵庫県 三木市,17658,3140
2009100000,2009年度,28216,兵庫県 高砂市,3440,295
2009100000,2009年度,28217,兵庫県 川西市,5344,170
2009100000,2009年度,28218,兵庫県 小野市,9292,2370
2009100000,2009年度,28219,兵庫県 三田市,21022,2080
2009100000,2009年度,28220,兵庫県 加西市,15095,3720
2009100000,2009年度,28221,兵庫県 丹波篠山市,37761,4440
2009100000,2009年度,28222,兵庫県 養父市,42278,1600
2009100000,2009年度,28223,兵庫県 丹波市,49328,5760
2009100000,2009年度,28224,兵庫県 南あわじ市,22918,3840
2009100000,2009年度,28225,兵庫県 朝来市,40298,1810
2009100000,2009年度,28226,兵庫県 淡路市,18426,3290
2009100000,2009年度,28227,兵庫県 宍粟市,65860,2390
2009100000,2009年度,28228,兵庫県 加東市,15749,2910
2009100000,2009年度,28229,兵庫県 たつの市,21093,3030
2009100000,2009年度,28301,兵庫県 猪名川町,9041,438
2009100000,2009年度,28365,兵庫県 多可町,18515,1440
2009100000,2009年度,28381,兵庫県 稲美町,3496,1630
2009100000,2009年度,28382,兵庫県 播磨町,909,72
2009100000,2009年度,28442,兵庫県 市川町,8270,908
2009100000,2009年度,28443,兵庫県 福崎町,4582,757
2009100000,2009年度,28446,兵庫県 神河町,20227,750
2009100000,2009年度,28464,兵庫県 太子町,2262,487
2009100000,2009年度,28481,兵庫県 上郡町,15028,961
2009100000,2009年度,28501,兵庫県 佐用町,30751,2010
2009100000,2009年度,28585,兵庫県 香美町,36908,1610
2009100000,2009年度,28586,兵庫県 新温泉町,24100,1230
2009100000,2009年度,29201,奈良県 奈良市,27684,3060
2009100000,2009年度,29202,奈良県 大和高田市,1649,449
2009100000,2009年度,29203,奈良県 大和郡山市,4268,1140
2009100000,2009年度,29204,奈良県 天理市,8637,1710
2009100000,2009年度,29205,奈良県 橿原市,3952,1040
2009100000,2009年度,29206,奈良県 桜井市,9892,1250
2009100000,2009年度,29207,奈良県 五條市,29205,3060
2009100000,2009年度,29208,奈良県 御所市,6058,1170
2009100000,2009年度,29209,奈良県 生駒市,5318,445
2009100000,2009年度,29210,奈良県 香芝市,2423,266
2009100000,2009年度,29211,奈良県 葛城市,3373,821
2009100000,2009年度,29212,奈良県 宇陀市,24762,2010
2009100000,2009年度,29322,奈良県 山添村,6656,651
2009100000,2009年度,29342,奈良県 平群町,2390,333
2009100000,2009年度,29343,奈良県 三郷町,880,48
2009100000,2009年度,29344,奈良県 斑鳩町,1427,309
2009100000,2009年度,29345,奈良県 安堵町,433,160
2009100000,2009年度,29361,奈良県 川西町,594,221
2009100000,2009年度,29362,奈良県 三宅町,407,153
2009100000,2009年度,29363,奈良県 田原本町,2110,919
2009100000,2009年度,29385,奈良県 曽爾村,4784,132
2009100000,2009年度,29386,奈良県 御杖村,7963,233
2009100000,2009年度,29401,奈良県 高取町,2577,359
2009100000,2009年度,29402,奈良県 明日香村,2408,412
2009100000,2009年度,29424,奈良県 上牧町,614,97
2009100000,2009年度,29425,奈良県 王寺町,700,46
2009100000,2009年度,29426,奈良県 広陵町,1633,570
2009100000,2009年度,29427,奈良県 河合町,827,176
2009100000,2009年度,29441,奈良県 吉野町,9565,240
2009100000,2009年度,29442,奈良県 大淀町,3806,289
2009100000,2009年度,29443,奈良県 下市町,6201,511
2009100000,2009年度,29444,奈良県 黒滝村,4771,34
2009100000,2009年度,29446,奈良県 天川村,17570,44
2009100000,2009年度,29447,奈良県 野迫川村,15503,28
2009100000,2009年度,29449,奈良県 十津川村,67235,133
2009100000,2009年度,29450,奈良県 下北山村,13353,28
2009100000,2009年度,29451,奈良県 上北山村,27405,2
2009100000,2009年度,29452,奈良県 川上村,26916,33
2009100000,2009年度,29453,奈良県 東吉野村,13160,49
2009100000,2009年度,30201,和歌山県 和歌山市,20923,3010
2009100000,2009年度,30202,和歌山県 海南市,10119,2620
2009100000,2009年度,30203,和歌山県 橋本市,13031,1590
2009100000,2009年度,30204,和歌山県 有田市,3692,1450
2009100000,2009年度,30205,和歌山県 御坊市,4393,888
2009100000,2009年度,30206,和歌山県 田辺市,102677,3700
2009100000,2009年度,30207,和歌山県 新宮市,25543,226
2009100000,2009年度,30208,和歌山県 紀の川市,22824,5120
2009100000,2009年度,30209,和歌山県 岩出市,3850,592
2009100000,2009年度,30304,和歌山県 紀美野町,12831,864
2009100000,2009年度,30341,和歌山県 かつらぎ町,15173,2060
2009100000,2009年度,30343,和歌山県 九度山町,4412,486
2009100000,2009年度,30344,和歌山県 高野町,13708,126
2009100000,2009年度,30361,和歌山県 湯浅町,2080,616
2009100000,2009年度,30362,和歌山県 広川町,6531,698
2009100000,2009年度,30366,和歌山県 有田川町,35177,3270
2009100000,2009年度,30381,和歌山県 美浜町,1279,210
2009100000,2009年度,30382,和歌山県 日高町,4642,563
2009100000,2009年度,30383,和歌山県 由良町,3074,370
2009100000,2009年度,30390,和歌山県 印南町,11363,1010
2009100000,2009年度,30391,和歌山県 みなべ町,12026,2480
2009100000,2009年度,30392,和歌山県 日高川町,33165,1130
2009100000,2009年度,30401,和歌山県 白浜町,20104,741
2009100000,2009年度,30404,和歌山県 上富田町,5749,721
2009100000,2009年度,30406,和歌山県 すさみ町,17471,231
2009100000,2009年度,30421,和歌山県 那智勝浦町,18345,346
2009100000,2009年度,30422,和歌山県 太地町,596,17
2009100000,2009年度,30424,和歌山県 古座川町,29452,145
2009100000,2009年度,30427,和歌山県 北山村,4821,16
2009100000,2009年度,30428,和歌山県 串本町,13578,265
2009100000,2009年度,31201,鳥取県 鳥取市,76566,7210
2009100000,2009年度,31202,鳥取県 米子市,13221,3040
2009100000,2009年度,31203,鳥取県 倉吉市,27215,3930
2009100000,2009年度,31204,鳥取県 境港市,2879,390
2009100000,2009年度,31302,鳥取県 岩美町,12238,886
2009100000,2009年度,31325,鳥取県 若桜町,19931,340
2009100000,2009年度,31328,鳥取県 智頭町,22461,552
2009100000,2009年度,31329,鳥取県 八頭町,20671,1820
2009100000,2009年度,31364,鳥取県 三朝町,23346,827
2009100000,2009年度,31370,鳥取県 湯梨浜町,7795,1330
2009100000,2009年度,31371,鳥取県 琴浦町,13990,2880
2009100000,2009年度,31372,鳥取県 北栄町,5715,2210
2009100000,2009年度,31384,鳥取県 日吉津村,416,141
2009100000,2009年度,31386,鳥取県 大山町,18979,4030
2009100000,2009年度,31389,鳥取県 南部町,11403,1230
2009100000,2009年度,31390,鳥取県 伯耆町,13945,1670
2009100000,2009年度,31401,鳥取県 日南町,34087,1530
2009100000,2009年度,31402,鳥取県 日野町,13402,422
2009100000,2009年度,31403,鳥取県 江府町,12466,766
2009100000,2009年度,32201,島根県 松江市,57292,4767
2009100000,2009年度,32202,島根県 浜田市,68960,2480
2009100000,2009年度,32203,島根県 出雲市,62412,8140
2009100000,2009年度,32204,島根県 益田市,73324,2310
2009100000,2009年度,32205,島根県 大田市,43611,2800
2009100000,2009年度,32206,島根県 安来市,42097,4080
2009100000,2009年度,32207,島根県 江津市,26851,671
2009100000,2009年度,32209,島根県 雲南市,55337,3650
2009100000,2009年度,32343,島根県 奥出雲町,36806,2660
2009100000,2009年度,32386,島根県 飯南町,24284,1190
2009100000,2009年度,32441,島根県 川本町,10639,402
2009100000,2009年度,32448,島根県 美郷町,28292,689
2009100000,2009年度,32449,島根県 邑南町,41922,1960
2009100000,2009年度,32501,島根県 津和野町,30709,889
2009100000,2009年度,32505,島根県 吉賀町,33629,906
2009100000,2009年度,32525,島根県 海士町,3352,196
2009100000,2009年度,32526,島根県 西ノ島町,5604,38
2009100000,2009年度,32527,島根県 知夫村,1370,16
2009100000,2009年度,32528,島根県 隠岐の島町,24274,694
2009100000,2009年度,33100,岡山県 岡山市,78991,13900
2009100000,2009年度,33101,岡山県 岡山市 北区,45075,-
2009100000,2009年度,33102,岡山県 岡山市 中区,5129,-
2009100000,2009年度,33103,岡山県 岡山市 東区,16042,-
2009100000,2009年度,33104,岡山県 岡山市 南区,12745,-
2009100000,2009年度,33202,岡山県 倉敷市,35472,4710
2009100000,2009年度,33203,岡山県 津山市,50636,6030
2009100000,2009年度,33204,岡山県 玉野市,10363,985
2009100000,2009年度,33205,岡山県 笠岡市,13603,2120
2009100000,2009年度,33207,岡山県 井原市,24336,2550
2009100000,2009年度,33208,岡山県 総社市,21200,2580
2009100000,2009年度,33209,岡山県 高梁市,54701,3420
2009100000,2009年度,33210,岡山県 新見市,79327,3280
2009100000,2009年度,33211,岡山県 備前市,25823,917
2009100000,2009年度,33212,岡山県 瀬戸内市,12553,2630
2009100000,2009年度,33213,岡山県 赤磐市,20943,2670
2009100000,2009年度,33214,岡山県 真庭市,82843,5880
2009100000,2009年度,33215,岡山県 美作市,42919,3300
2009100000,2009年度,33216,岡山県 浅口市,6646,1000
2009100000,2009年度,33346,岡山県 和気町,14423,1050
2009100000,2009年度,33423,岡山県 早島町,761,171
2009100000,2009年度,33445,岡山県 里庄町,1223,157
2009100000,2009年度,33461,岡山県 矢掛町,9062,1170
2009100000,2009年度,33586,岡山県 新庄村,6710,201
2009100000,2009年度,33606,岡山県 鏡野町,41969,1940
2009100000,2009年度,33622,岡山県 勝央町,5409,1270
2009100000,2009年度,33623,岡山県 奈義町,6954,984
2009100000,2009年度,33643,岡山県 西粟倉村,5793,157
2009100000,2009年度,33663,岡山県 久米南町,7860,1240
2009100000,2009年度,33666,岡山県 美咲町,23215,2280
2009100000,2009年度,33681,岡山県 吉備中央町,26873,2750
2009100000,2009年度,34100,広島県 広島市,90525,3060
2009100000,2009年度,34101,広島県 広島市 中区,1534,-
2009100000,2009年度,34102,広島県 広島市 東区,3938,-
2009100000,2009年度,34103,広島県 広島市 南区,2609,-
2009100000,2009年度,34104,広島県 広島市 西区,3567,-
2009100000,2009年度,34105,広島県 広島市 安佐南区,11721,-
2009100000,2009年度,34106,広島県 広島市 安佐北区,35335,-
2009100000,2009年度,34107,広島県 広島市 安芸区,9401,-
2009100000,2009年度,34108,広島県 広島市 佐伯区,22420,-
2009100000,2009年度,34202,広島県 呉市,35376,2730
2009100000,2009年度,34203,広島県 竹原市,11830,711
2009100000,2009年度,34204,広島県 三原市,47112,4630
2009100000,2009年度,34205,広島県 尾道市,28485,3660
2009100000,2009年度,34207,広島県 福山市,51808,4330
2009100000,2009年度,34208,広島県 府中市,19571,1040
2009100000,2009年度,34209,広島県 三次市,77819,6010
2009100000,2009年度,34210,広島県 庄原市,124660,7350
2009100000,2009年度,34211,広島県 大竹市,7855,145
2009100000,2009年度,34212,広島県 東広島市,63532,7660
2009100000,2009年度,34213,広島県 廿日市市,48936,891
2009100000,2009年度,34214,広島県 安芸高田市,53779,4450
2009100000,2009年度,34215,広島県 江田島市,10097,765
2009100000,2009年度,34302,広島県 府中町,1045,8
2009100000,2009年度,34304,広島県 海田町,1381,64
2009100000,2009年度,34307,広島県 熊野町,3362,259
2009100000,2009年度,34309,広島県 坂町,1567,38
2009100000,2009年度,34368,広島県 安芸太田町,34225,595
2009100000,2009年度,34369,広島県 北広島町,64624,3800
2009100000,2009年度,34431,広島県 大崎上島町,4328,842
2009100000,2009年度,34462,広島県 世羅町,27829,3460
2009100000,2009年度,34545,広島県 神石高原町,38181,2280
2009100000,2009年度,35201,山口県 下関市,71614,7840
2009100000,2009年度,35202,山口県 宇部市,28771,2780
2009100000,2009年度,35203,山口県 山口市,102331,9460
2009100000,2009年度,35204,山口県 萩市,69879,4800
2009100000,2009年度,35206,山口県 防府市,18859,2410
2009100000,2009年度,35207,山口県 下松市,8936,477
2009100000,2009年度,35208,山口県 岩国市,87378,3430
2009100000,2009年度,35210,山口県 光市,9194,981
2009100000,2009年度,35211,山口県 長門市,35792,3450
2009100000,2009年度,35212,山口県 柳井市,13990,1870
2009100000,2009年度,35213,山口県 美祢市,47271,3930
2009100000,2009年度,35215,山口県 周南市,65632,3070
2009100000,2009年度,35216,山口県 山陽小野田市,13299,1510
2009100000,2009年度,35305,山口県 周防大島町,13817,2170
2009100000,2009年度,35321,山口県 和木町,1056,16
2009100000,2009年度,35341,山口県 上関町,3481,104
2009100000,2009年度,35343,山口県 田布施町,5035,876
2009100000,2009年度,35344,山口県 平生町,3447,550
2009100000,2009年度,35502,山口県 阿武町,11607,831
2009100000,2009年度,36201,徳島県 徳島市,19162,3400
2009100000,2009年度,36202,徳島県 鳴門市,13546,1930
2009100000,2009年度,36203,徳島県 小松島市,4530,1630
2009100000,2009年度,36204,徳島県 阿南市,27947,5020
2009100000,2009年度,36205,徳島県 吉野川市,14419,1750
2009100000,2009年度,36206,徳島県 阿波市,19097,3880
2009100000,2009年度,36207,徳島県 美馬市,36738,2280
2009100000,2009年度,36208,徳島県 三好市,72148,1560
2009100000,2009年度,36301,徳島県 勝浦町,6980,760
2009100000,2009年度,36302,徳島県 上勝町,10968,205
2009100000,2009年度,36321,徳島県 佐那河内村,4230,377
2009100000,2009年度,36341,徳島県 石井町,2883,1220
2009100000,2009年度,36342,徳島県 神山町,17331,586
2009100000,2009年度,36368,徳島県 那賀町,69486,796
2009100000,2009年度,36383,徳島県 牟岐町,5657,205
2009100000,2009年度,36387,徳島県 美波町,14085,417
2009100000,2009年度,36388,徳島県 海陽町,32758,832
2009100000,2009年度,36401,徳島県 松茂町,1394,343
2009100000,2009年度,36402,徳島県 北島町,877,238
2009100000,2009年度,36403,徳島県 藍住町,1627,596
2009100000,2009年度,36404,徳島県 板野町,3618,744
2009100000,2009年度,36405,徳島県 上板町,3451,957
2009100000,2009年度,36468,徳島県 つるぎ町,19480,697
2009100000,2009年度,36489,徳島県 東みよし町,12255,876
2009100000,2009年度,37201,香川県 高松市,37512,6610
2009100000,2009年度,37202,香川県 丸亀市,11179,2920
2009100000,2009年度,37203,香川県 坂出市,9246,1550
2009100000,2009年度,37204,香川県 善通寺市,3988,1280
2009100000,2009年度,37205,香川県 観音寺市,11747,2950
2009100000,2009年度,37206,香川県 さぬき市,15890,2570
2009100000,2009年度,37207,香川県 東かがわ市,15335,1600
2009100000,2009年度,37208,香川県 三豊市,22266,4920
2009100000,2009年度,37322,香川県 土庄町,7439,548
2009100000,2009年度,37324,香川県 小豆島町,9563,299
2009100000,2009年度,37341,香川県 三木町,7578,1500
2009100000,2009年度,37364,香川県 直島町,1423,12
2009100000,2009年度,37386,香川県 宇多津町,807,106
2009100000,2009年度,37387,香川県 綾川町,10967,2160
2009100000,2009年度,37403,香川県 琴平町,846,254
2009100000,2009年度,37404,香川県 多度津町,2434,562
2009100000,2009年度,37406,香川県 まんのう町,19433,2320
2009100000,2009年度,38201,愛媛県 松山市,42904,7180
2009100000,2009年度,38202,愛媛県 今治市,41985,5600
2009100000,2009年度,38203,愛媛県 宇和島市,46953,5380
2009100000,2009年度,38204,愛媛県 八幡浜市,13298,3120
2009100000,2009年度,38205,愛媛県 新居浜市,23430,1030
2009100000,2009年度,38206,愛媛県 西条市,50907,6150
2009100000,2009年度,38207,愛媛県 大洲市,43220,3570
2009100000,2009年度,38210,愛媛県 伊予市,19447,2900
2009100000,2009年度,38213,愛媛県 四国中央市,42049,2220
2009100000,2009年度,38214,愛媛県 西予市,51479,5030
2009100000,2009年度,38215,愛媛県 東温市,21145,1500
2009100000,2009年度,38356,愛媛県 上島町,3041,333
2009100000,2009年度,38386,愛媛県 久万高原町,58366,1310
2009100000,2009年度,38401,愛媛県 松前町,2032,882
2009100000,2009年度,38402,愛媛県 砥部町,10157,943
2009100000,2009年度,38422,愛媛県 内子町,29950,1940
2009100000,2009年度,38442,愛媛県 伊方町,9439,1810
2009100000,2009年度,38484,愛媛県 松野町,9850,552
2009100000,2009年度,38488,愛媛県 鬼北町,24187,1210
2009100000,2009年度,38506,愛媛県 愛南町,23961,1500
2009100000,2009年度,39201,高知県 高知市,30922,2740
2009100000,2009年度,39202,高知県 室戸市,24830,728
2009100000,2009年度,39203,高知県 安芸市,31734,1070
2009100000,2009年度,39204,高知県 南国市,12535,2620
2009100000,2009年度,39205,高知県 土佐市,9159,1570
2009100000,2009年度,39206,高知県 須崎市,13546,875
2009100000,2009年度,39208,高知県 宿毛市,28615,1250
2009100000,2009年度,39209,高知県 土佐清水市,26656,633
2009100000,2009年度,39210,高知県 四万十市,63242,2260
2009100000,2009年度,39211,高知県 香南市,12651,1970
2009100000,2009年度,39212,高知県 香美市,53822,1770
2009100000,2009年度,39301,高知県 東洋町,7410,210
2009100000,2009年度,39302,高知県 奈半利町,2832,163
2009100000,2009年度,39303,高知県 田野町,656,137
2009100000,2009年度,39304,高知県 安田町,5230,290
2009100000,2009年度,39305,高知県 北川村,19691,232
2009100000,2009年度,39306,高知県 馬路村,16552,71
2009100000,2009年度,39307,高知県 芸西村,3963,314
2009100000,2009年度,39341,高知県 本山町,13421,294
2009100000,2009年度,39344,高知県 大豊町,31494,347
2009100000,2009年度,39363,高知県 土佐町,21211,521
2009100000,2009年度,39364,高知県 大川村,9528,58
2009100000,2009年度,39386,高知県 いの町,47071,732
2009100000,2009年度,39387,高知県 仁淀川町,33296,489
2009100000,2009年度,39401,高知県 中土佐町,19343,544
2009100000,2009年度,39402,高知県 佐川町,10084,915
2009100000,2009年度,39403,高知県 越知町,11195,402
2009100000,2009年度,39405,高知県 檮原町,23651,338
2009100000,2009年度,39410,高知県 日高村,4488,312
2009100000,2009年度,39411,高知県 津野町,19798,456
2009100000,2009年度,39412,高知県 四万十町,64206,2650
2009100000,2009年度,39424,高知県 大月町,10302,552
2009100000,2009年度,39427,高知県 三原村,8535,347
2009100000,2009年度,39428,高知県 黒潮町,18847,888
2009100000,2009年度,40100,福岡県 北九州市,48788,2510
2009100000,2009年度,40101,福岡県 北九州市 門司区,7337,-
2009100000,2009年度,40103,福岡県 北九州市 若松区,6828,-
2009100000,2009年度,40105,福岡県 北九州市 戸畑区,1666,-
