調査年 コード,調査年,地域 コード,地域,総面積,耕地面積
2002100000,2002年度,21221,岐阜県 海津市,11231,3656
2002100000,2002年度,21302,岐阜県 岐南町,790,193
2002100000,2002年度,21303,岐阜県 笠松町,1036,216
2002100000,2002年度,21341,岐阜県 養老町,7214,2720
2002100000,2002年度,21361,岐阜県 垂井町,5714,1130
2002100000,2002年度,21362,岐阜県 関ケ原町,4929,306
2002100000,2002年度,21381,岐阜県 神戸町,1877,817
2002100000,2002年度,21382,岐阜県 輪之内町,2236,1180
2002100000,2002年度,21383,岐阜県 安八町,1819,817
2002100000,2002年度,21401,岐阜県 揖斐川町,80368,1822
2002100000,2002年度,21403,岐阜県 大野町,3418,1240
2002100000,2002年度,21404,岐阜県 池田町,3879,1100
2002100000,2002年度,21421,岐阜県 北方町,517,136
2002100000,2002年度,21501,岐阜県 坂祝町,1289,241
2002100000,2002年度,21502,岐阜県 富加町,1682,384
2002100000,2002年度,21503,岐阜県 川辺町,4118,299
2002100000,2002年度,21504,岐阜県 七宗町,9047,228
2002100000,2002年度,21505,岐阜県 八百津町,12881,606
2002100000,2002年度,21506,岐阜県 白川町,23789,823
2002100000,2002年度,21507,岐阜県 東白川村,8711,287
2002100000,2002年度,21521,岐阜県 御嵩町,5661,504
2002100000,2002年度,21604,岐阜県 白川村,35655,117
2002100000,2002年度,22100,静岡県 静岡市,141161,7127
2002100000,2002年度,22101,静岡県 静岡市 葵区,-,-
2002100000,2002年度,22102,静岡県 静岡市 駿河区,-,-
2002100000,2002年度,22103,静岡県 静岡市 清水区,-,-
2002100000,2002年度,22130,静岡県 浜松市,151117,13893
2002100000,2002年度,22131,静岡県 浜松市 中区,-,-
2002100000,2002年度,22132,静岡県 浜松市 東区,-,-
2002100000,2002年度,22133,静岡県 浜松市 西区,-,-
2002100000,2002年度,22134,静岡県 浜松市 南区,-,-
2002100000,2002年度,22135,静岡県 浜松市 北区,-,-
2002100000,2002年度,22136,静岡県 浜松市 浜北区,-,-
2002100000,2002年度,22137,静岡県 浜松市 天竜区,-,-
2002100000,2002年度,22203,静岡県 沼津市,18709,2397
2002100000,2002年度,22205,静岡県 熱海市,6155,260
2002100000,2002年度,22206,静岡県 三島市,6213,928
2002100000,2002年度,22207,静岡県 富士宮市,38899,3512
2002100000,2002年度,22208,静岡県 伊東市,12412,655
2002100000,2002年度,22209,静岡県 島田市,31588,3619
2002100000,2002年度,22210,静岡県 富士市,24502,3015
2002100000,2002年度,22211,静岡県 磐田市,16408,4763
2002100000,2002年度,22212,静岡県 焼津市,7047,1770
2002100000,2002年度,22213,静岡県 掛川市,26563,5752
2002100000,2002年度,22214,静岡県 藤枝市,19403,3541
2002100000,2002年度,22215,静岡県 御殿場市,19463,2030
2002100000,2002年度,22216,静岡県 袋井市,10856,3710
2002100000,2002年度,22219,静岡県 下田市,10470,301
2002100000,2002年度,22220,静岡県 裾野市,13839,938
2002100000,2002年度,22221,静岡県 湖西市,6855,1440
2002100000,2002年度,22222,静岡県 伊豆市,36397,1429
2002100000,2002年度,22223,静岡県 御前崎市,6578,1827
2002100000,2002年度,22224,静岡県 菊川市,9424,3320
2002100000,2002年度,22225,静岡県 伊豆の国市,9471,1163
2002100000,2002年度,22226,静岡県 牧之原市,11141,3780
2002100000,2002年度,22301,静岡県 東伊豆町,7783,351
2002100000,2002年度,22302,静岡県 河津町,10079,381
2002100000,2002年度,22304,静岡県 南伊豆町,11058,447
2002100000,2002年度,22305,静岡県 松崎町,8522,347
2002100000,2002年度,22306,静岡県 西伊豆町,10552,178
2002100000,2002年度,22325,静岡県 函南町,6513,731
2002100000,2002年度,22341,静岡県 清水町,884,129
2002100000,2002年度,22342,静岡県 長泉町,2651,293
2002100000,2002年度,22344,静岡県 小山町,13613,612
2002100000,2002年度,22424,静岡県 吉田町,2084,461
2002100000,2002年度,22429,静岡県 川根本町,49672,745
2002100000,2002年度,22461,静岡県 森町,13384,1220
2002100000,2002年度,23100,愛知県 名古屋市,32645,1850
2002100000,2002年度,23101,愛知県 名古屋市 千種区,1824,-
2002100000,2002年度,23102,愛知県 名古屋市 東区,772,-
2002100000,2002年度,23103,愛知県 名古屋市 北区,1756,-
2002100000,2002年度,23104,愛知県 名古屋市 西区,1790,-
2002100000,2002年度,23105,愛知県 名古屋市 中村区,1632,-
2002100000,2002年度,23106,愛知県 名古屋市 中区,936,-
2002100000,2002年度,23107,愛知県 名古屋市 昭和区,1093,-
2002100000,2002年度,23108,愛知県 名古屋市 瑞穂区,1123,-
2002100000,2002年度,23109,愛知県 名古屋市 熱田区,816,-
2002100000,2002年度,23110,愛知県 名古屋市 中川区,3201,-
2002100000,2002年度,23111,愛知県 名古屋市 港区,4567,-
2002100000,2002年度,23112,愛知県 名古屋市 南区,1847,-
2002100000,2002年度,23113,愛知県 名古屋市 守山区,3399,-
2002100000,2002年度,23114,愛知県 名古屋市 緑区,3786,-
2002100000,2002年度,23115,愛知県 名古屋市 名東区,1942,-
2002100000,2002年度,23116,愛知県 名古屋市 天白区,2161,-
2002100000,2002年度,23201,愛知県 豊橋市,26126,7260
2002100000,2002年度,23202,愛知県 岡崎市,38724,3696
2002100000,2002年度,23203,愛知県 一宮市,11391,3446
2002100000,2002年度,23204,愛知県 瀬戸市,11162,355
2002100000,2002年度,23205,愛知県 半田市,4722,756
2002100000,2002年度,23206,愛知県 春日井市,9271,1090
2002100000,2002年度,23207,愛知県 豊川市,16035,3329
2002100000,2002年度,23208,愛知県 津島市,2508,988
2002100000,2002年度,23209,愛知県 碧南市,3586,957
2002100000,2002年度,23210,愛知県 刈谷市,5045,1390
2002100000,2002年度,23211,愛知県 豊田市,91847,7162
2002100000,2002年度,23212,愛知県 安城市,8601,3830
2002100000,2002年度,23213,愛知県 西尾市,16029,5548
2002100000,2002年度,23214,愛知県 蒲郡市,5681,972
2002100000,2002年度,23215,愛知県 犬山市,7497,1050
2002100000,2002年度,23216,愛知県 常滑市,4973,1450
2002100000,2002年度,23217,愛知県 江南市,3017,805
2002100000,2002年度,23219,愛知県 小牧市,6282,1120
2002100000,2002年度,23220,愛知県 稲沢市,7930,3708
2002100000,2002年度,23221,愛知県 新城市,49900,3187
2002100000,2002年度,23222,愛知県 東海市,4336,754
2002100000,2002年度,23223,愛知県 大府市,3368,1030
2002100000,2002年度,23224,愛知県 知多市,4543,1270
2002100000,2002年度,23225,愛知県 知立市,1634,512
2002100000,2002年度,23226,愛知県 尾張旭市,2102,180
2002100000,2002年度,23227,愛知県 高浜市,1300,271
2002100000,2002年度,23228,愛知県 岩倉市,1049,327
2002100000,2002年度,23229,愛知県 豊明市,2318,576
2002100000,2002年度,23230,愛知県 日進市,3490,531
2002100000,2002年度,23231,愛知県 田原市,18858,6481
2002100000,2002年度,23232,愛知県 愛西市,6663,3203
2002100000,2002年度,23233,愛知県 清須市,1732,367
2002100000,2002年度,23234,愛知県 北名古屋市,1837,547
2002100000,2002年度,23235,愛知県 弥富市,4879,1874
2002100000,2002年度,23236,愛知県 みよし市,3211,883
2002100000,2002年度,23237,愛知県 あま市,2758,1046
2002100000,2002年度,23238,愛知県 長久手市,2154,246
2002100000,2002年度,23302,愛知県 東郷町,1803,387
2002100000,2002年度,23342,愛知県 豊山町,619,101
2002100000,2002年度,23361,愛知県 大口町,1358,512
2002100000,2002年度,23362,愛知県 扶桑町,1118,335
2002100000,2002年度,23424,愛知県 大治町,658,180
2002100000,2002年度,23425,愛知県 蟹江町,1110,247
2002100000,2002年度,23427,愛知県 飛島村,2250,672
2002100000,2002年度,23441,愛知県 阿久比町,2394,948
2002100000,2002年度,23442,愛知県 東浦町,3108,1090
2002100000,2002年度,23445,愛知県 南知多町,3824,1300
2002100000,2002年度,23446,愛知県 美浜町,4638,1390
2002100000,2002年度,23447,愛知県 武豊町,2581,573
2002100000,2002年度,23501,愛知県 幸田町,5678,1210
2002100000,2002年度,23561,愛知県 設楽町,27396,936
2002100000,2002年度,23562,愛知県 東栄町,12340,370
2002100000,2002年度,23563,愛知県 豊根村,15591,148
2002100000,2002年度,24201,三重県 津市,71078,8886
2002100000,2002年度,24202,三重県 四日市市,20516,4422
2002100000,2002年度,24203,三重県 伊勢市,20852,2945
2002100000,2002年度,24204,三重県 松阪市,62380,8004
2002100000,2002年度,24205,三重県 桑名市,13661,2825
2002100000,2002年度,24207,三重県 鈴鹿市,19467,6480
2002100000,2002年度,24208,三重県 名張市,12976,1220
2002100000,2002年度,24209,三重県 尾鷲市,19314,97
2002100000,2002年度,24210,三重県 亀山市,19091,2403
2002100000,2002年度,24211,三重県 鳥羽市,10790,463
2002100000,2002年度,24212,三重県 熊野市,37363,775
2002100000,2002年度,24214,三重県 いなべ市,21958,2984
2002100000,2002年度,24215,三重県 志摩市,17963,1280
2002100000,2002年度,24216,三重県 伊賀市,55817,7939
2002100000,2002年度,24303,三重県 木曽岬町,1572,493
2002100000,2002年度,24324,三重県 東員町,2266,738
2002100000,2002年度,24341,三重県 菰野町,10689,1800
2002100000,2002年度,24343,三重県 朝日町,599,121
2002100000,2002年度,24344,三重県 川越町,871,153
2002100000,2002年度,24441,三重県 多気町,10317,2039
2002100000,2002年度,24442,三重県 明和町,4083,2030
2002100000,2002年度,24443,三重県 大台町,36294,565
2002100000,2002年度,24461,三重県 玉城町,4095,1440
2002100000,2002年度,24470,三重県 度会町,13497,715
2002100000,2002年度,24471,三重県 大紀町,23354,646
2002100000,2002年度,24472,三重県 南伊勢町,24287,738
2002100000,2002年度,24543,三重県 紀北町,25683,375
2002100000,2002年度,24561,三重県 御浜町,8828,1460
2002100000,2002年度,24562,三重県 紀宝町,7966,500
2002100000,2002年度,25201,滋賀県 大津市,37406,2599
2002100000,2002年度,25202,滋賀県 彦根市,9815,3110
2002100000,2002年度,25203,滋賀県 長浜市,53948,8400
2002100000,2002年度,25204,滋賀県 近江八幡市,10127,4560
2002100000,2002年度,25206,滋賀県 草津市,4822,1450
2002100000,2002年度,25207,滋賀県 守山市,4426,2150
2002100000,2002年度,25208,滋賀県 栗東市,5275,838
2002100000,2002年度,25209,滋賀県 甲賀市,48169,5530
2002100000,2002年度,25210,滋賀県 野洲市,6145,2470
2002100000,2002年度,25211,滋賀県 湖南市,7049,755
2002100000,2002年度,25212,滋賀県 高島市,51136,5256
2002100000,2002年度,25213,滋賀県 東近江市,38333,8733
2002100000,2002年度,25214,滋賀県 米原市,22310,2716
2002100000,2002年度,25383,滋賀県 日野町,11763,2190
2002100000,2002年度,25384,滋賀県 竜王町,4452,1370
2002100000,2002年度,25425,滋賀県 愛荘町,3798,1589
2002100000,2002年度,25441,滋賀県 豊郷町,778,429
2002100000,2002年度,25442,滋賀県 甲良町,1366,649
2002100000,2002年度,25443,滋賀県 多賀町,13593,576
2002100000,2002年度,26100,京都府 京都市,82790,2901
2002100000,2002年度,26101,京都府 京都市 北区,9492,-
2002100000,2002年度,26102,京都府 京都市 上京区,711,-
2002100000,2002年度,26103,京都府 京都市 左京区,24688,-
2002100000,2002年度,26104,京都府 京都市 中京区,738,-
2002100000,2002年度,26105,京都府 京都市 東山区,746,-
2002100000,2002年度,26106,京都府 京都市 下京区,682,-
2002100000,2002年度,26107,京都府 京都市 南区,1578,-
2002100000,2002年度,26108,京都府 京都市 右京区,29195,-
2002100000,2002年度,26109,京都府 京都市 伏見区,6162,-
2002100000,2002年度,26110,京都府 京都市 山科区,2878,-
2002100000,2002年度,26111,京都府 京都市 西京区,5920,-
2002100000,2002年度,26201,京都府 福知山市,55257,3874
2002100000,2002年度,26202,京都府 舞鶴市,34214,1620
2002100000,2002年度,26203,京都府 綾部市,34711,2810
2002100000,2002年度,26204,京都府 宇治市,6755,436
2002100000,2002年度,26205,京都府 宮津市,16931,865
2002100000,2002年度,26206,京都府 亀岡市,22490,3000
2002100000,2002年度,26207,京都府 城陽市,3275,456
2002100000,2002年度,26208,京都府 向日市,767,168
2002100000,2002年度,26209,京都府 長岡京市,1918,245
2002100000,2002年度,26210,京都府 八幡市,2437,550
2002100000,2002年度,26211,京都府 京田辺市,4294,884
2002100000,2002年度,26212,京都府 京丹後市,50184,5170
2002100000,2002年度,26213,京都府 南丹市,61631,2909
2002100000,2002年度,26214,京都府 木津川市,8512,1657
2002100000,2002年度,26303,京都府 大山崎町,597,40
2002100000,2002年度,26322,京都府 久御山町,1386,497
2002100000,2002年度,26343,京都府 井手町,1801,200
2002100000,2002年度,26344,京都府 宇治田原町,5826,506
2002100000,2002年度,26364,京都府 笠置町,2357,62
2002100000,2002年度,26365,京都府 和束町,6487,791
2002100000,2002年度,26366,京都府 精華町,2566,443
2002100000,2002年度,26367,京都府 南山城村,6421,496
2002100000,2002年度,26407,京都府 京丹波町,30307,1812
2002100000,2002年度,26463,京都府 伊根町,6198,324
2002100000,2002年度,26465,京都府 与謝野町,10694,1021
2002100000,2002年度,27100,大阪府 大阪市,22182,135
2002100000,2002年度,27102,大阪府 大阪市 都島区,605,-
2002100000,2002年度,27103,大阪府 大阪市 福島区,467,-
2002100000,2002年度,27104,大阪府 大阪市 此花区,1575,-
2002100000,2002年度,27106,大阪府 大阪市 西区,520,-
2002100000,2002年度,27107,大阪府 大阪市 港区,790,-
2002100000,2002年度,27108,大阪府 大阪市 大正区,943,-
2002100000,2002年度,27109,大阪府 大阪市 天王寺区,480,-
2002100000,2002年度,27111,大阪府 大阪市 浪速区,437,-
2002100000,2002年度,27113,大阪府 大阪市 西淀川区,1423,-
2002100000,2002年度,27114,大阪府 大阪市 東淀川区,1326,-
2002100000,2002年度,27115,大阪府 大阪市 東成区,455,-
2002100000,2002年度,27116,大阪府 大阪市 生野区,838,-
2002100000,2002年度,27117,大阪府 大阪市 旭区,630,-
2002100000,2002年度,27118,大阪府 大阪市 城東区,842,-
2002100000,2002年度,27119,大阪府 大阪市 阿倍野区,599,-
2002100000,2002年度,27120,大阪府 大阪市 住吉区,934,-
2002100000,2002年度,27121,大阪府 大阪市 東住吉区,975,-
2002100000,2002年度,27122,大阪府 大阪市 西成区,735,-
2002100000,2002年度,27123,大阪府 大阪市 淀川区,1264,-
2002100000,2002年度,27124,大阪府 大阪市 鶴見区,816,-
2002100000,2002年度,27125,大阪府 大阪市 住之江区,2077,-
2002100000,2002年度,27126,大阪府 大阪市 平野区,1530,-
2002100000,2002年度,27127,大阪府 大阪市 北区,1033,-
2002100000,2002年度,27128,大阪府 大阪市 中央区,888,-
2002100000,2002年度,27140,大阪府 堺市,14999,1346
2002100000,2002年度,27141,大阪府 堺市 堺区,-,-
2002100000,2002年度,27142,大阪府 堺市 中区,-,-
2002100000,2002年度,27143,大阪府 堺市 東区,-,-
2002100000,2002年度,27144,大阪府 堺市 西区,-,-
2002100000,2002年度,27145,大阪府 堺市 南区,-,-
2002100000,2002年度,27146,大阪府 堺市 北区,-,-
2002100000,2002年度,27147,大阪府 堺市 美原区,-,-
2002100000,2002年度,27202,大阪府 岸和田市,7207,979
2002100000,2002年度,27203,大阪府 豊中市,3638,169
2002100000,2002年度,27204,大阪府 池田市,2211,116
2002100000,2002年度,27205,大阪府 吹田市,3611,65
2002100000,2002年度,27206,大阪府 泉大津市,1229,59
2002100000,2002年度,27207,大阪府 高槻市,10531,581
2002100000,2002年度,27208,大阪府 貝塚市,4396,477
2002100000,2002年度,27209,大阪府 守口市,1273,28
2002100000,2002年度,27210,大阪府 枚方市,6508,539
2002100000,2002年度,27211,大阪府 茨木市,7652,609
2002100000,2002年度,27212,大阪府 八尾市,4171,514
2002100000,2002年度,27213,大阪府 泉佐野市,5438,628
2002100000,2002年度,27214,大阪府 富田林市,3966,692
2002100000,2002年度,27215,大阪府 寝屋川市,2473,231
2002100000,2002年度,27216,大阪府 河内長野市,10961,516
2002100000,2002年度,27217,大阪府 松原市,1666,257
2002100000,2002年度,27218,大阪府 大東市,1827,124
2002100000,2002年度,27219,大阪府 和泉市,8499,885
2002100000,2002年度,27220,大阪府 箕面市,4784,237
2002100000,2002年度,27221,大阪府 柏原市,2539,251
2002100000,2002年度,27222,大阪府 羽曳野市,2644,601
2002100000,2002年度,27223,大阪府 門真市,1228,77
2002100000,2002年度,27224,大阪府 摂津市,1487,80
2002100000,2002年度,27225,大阪府 高石市,1135,38
2002100000,2002年度,27226,大阪府 藤井寺市,889,83
2002100000,2002年度,27227,大阪府 東大阪市,6181,286
2002100000,2002年度,27228,大阪府 泉南市,4734,476
2002100000,2002年度,27229,大阪府 四條畷市,1874,134
2002100000,2002年度,27230,大阪府 交野市,2555,259
2002100000,2002年度,27231,大阪府 大阪狭山市,1186,176
2002100000,2002年度,27232,大阪府 阪南市,3610,245
2002100000,2002年度,27301,大阪府 島本町,1678,59
2002100000,2002年度,27321,大阪府 豊能町,3437,322
2002100000,2002年度,27322,大阪府 能勢町,9868,1120
2002100000,2002年度,27341,大阪府 忠岡町,403,23
2002100000,2002年度,27361,大阪府 熊取町,1719,208
2002100000,2002年度,27362,大阪府 田尻町,386,59
2002100000,2002年度,27366,大阪府 岬町,4903,152
2002100000,2002年度,27381,大阪府 太子町,1417,319
2002100000,2002年度,27382,大阪府 河南町,2526,473
2002100000,2002年度,27383,大阪府 千早赤阪村,3738,228
2002100000,2002年度,28100,兵庫県 神戸市,55012,4620
2002100000,2002年度,28101,兵庫県 神戸市 東灘区,3036,-
2002100000,2002年度,28102,兵庫県 神戸市 灘区,3240,-
2002100000,2002年度,28105,兵庫県 神戸市 兵庫区,1452,-
2002100000,2002年度,28106,兵庫県 神戸市 長田区,1148,-
2002100000,2002年度,28107,兵庫県 神戸市 須磨区,2891,-
2002100000,2002年度,28108,兵庫県 神戸市 垂水区,2802,-
2002100000,2002年度,28109,兵庫県 神戸市 北区,24071,-
2002100000,2002年度,28110,兵庫県 神戸市 中央区,2590,-
2002100000,2002年度,28111,兵庫県 神戸市 西区,13782,-
2002100000,2002年度,28201,兵庫県 姫路市,53427,5365
2002100000,2002年度,28202,兵庫県 尼崎市,4977,85
2002100000,2002年度,28203,兵庫県 明石市,4922,575
2002100000,2002年度,28204,兵庫県 西宮市,9937,163
2002100000,2002年度,28205,兵庫県 洲本市,18246,2680
2002100000,2002年度,28206,兵庫県 芦屋市,1850,4
2002100000,2002年度,28207,兵庫県 伊丹市,2495,154
2002100000,2002年度,28208,兵庫県 相生市,9043,522
2002100000,2002年度,28209,兵庫県 豊岡市,69766,5388
2002100000,2002年度,28210,兵庫県 加古川市,13851,2650
2002100000,2002年度,28212,兵庫県 赤穂市,12685,923
2002100000,2002年度,28213,兵庫県 西脇市,13247,1205
2002100000,2002年度,28214,兵庫県 宝塚市,10196,433
2002100000,2002年度,28215,兵庫県 三木市,17658,3220
2002100000,2002年度,28216,兵庫県 高砂市,3440,334
2002100000,2002年度,28217,兵庫県 川西市,5344,183
2002100000,2002年度,28218,兵庫県 小野市,9369,2430
2002100000,2002年度,28219,兵庫県 三田市,21022,2120
2002100000,2002年度,28220,兵庫県 加西市,15018,3810
2002100000,2002年度,28221,兵庫県 丹波篠山市,37761,4540
2002100000,2002年度,28222,兵庫県 養父市,42278,1698
2002100000,2002年度,28223,兵庫県 丹波市,49328,5910
2002100000,2002年度,28224,兵庫県 南あわじ市,22914,3968
2002100000,2002年度,28225,兵庫県 朝来市,40298,1883
2002100000,2002年度,28226,兵庫県 淡路市,18414,3517
2002100000,2002年度,28227,兵庫県 宍粟市,65860,2447
2002100000,2002年度,28228,兵庫県 加東市,15749,2992
2002100000,2002年度,28229,兵庫県 たつの市,21093,3147
2002100000,2002年度,28301,兵庫県 猪名川町,9041,453
2002100000,2002年度,28365,兵庫県 多可町,18515,1499
2002100000,2002年度,28381,兵庫県 稲美町,3496,1660
2002100000,2002年度,28382,兵庫県 播磨町,909,85
2002100000,2002年度,28442,兵庫県 市川町,8270,917
2002100000,2002年度,28443,兵庫県 福崎町,4582,793
2002100000,2002年度,28446,兵庫県 神河町,20227,763
2002100000,2002年度,28464,兵庫県 太子町,2262,516
2002100000,2002年度,28481,兵庫県 上郡町,15028,977
2002100000,2002年度,28501,兵庫県 佐用町,30751,2044
2002100000,2002年度,28585,兵庫県 香美町,36902,1690
2002100000,2002年度,28586,兵庫県 新温泉町,24100,1304
2002100000,2002年度,29201,奈良県 奈良市,27684,3234
2002100000,2002年度,29202,奈良県 大和高田市,1648,480
2002100000,2002年度,29203,奈良県 大和郡山市,4268,1200
2002100000,2002年度,29204,奈良県 天理市,8637,1790
2002100000,2002年度,29205,奈良県 橿原市,3952,1150
2002100000,2002年度,29206,奈良県 桜井市,9892,1300
2002100000,2002年度,29207,奈良県 五條市,29198,3079
2002100000,2002年度,29208,奈良県 御所市,6065,1210
2002100000,2002年度,29209,奈良県 生駒市,5318,469
2002100000,2002年度,29210,奈良県 香芝市,2423,315
2002100000,2002年度,29211,奈良県 葛城市,3373,887
2002100000,2002年度,29212,奈良県 宇陀市,24762,2108
2002100000,2002年度,29322,奈良県 山添村,6656,740
2002100000,2002年度,29342,奈良県 平群町,2390,339
2002100000,2002年度,29343,奈良県 三郷町,880,51
2002100000,2002年度,29344,奈良県 斑鳩町,1427,329
2002100000,2002年度,29345,奈良県 安堵町,433,166
2002100000,2002年度,29361,奈良県 川西町,594,233
2002100000,2002年度,29362,奈良県 三宅町,407,165
2002100000,2002年度,29363,奈良県 田原本町,2110,943
2002100000,2002年度,29385,奈良県 曽爾村,4784,144
2002100000,2002年度,29386,奈良県 御杖村,7963,253
2002100000,2002年度,29401,奈良県 高取町,2577,378
2002100000,2002年度,29402,奈良県 明日香村,2408,444
2002100000,2002年度,29424,奈良県 上牧町,614,105
2002100000,2002年度,29425,奈良県 王寺町,700,52
2002100000,2002年度,29426,奈良県 広陵町,1634,599
2002100000,2002年度,29427,奈良県 河合町,827,200
2002100000,2002年度,29441,奈良県 吉野町,9565,249
2002100000,2002年度,29442,奈良県 大淀町,3806,304
2002100000,2002年度,29443,奈良県 下市町,6201,523
2002100000,2002年度,29444,奈良県 黒滝村,4771,35
2002100000,2002年度,29446,奈良県 天川村,17570,47
2002100000,2002年度,29447,奈良県 野迫川村,15503,28
2002100000,2002年度,29449,奈良県 十津川村,67235,139
2002100000,2002年度,29450,奈良県 下北山村,13353,29
2002100000,2002年度,29451,奈良県 上北山村,27405,2
2002100000,2002年度,29452,奈良県 川上村,26916,34
2002100000,2002年度,29453,奈良県 東吉野村,13160,53
2002100000,2002年度,30201,和歌山県 和歌山市,20922,3400
2002100000,2002年度,30202,和歌山県 海南市,10118,2450
2002100000,2002年度,30203,和歌山県 橋本市,13024,1665
2002100000,2002年度,30204,和歌山県 有田市,3691,1540
2002100000,2002年度,30205,和歌山県 御坊市,4378,943
2002100000,2002年度,30206,和歌山県 田辺市,102662,3506
2002100000,2002年度,30207,和歌山県 新宮市,25513,241
2002100000,2002年度,30208,和歌山県 紀の川市,22854,5279
2002100000,2002年度,30209,和歌山県 岩出市,3850,566
2002100000,2002年度,30304,和歌山県 紀美野町,12801,1007
2002100000,2002年度,30341,和歌山県 かつらぎ町,15173,2203
2002100000,2002年度,30343,和歌山県 九度山町,4419,521
2002100000,2002年度,30344,和歌山県 高野町,13708,190
2002100000,2002年度,30361,和歌山県 湯浅町,2080,604
2002100000,2002年度,30362,和歌山県 広川町,6535,695
2002100000,2002年度,30366,和歌山県 有田川町,35177,3287
2002100000,2002年度,30381,和歌山県 美浜町,1279,207
2002100000,2002年度,30382,和歌山県 日高町,4642,606
2002100000,2002年度,30383,和歌山県 由良町,3074,386
2002100000,2002年度,30390,和歌山県 印南町,11363,1030
2002100000,2002年度,30391,和歌山県 みなべ町,12026,2400
2002100000,2002年度,30392,和歌山県 日高川町,33161,1262
2002100000,2002年度,30401,和歌山県 白浜町,20102,737
2002100000,2002年度,30404,和歌山県 上富田町,5749,656
2002100000,2002年度,30406,和歌山県 すさみ町,17470,242
2002100000,2002年度,30421,和歌山県 那智勝浦町,18345,385
2002100000,2002年度,30422,和歌山県 太地町,596,11
2002100000,2002年度,30424,和歌山県 古座川町,29452,164
2002100000,2002年度,30427,和歌山県 北山村,4821,23
2002100000,2002年度,30428,和歌山県 串本町,13578,229
2002100000,2002年度,31201,鳥取県 鳥取市,76566,7489
2002100000,2002年度,31202,鳥取県 米子市,13221,3195
2002100000,2002年度,31203,鳥取県 倉吉市,27215,4140
2002100000,2002年度,31204,鳥取県 境港市,2875,399
2002100000,2002年度,31302,鳥取県 岩美町,12238,904
2002100000,2002年度,31325,鳥取県 若桜町,19931,340
2002100000,2002年度,31328,鳥取県 智頭町,22461,562
2002100000,2002年度,31329,鳥取県 八頭町,20671,1897
2002100000,2002年度,31364,鳥取県 三朝町,23346,879
2002100000,2002年度,31370,鳥取県 湯梨浜町,7385,1525
2002100000,2002年度,31371,鳥取県 琴浦町,13990,3000
2002100000,2002年度,31372,鳥取県 北栄町,5715,2300
2002100000,2002年度,31384,鳥取県 日吉津村,416,142
2002100000,2002年度,31386,鳥取県 大山町,18979,4200
2002100000,2002年度,31389,鳥取県 南部町,11403,1278
2002100000,2002年度,31390,鳥取県 伯耆町,13945,1713
2002100000,2002年度,31401,鳥取県 日南町,34087,1580
2002100000,2002年度,31402,鳥取県 日野町,13402,434
2002100000,2002年度,31403,鳥取県 江府町,12466,738
2002100000,2002年度,32201,島根県 松江市,57285,5056
2002100000,2002年度,32202,島根県 浜田市,68944,2657
2002100000,2002年度,32203,島根県 出雲市,62406,8589
2002100000,2002年度,32204,島根県 益田市,73316,2441
2002100000,2002年度,32205,島根県 大田市,43611,2949
2002100000,2002年度,32206,島根県 安来市,42097,4261
2002100000,2002年度,32207,島根県 江津市,26851,738
2002100000,2002年度,32209,島根県 雲南市,55337,3884
2002100000,2002年度,32343,島根県 奥出雲町,36806,2740
2002100000,2002年度,32386,島根県 飯南町,24284,1214
2002100000,2002年度,32441,島根県 川本町,10639,419
2002100000,2002年度,32448,島根県 美郷町,28292,704
2002100000,2002年度,32449,島根県 邑南町,41922,1991
2002100000,2002年度,32501,島根県 津和野町,30709,931
2002100000,2002年度,32505,島根県 吉賀町,33629,927
2002100000,2002年度,32525,島根県 海士町,3346,196
2002100000,2002年度,32526,島根県 西ノ島町,5598,39
2002100000,2002年度,32527,島根県 知夫村,1369,17
2002100000,2002年度,32528,島根県 隠岐の島町,24270,761
2002100000,2002年度,33100,岡山県 岡山市,78988,14266
2002100000,2002年度,33101,岡山県 岡山市 北区,-,-
2002100000,2002年度,33102,岡山県 岡山市 中区,-,-
2002100000,2002年度,33103,岡山県 岡山市 東区,-,-
2002100000,2002年度,33104,岡山県 岡山市 南区,-,-
2002100000,2002年度,33202,岡山県 倉敷市,35395,5312
2002100000,2002年度,33203,岡山県 津山市,50636,6274
2002100000,2002年度,33204,岡山県 玉野市,10360,1000
2002100000,2002年度,33205,岡山県 笠岡市,13599,2220
2002100000,2002年度,33207,岡山県 井原市,24336,2587
2002100000,2002年度,33208,岡山県 総社市,21200,2663
2002100000,2002年度,33209,岡山県 高梁市,54701,3554
2002100000,2002年度,33210,岡山県 新見市,79327,3403
2002100000,2002年度,33211,岡山県 備前市,25823,902
2002100000,2002年度,33212,岡山県 瀬戸内市,12551,2529
2002100000,2002年度,33213,岡山県 赤磐市,20943,2646
2002100000,2002年度,33214,岡山県 真庭市,82843,6180
2002100000,2002年度,33215,岡山県 美作市,42919,3374
2002100000,2002年度,33216,岡山県 浅口市,6646,956
2002100000,2002年度,33346,岡山県 和気町,14423,1040
2002100000,2002年度,33423,岡山県 早島町,761,184
2002100000,2002年度,33445,岡山県 里庄町,1223,183
2002100000,2002年度,33461,岡山県 矢掛町,9062,1190
2002100000,2002年度,33586,岡山県 新庄村,6710,219
2002100000,2002年度,33606,岡山県 鏡野町,41969,2046
2002100000,2002年度,33622,岡山県 勝央町,5409,1370
2002100000,2002年度,33623,岡山県 奈義町,6954,958
