調査年 コード,調査年,地域 コード,地域,年平均気温,降水日数
1980100000,1980年度,38000,愛媛県,15.1,135
1980100000,1980年度,39000,高知県,15.9,135
1980100000,1980年度,40000,福岡県,15.5,130
1980100000,1980年度,41000,佐賀県,15.6,117
1980100000,1980年度,42000,長崎県,16.1,143
1980100000,1980年度,43000,熊本県,15.6,123
1980100000,1980年度,44000,大分県,15.2,112
1980100000,1980年度,45000,宮崎県,16.7,129
1980100000,1980年度,46000,鹿児島県,17.4,140
1980100000,1980年度,47000,沖縄県,22.5,125
1979100000,1979年度,1000,北海道,8.4,129
1979100000,1979年度,2000,青森県,10.2,169
1979100000,1979年度,3000,岩手県,10.5,130
1979100000,1979年度,4000,宮城県,13.1,115
1979100000,1979年度,5000,秋田県,11.7,170
1979100000,1979年度,6000,山形県,12.1,142
1979100000,1979年度,7000,福島県,13.6,98
1979100000,1979年度,8000,茨城県,14.6,109
1979100000,1979年度,9000,栃木県,14.3,119
1979100000,1979年度,10000,群馬県,15.1,89
1979100000,1979年度,11000,埼玉県,15.4,93
1979100000,1979年度,12000,千葉県,16.2,91
1979100000,1979年度,13000,東京都,16.9,99
1979100000,1979年度,14000,神奈川県,16.2,101
1979100000,1979年度,15000,新潟県,14.1,200
1979100000,1979年度,16000,富山県,14.4,156
1979100000,1979年度,17000,石川県,14.8,186
1979100000,1979年度,18000,福井県,15.1,169
1979100000,1979年度,19000,山梨県,14.6,93
1979100000,1979年度,20000,長野県,12.4,98
1979100000,1979年度,21000,岐阜県,16.2,116
1979100000,1979年度,22000,静岡県,17,118
1979100000,1979年度,23000,愛知県,15.9,106
1979100000,1979年度,24000,三重県,15.6,114
1979100000,1979年度,25000,滋賀県,15,136
1979100000,1979年度,26000,京都府,16,119
1979100000,1979年度,27000,大阪府,17.1,107
1979100000,1979年度,28000,兵庫県,16.3,100
1979100000,1979年度,29000,奈良県,15,109
1979100000,1979年度,30000,和歌山県,16.6,99
1979100000,1979年度,31000,鳥取県,15.1,149
1979100000,1979年度,32000,島根県,14.9,137
1979100000,1979年度,33000,岡山県,15.4,84
1979100000,1979年度,34000,広島県,15.5,91
1979100000,1979年度,35000,山口県,15.1,107
1979100000,1979年度,36000,徳島県,16.5,101
1979100000,1979年度,37000,香川県,16,94
1979100000,1979年度,38000,愛媛県,16.2,107
1979100000,1979年度,39000,高知県,16.8,112
1979100000,1979年度,40000,福岡県,16.7,110
1979100000,1979年度,41000,佐賀県,16.5,100
1979100000,1979年度,42000,長崎県,17.1,117
1979100000,1979年度,43000,熊本県,16.6,106
1979100000,1979年度,44000,大分県,16.2,96
1979100000,1979年度,45000,宮崎県,17.2,120
1979100000,1979年度,46000,鹿児島県,17.9,129
1979100000,1979年度,47000,沖縄県,22.3,140
1978100000,1978年度,1000,北海道,8.2,137
1978100000,1978年度,2000,青森県,10,160
1978100000,1978年度,3000,岩手県,10.2,106
1978100000,1978年度,4000,宮城県,12.2,86
1978100000,1978年度,5000,秋田県,11.4,167
1978100000,1978年度,6000,山形県,11.5,120
1978100000,1978年度,7000,福島県,12.8,87
1978100000,1978年度,8000,茨城県,13.5,80
1978100000,1978年度,9000,栃木県,13.4,90
1978100000,1978年度,10000,群馬県,14.3,84
1978100000,1978年度,11000,埼玉県,14.6,76
1978100000,1978年度,12000,千葉県,15.4,79
1978100000,1978年度,13000,東京都,16.1,81
1978100000,1978年度,14000,神奈川県,15.5,90
1978100000,1978年度,15000,新潟県,13.6,150
1978100000,1978年度,16000,富山県,13.9,165
1978100000,1978年度,17000,石川県,14.4,170
1978100000,1978年度,18000,福井県,14.6,163
1978100000,1978年度,19000,山梨県,14.1,76
1978100000,1978年度,20000,長野県,11.6,106
1978100000,1978年度,21000,岐阜県,15.7,115
1978100000,1978年度,22000,静岡県,16.5,106
1978100000,1978年度,23000,愛知県,15.4,95
1978100000,1978年度,24000,三重県,15.3,90
1978100000,1978年度,25000,滋賀県,14.6,124
1978100000,1978年度,26000,京都府,15.7,100
1978100000,1978年度,27000,大阪府,16.8,74
1978100000,1978年度,28000,兵庫県,15.9,71
1978100000,1978年度,29000,奈良県,14.8,87
1978100000,1978年度,30000,和歌山県,16.3,79
1978100000,1978年度,31000,鳥取県,14.9,136
1978100000,1978年度,32000,島根県,14.9,137
1978100000,1978年度,33000,岡山県,15.2,75
1978100000,1978年度,34000,広島県,15.4,83
1978100000,1978年度,35000,山口県,15.1,99
1978100000,1978年度,36000,徳島県,16.2,96
1978100000,1978年度,37000,香川県,15.8,77
1978100000,1978年度,38000,愛媛県,16.1,77
1978100000,1978年度,39000,高知県,16.5,115
1978100000,1978年度,40000,福岡県,16.8,90
1978100000,1978年度,41000,佐賀県,16.6,78
1978100000,1978年度,42000,長崎県,17.2,100
1978100000,1978年度,43000,熊本県,16.6,80
1978100000,1978年度,44000,大分県,16.3,78
1978100000,1978年度,45000,宮崎県,17.1,120
1978100000,1978年度,46000,鹿児島県,17.9,105
1978100000,1978年度,47000,沖縄県,22.1,152
1977100000,1977年度,1000,北海道,7.8,130
1977100000,1977年度,2000,青森県,9.4,161
1977100000,1977年度,3000,岩手県,9.7,127
1977100000,1977年度,4000,宮城県,11.9,87
1977100000,1977年度,5000,秋田県,11,164
1977100000,1977年度,6000,山形県,11,130
1977100000,1977年度,7000,福島県,12.5,95
1977100000,1977年度,8000,茨城県,13.2,82
1977100000,1977年度,9000,栃木県,13.1,96
1977100000,1977年度,10000,群馬県,14.2,86
1977100000,1977年度,11000,埼玉県,14.4,88
1977100000,1977年度,12000,千葉県,15.2,100
1977100000,1977年度,13000,東京都,15.8,82
1977100000,1977年度,14000,神奈川県,15.4,101
1977100000,1977年度,15000,新潟県,13.1,169
1977100000,1977年度,16000,富山県,13.4,166
1977100000,1977年度,17000,石川県,14.2,165
1977100000,1977年度,18000,福井県,14.1,168
1977100000,1977年度,19000,山梨県,14.3,75
1977100000,1977年度,20000,長野県,11.5,103
1977100000,1977年度,21000,岐阜県,15.4,107
1977100000,1977年度,22000,静岡県,16.5,108
1977100000,1977年度,23000,愛知県,15.4,89
1977100000,1977年度,24000,三重県,15.4,93
1977100000,1977年度,25000,滋賀県,14.2,125
1977100000,1977年度,26000,京都府,15.7,101
1977100000,1977年度,27000,大阪府,16.7,94
1977100000,1977年度,28000,兵庫県,16,93
1977100000,1977年度,29000,奈良県,14.6,105
1977100000,1977年度,30000,和歌山県,16.3,95
1977100000,1977年度,31000,鳥取県,14.2,137
1977100000,1977年度,32000,島根県,14.4,152
1977100000,1977年度,33000,岡山県,14.9,91
1977100000,1977年度,34000,広島県,15.1,92
1977100000,1977年度,35000,山口県,14.7,107
1977100000,1977年度,36000,徳島県,16.1,100
1977100000,1977年度,37000,香川県,15.4,93
1977100000,1977年度,38000,愛媛県,15.8,95
1977100000,1977年度,39000,高知県,16.6,115
1977100000,1977年度,40000,福岡県,16.3,112
1977100000,1977年度,41000,佐賀県,16.1,95
1977100000,1977年度,42000,長崎県,16.8,102
1977100000,1977年度,43000,熊本県,16.4,107
1977100000,1977年度,44000,大分県,15.9,93
1977100000,1977年度,45000,宮崎県,17.1,116
1977100000,1977年度,46000,鹿児島県,17.9,110
1977100000,1977年度,47000,沖縄県,22.6,99
1976100000,1976年度,1000,北海道,7.9,133
1976100000,1976年度,2000,青森県,9.2,169
1976100000,1976年度,3000,岩手県,9.1,142
1976100000,1976年度,4000,宮城県,11.4,111
1976100000,1976年度,5000,秋田県,10.4,180
1976100000,1976年度,6000,山形県,10.5,144
1976100000,1976年度,7000,福島県,11.8,107
1976100000,1976年度,8000,茨城県,12.6,116
1976100000,1976年度,9000,栃木県,12.3,117
1976100000,1976年度,10000,群馬県,13.4,97
1976100000,1976年度,11000,埼玉県,13.6,104
1976100000,1976年度,12000,千葉県,14.6,99
1976100000,1976年度,13000,東京都,15,114
1976100000,1976年度,14000,神奈川県,14.8,113
1976100000,1976年度,15000,新潟県,12.4,171
1976100000,1976年度,16000,富山県,12.8,183
1976100000,1976年度,17000,石川県,13.5,180
1976100000,1976年度,18000,福井県,13.6,184
1976100000,1976年度,19000,山梨県,13.5,93
1976100000,1976年度,20000,長野県,10.8,121
1976100000,1976年度,21000,岐阜県,14.6,125
1976100000,1976年度,22000,静岡県,15.9,126
1976100000,1976年度,23000,愛知県,14.4,118
1976100000,1976年度,24000,三重県,14.7,109
1976100000,1976年度,25000,滋賀県,13.7,139
1976100000,1976年度,26000,京都府,14.9,121
1976100000,1976年度,27000,大阪府,15.9,102
1976100000,1976年度,28000,兵庫県,15.1,103
1976100000,1976年度,29000,奈良県,13.9,118
1976100000,1976年度,30000,和歌山県,15.5,103
1976100000,1976年度,31000,鳥取県,13.7,155
1976100000,1976年度,32000,島根県,13.7,158
1976100000,1976年度,33000,岡山県,14.1,99
1976100000,1976年度,34000,広島県,14.3,105
1976100000,1976年度,35000,山口県,14,133
1976100000,1976年度,36000,徳島県,15.3,101
1976100000,1976年度,37000,香川県,14.7,114
1976100000,1976年度,38000,愛媛県,15.1,109
1976100000,1976年度,39000,高知県,15.9,121
1976100000,1976年度,40000,福岡県,15.6,142
1976100000,1976年度,41000,佐賀県,15.4,118
1976100000,1976年度,42000,長崎県,16.1,142
1976100000,1976年度,43000,熊本県,15.7,128
1976100000,1976年度,44000,大分県,15.3,109
1976100000,1976年度,45000,宮崎県,16.5,127
1976100000,1976年度,46000,鹿児島県,17.2,137
1976100000,1976年度,47000,沖縄県,22,112
1975100000,1975年度,1000,北海道,8.3,134
1975100000,1975年度,2000,青森県,9.9,153
1975100000,1975年度,3000,岩手県,9.8,108
1975100000,1975年度,4000,宮城県,12.2,86
1975100000,1975年度,5000,秋田県,11.5,156
1975100000,1975年度,6000,山形県,11.5,106
1975100000,1975年度,7000,福島県,12.7,85
1975100000,1975年度,8000,茨城県,13,89
1975100000,1975年度,9000,栃木県,12.9,104
1975100000,1975年度,10000,群馬県,13.9,96
1975100000,1975年度,11000,埼玉県,14.2,92
1975100000,1975年度,12000,千葉県,15,94
1975100000,1975年度,13000,東京都,15.6,93
1975100000,1975年度,14000,神奈川県,15.1,96
1975100000,1975年度,15000,新潟県,13.4,167
1975100000,1975年度,16000,富山県,13.6,177
1975100000,1975年度,17000,石川県,14.2,179
1975100000,1975年度,18000,福井県,14.3,185
1975100000,1975年度,19000,山梨県,13.7,92
1975100000,1975年度,20000,長野県,11.5,108
1975100000,1975年度,21000,岐阜県,15.2,116
1975100000,1975年度,22000,静岡県,16.1,106
1975100000,1975年度,23000,愛知県,14.9,103
1975100000,1975年度,24000,三重県,15.2,110
1975100000,1975年度,25000,滋賀県,14.3,142
1975100000,1975年度,26000,京都府,15.5,123
1975100000,1975年度,27000,大阪府,16.3,110
1975100000,1975年度,28000,兵庫県,15.7,96
1975100000,1975年度,29000,奈良県,14.4,117
1975100000,1975年度,30000,和歌山県,16.1,108
1975100000,1975年度,31000,鳥取県,14.5,180
1975100000,1975年度,32000,島根県,14.5,173
1975100000,1975年度,33000,岡山県,14.9,93
1975100000,1975年度,34000,広島県,15.1,102
1975100000,1975年度,35000,山口県,15,127
1975100000,1975年度,36000,徳島県,16,103
1975100000,1975年度,37000,香川県,15.4,109
1975100000,1975年度,38000,愛媛県,15.8,110
1975100000,1975年度,39000,高知県,16.6,128
1975100000,1975年度,40000,福岡県,16.6,116
1975100000,1975年度,41000,佐賀県,16.3,109
1975100000,1975年度,42000,長崎県,16.9,125
1975100000,1975年度,43000,熊本県,16.4,110
1975100000,1975年度,44000,大分県,16.1,104
1975100000,1975年度,45000,宮崎県,16.9,145
1975100000,1975年度,46000,鹿児島県,17.7,144
1975100000,1975年度,47000,沖縄県,22.2,158
