調査年 コード,調査年,地域 コード,地域,年平均気温,降水日数
2010100000,2010年度,26000,京都府,16.4,106
2010100000,2010年度,27000,大阪府,17.3,100
2010100000,2010年度,28000,兵庫県,17.2,92
2010100000,2010年度,29000,奈良県,15.4,106
2010100000,2010年度,30000,和歌山県,17.1,93
2010100000,2010年度,31000,鳥取県,15.6,160
2010100000,2010年度,32000,島根県,15.5,155
2010100000,2010年度,33000,岡山県,16.7,92
2010100000,2010年度,34000,広島県,16.6,91
2010100000,2010年度,35000,山口県,16,118
2010100000,2010年度,36000,徳島県,17,99
2010100000,2010年度,37000,香川県,17,87
2010100000,2010年度,38000,愛媛県,16.9,104
2010100000,2010年度,39000,高知県,17.6,108
2010100000,2010年度,40000,福岡県,17.5,119
2010100000,2010年度,41000,佐賀県,17,120
2010100000,2010年度,42000,長崎県,17.5,124
2010100000,2010年度,43000,熊本県,17.4,132
2010100000,2010年度,44000,大分県,17,102
2010100000,2010年度,45000,宮崎県,17.7,145
2010100000,2010年度,46000,鹿児島県,18.9,143
2010100000,2010年度,47000,沖縄県,23.1,149
2009100000,2009年度,1000,北海道,9.4,149
2009100000,2009年度,2000,青森県,10.6,162
2009100000,2009年度,3000,岩手県,10.6,130
2009100000,2009年度,4000,宮城県,12.9,97
2009100000,2009年度,5000,秋田県,12,172
2009100000,2009年度,6000,山形県,12.1,135
2009100000,2009年度,7000,福島県,13.5,92
2009100000,2009年度,8000,茨城県,14.2,107
2009100000,2009年度,9000,栃木県,14.6,98
2009100000,2009年度,10000,群馬県,15.1,101
2009100000,2009年度,11000,埼玉県,15.5,96
2009100000,2009年度,12000,千葉県,16.3,110
2009100000,2009年度,13000,東京都,16.7,105
2009100000,2009年度,14000,神奈川県,16.3,108
2009100000,2009年度,15000,新潟県,14.1,170
2009100000,2009年度,16000,富山県,14.6,170
2009100000,2009年度,17000,石川県,14.8,163
2009100000,2009年度,18000,福井県,14.7,161
2009100000,2009年度,19000,山梨県,15.1,91
2009100000,2009年度,20000,長野県,12.4,111
2009100000,2009年度,21000,岐阜県,16.3,107
2009100000,2009年度,22000,静岡県,17,110
2009100000,2009年度,23000,愛知県,16.5,103
2009100000,2009年度,24000,三重県,16.3,101
2009100000,2009年度,25000,滋賀県,15,121
2009100000,2009年度,26000,京都府,16.1,109
2009100000,2009年度,27000,大阪府,17.1,105
2009100000,2009年度,28000,兵庫県,17.1,99
2009100000,2009年度,29000,奈良県,15.1,108
2009100000,2009年度,30000,和歌山県,16.9,99
2009100000,2009年度,31000,鳥取県,15,134
2009100000,2009年度,32000,島根県,15,140
2009100000,2009年度,33000,岡山県,16.6,83
2009100000,2009年度,34000,広島県,16.4,85
2009100000,2009年度,35000,山口県,15.8,109
2009100000,2009年度,36000,徳島県,16.9,99
2009100000,2009年度,37000,香川県,16.9,81
2009100000,2009年度,38000,愛媛県,16.9,97
2009100000,2009年度,39000,高知県,17.5,117
2009100000,2009年度,40000,福岡県,17.3,101
2009100000,2009年度,41000,佐賀県,16.9,92
2009100000,2009年度,42000,長崎県,17.4,105
2009100000,2009年度,43000,熊本県,17.5,99
2009100000,2009年度,44000,大分県,17,87
2009100000,2009年度,45000,宮崎県,17.8,106
2009100000,2009年度,46000,鹿児島県,19,110
2009100000,2009年度,47000,沖縄県,23.4,118
2008100000,2008年度,1000,北海道,9.5,121
2008100000,2008年度,2000,青森県,10.7,146
2008100000,2008年度,3000,岩手県,10.6,119
2008100000,2008年度,4000,宮城県,12.7,102
2008100000,2008年度,5000,秋田県,12.3,148
2008100000,2008年度,6000,山形県,12,135
2008100000,2008年度,7000,福島県,13.2,107
2008100000,2008年度,8000,茨城県,13.9,101
2008100000,2008年度,9000,栃木県,14.3,119
2008100000,2008年度,10000,群馬県,14.9,112
2008100000,2008年度,11000,埼玉県,15.4,106
2008100000,2008年度,12000,千葉県,16.1,119
2008100000,2008年度,13000,東京都,16.4,115
2008100000,2008年度,14000,神奈川県,16.1,110
2008100000,2008年度,15000,新潟県,14.2,157
2008100000,2008年度,16000,富山県,14.6,163
2008100000,2008年度,17000,石川県,14.9,165
2008100000,2008年度,18000,福井県,14.7,158
2008100000,2008年度,19000,山梨県,14.8,95
2008100000,2008年度,20000,長野県,12.2,109
2008100000,2008年度,21000,岐阜県,16.2,106
2008100000,2008年度,22000,静岡県,16.7,103
2008100000,2008年度,23000,愛知県,16.4,93
2008100000,2008年度,24000,三重県,16.3,101
2008100000,2008年度,25000,滋賀県,15,133
2008100000,2008年度,26000,京都府,16,115
2008100000,2008年度,27000,大阪府,17,108
2008100000,2008年度,28000,兵庫県,17,102
2008100000,2008年度,29000,奈良県,14.9,111
2008100000,2008年度,30000,和歌山県,16.7,106
2008100000,2008年度,31000,鳥取県,15,164
2008100000,2008年度,32000,島根県,15.1,151
2008100000,2008年度,33000,岡山県,16.6,92
2008100000,2008年度,34000,広島県,16.4,91
2008100000,2008年度,35000,山口県,15.8,116
2008100000,2008年度,36000,徳島県,16.8,105
2008100000,2008年度,37000,香川県,16.8,101
2008100000,2008年度,38000,愛媛県,16.7,104
2008100000,2008年度,39000,高知県,17.3,116
2008100000,2008年度,40000,福岡県,17.1,113
2008100000,2008年度,41000,佐賀県,16.8,96
2008100000,2008年度,42000,長崎県,17.3,103
2008100000,2008年度,43000,熊本県,17.2,107
2008100000,2008年度,44000,大分県,16.8,100
2008100000,2008年度,45000,宮崎県,17.4,127
2008100000,2008年度,46000,鹿児島県,18.7,112
2008100000,2008年度,47000,沖縄県,23.4,114
2007100000,2007年度,1000,北海道,9.4,132
2007100000,2007年度,2000,青森県,11.1,151
2007100000,2007年度,3000,岩手県,10.7,126
2007100000,2007年度,4000,宮城県,13.1,98
2007100000,2007年度,5000,秋田県,12.4,158
2007100000,2007年度,6000,山形県,12.2,133
2007100000,2007年度,7000,福島県,13.6,110
2007100000,2007年度,8000,茨城県,14.4,100
2007100000,2007年度,9000,栃木県,14.6,109
2007100000,2007年度,10000,群馬県,15.3,93
2007100000,2007年度,11000,埼玉県,15.8,90
2007100000,2007年度,12000,千葉県,16.6,101
2007100000,2007年度,13000,東京都,17,89
2007100000,2007年度,14000,神奈川県,16.5,100
2007100000,2007年度,15000,新潟県,14.4,157
2007100000,2007年度,16000,富山県,14.9,159
2007100000,2007年度,17000,石川県,15.1,160
2007100000,2007年度,18000,福井県,15,156
2007100000,2007年度,19000,山梨県,15.3,85
2007100000,2007年度,20000,長野県,12.5,102
2007100000,2007年度,21000,岐阜県,16.4,111
2007100000,2007年度,22000,静岡県,17.1,98
2007100000,2007年度,23000,愛知県,16.6,100
2007100000,2007年度,24000,三重県,16.6,100
2007100000,2007年度,25000,滋賀県,15.2,135
2007100000,2007年度,26000,京都府,16.3,109
2007100000,2007年度,27000,大阪府,17.6,98
2007100000,2007年度,28000,兵庫県,17.4,93
2007100000,2007年度,29000,奈良県,15.3,110
2007100000,2007年度,30000,和歌山県,17.3,93
2007100000,2007年度,31000,鳥取県,15.5,152
2007100000,2007年度,32000,島根県,15.7,131
2007100000,2007年度,33000,岡山県,17,85
2007100000,2007年度,34000,広島県,17,86
2007100000,2007年度,35000,山口県,16.2,103
2007100000,2007年度,36000,徳島県,17.4,85
2007100000,2007年度,37000,香川県,17.3,90
2007100000,2007年度,38000,愛媛県,17.3,93
2007100000,2007年度,39000,高知県,17.9,103
2007100000,2007年度,40000,福岡県,18,100
2007100000,2007年度,41000,佐賀県,17.4,87
2007100000,2007年度,42000,長崎県,18,98
2007100000,2007年度,43000,熊本県,18,96
2007100000,2007年度,44000,大分県,17.4,86
2007100000,2007年度,45000,宮崎県,18.1,113
2007100000,2007年度,46000,鹿児島県,19.3,120
2007100000,2007年度,47000,沖縄県,23.5,133
2006100000,2006年度,1000,北海道,9.1,143
2006100000,2006年度,2000,青森県,10.2,158
2006100000,2006年度,3000,岩手県,10.2,120
2006100000,2006年度,4000,宮城県,12.3,107
2006100000,2006年度,5000,秋田県,11.9,175
2006100000,2006年度,6000,山形県,11.7,138
2006100000,2006年度,7000,福島県,13,106
2006100000,2006年度,8000,茨城県,13.9,108
2006100000,2006年度,9000,栃木県,14.2,112
2006100000,2006年度,10000,群馬県,14.8,106
2006100000,2006年度,11000,埼玉県,15.3,95
2006100000,2006年度,12000,千葉県,16,112
2006100000,2006年度,13000,東京都,16.4,106
2006100000,2006年度,14000,神奈川県,16,107
2006100000,2006年度,15000,新潟県,13.9,172
2006100000,2006年度,16000,富山県,14.2,180
2006100000,2006年度,17000,石川県,14.6,173
2006100000,2006年度,18000,福井県,14.5,168
2006100000,2006年度,19000,山梨県,15.1,95
2006100000,2006年度,20000,長野県,12.1,113
2006100000,2006年度,21000,岐阜県,16,124
2006100000,2006年度,22000,静岡県,16.7,114
2006100000,2006年度,23000,愛知県,15.9,119
2006100000,2006年度,24000,三重県,16,109
2006100000,2006年度,25000,滋賀県,14.7,134
2006100000,2006年度,26000,京都府,15.9,114
2006100000,2006年度,27000,大阪府,17,112
2006100000,2006年度,28000,兵庫県,16.9,103
2006100000,2006年度,29000,奈良県,14.9,120
2006100000,2006年度,30000,和歌山県,16.8,104
2006100000,2006年度,31000,鳥取県,15,158
2006100000,2006年度,32000,島根県,15,155
2006100000,2006年度,33000,岡山県,16.4,100
2006100000,2006年度,34000,広島県,16.3,103
2006100000,2006年度,35000,山口県,15.8,119
2006100000,2006年度,36000,徳島県,16.7,110
2006100000,2006年度,37000,香川県,16.5,103
2006100000,2006年度,38000,愛媛県,16.7,110
2006100000,2006年度,39000,高知県,17.7,121
2006100000,2006年度,40000,福岡県,17.2,115
2006100000,2006年度,41000,佐賀県,17,109
2006100000,2006年度,42000,長崎県,17.5,119
2006100000,2006年度,43000,熊本県,17.6,130
2006100000,2006年度,44000,大分県,16.9,108
2006100000,2006年度,45000,宮崎県,17.9,112
2006100000,2006年度,46000,鹿児島県,19.2,126
2006100000,2006年度,47000,沖縄県,23.5,142
2005100000,2005年度,1000,北海道,8.9,141
2005100000,2005年度,2000,青森県,10.1,179
2005100000,2005年度,3000,岩手県,10,143
2005100000,2005年度,4000,宮城県,12.2,101
2005100000,2005年度,5000,秋田県,11.7,192
2005100000,2005年度,6000,山形県,11.6,160
2005100000,2005年度,7000,福島県,12.9,116
2005100000,2005年度,8000,茨城県,13.4,102
2005100000,2005年度,9000,栃木県,13.8,107
2005100000,2005年度,10000,群馬県,14.5,107
2005100000,2005年度,11000,埼玉県,15,87
2005100000,2005年度,12000,千葉県,15.8,95
2005100000,2005年度,13000,東京都,16.2,94
2005100000,2005年度,14000,神奈川県,15.8,96
2005100000,2005年度,15000,新潟県,13.8,179
2005100000,2005年度,16000,富山県,14.2,202
2005100000,2005年度,17000,石川県,14.8,200
2005100000,2005年度,18000,福井県,14.5,193
2005100000,2005年度,19000,山梨県,14.9,75
2005100000,2005年度,20000,長野県,11.6,116
2005100000,2005年度,21000,岐阜県,15.9,107
2005100000,2005年度,22000,静岡県,16.5,93
2005100000,2005年度,23000,愛知県,15.7,90
2005100000,2005年度,24000,三重県,16.1,82
2005100000,2005年度,25000,滋賀県,14.8,136
2005100000,2005年度,26000,京都府,15.9,93
2005100000,2005年度,27000,大阪府,17,92
2005100000,2005年度,28000,兵庫県,16.8,81
2005100000,2005年度,29000,奈良県,14.9,97
2005100000,2005年度,30000,和歌山県,16.6,85
2005100000,2005年度,31000,鳥取県,14.9,152
2005100000,2005年度,32000,島根県,15,154
2005100000,2005年度,33000,岡山県,16.4,71
2005100000,2005年度,34000,広島県,16.1,81
2005100000,2005年度,35000,山口県,15.5,93
2005100000,2005年度,36000,徳島県,16.7,82
2005100000,2005年度,37000,香川県,16.6,85
2005100000,2005年度,38000,愛媛県,16.6,82
2005100000,2005年度,39000,高知県,17,85
2005100000,2005年度,40000,福岡県,17.2,92
2005100000,2005年度,41000,佐賀県,16.6,98
2005100000,2005年度,42000,長崎県,17.2,99
2005100000,2005年度,43000,熊本県,17.1,94
2005100000,2005年度,44000,大分県,16.8,61
2005100000,2005年度,45000,宮崎県,17.4,98
2005100000,2005年度,46000,鹿児島県,18.5,105
2005100000,2005年度,47000,沖縄県,23.1,134
2004100000,2004年度,1000,北海道,9.7,150
2004100000,2004年度,2000,青森県,11.3,165
2004100000,2004年度,3000,岩手県,10.9,128
2004100000,2004年度,4000,宮城県,13.1,100
2004100000,2004年度,5000,秋田県,12.5,183
2004100000,2004年度,6000,山形県,12.6,134
2004100000,2004年度,7000,福島県,13.8,109
2004100000,2004年度,8000,茨城県,14.4,100
2004100000,2004年度,9000,栃木県,14.8,105
2004100000,2004年度,10000,群馬県,15.5,97
2004100000,2004年度,11000,埼玉県,16.1,92
2004100000,2004年度,12000,千葉県,16.8,95
2004100000,2004年度,13000,東京都,17.3,93
2004100000,2004年度,14000,神奈川県,16.9,91
2004100000,2004年度,15000,新潟県,14.7,170
2004100000,2004年度,16000,富山県,15.2,177
2004100000,2004年度,17000,石川県,15.8,171
2004100000,2004年度,18000,福井県,15.5,159
2004100000,2004年度,19000,山梨県,15.8,87
2004100000,2004年度,20000,長野県,12.7,114
2004100000,2004年度,21000,岐阜県,16.9,109
2004100000,2004年度,22000,静岡県,17.5,108
2004100000,2004年度,23000,愛知県,16.8,99
2004100000,2004年度,24000,三重県,17,98
2004100000,2004年度,25000,滋賀県,15.7,118
2004100000,2004年度,26000,京都府,16.8,95
2004100000,2004年度,27000,大阪府,17.9,95
2004100000,2004年度,28000,兵庫県,17.8,85
2004100000,2004年度,29000,奈良県,15.7,102
2004100000,2004年度,30000,和歌山県,17.6,89
2004100000,2004年度,31000,鳥取県,15.8,160
2004100000,2004年度,32000,島根県,15.8,151
2004100000,2004年度,33000,岡山県,17.1,89
2004100000,2004年度,34000,広島県,17,91
2004100000,2004年度,35000,山口県,16.3,108
2004100000,2004年度,36000,徳島県,17.5,97
2004100000,2004年度,37000,香川県,17.3,99
2004100000,2004年度,38000,愛媛県,17.3,99
2004100000,2004年度,39000,高知県,17.9,109
2004100000,2004年度,40000,福岡県,17.8,114
2004100000,2004年度,41000,佐賀県,17.3,101
2004100000,2004年度,42000,長崎県,17.9,97
2004100000,2004年度,43000,熊本県,17.9,113
2004100000,2004年度,44000,大分県,17.4,105
2004100000,2004年度,45000,宮崎県,18.2,116
2004100000,2004年度,46000,鹿児島県,19.2,106
2004100000,2004年度,47000,沖縄県,23.4,113
2003100000,2003年度,1000,北海道,8.8,121
2003100000,2003年度,2000,青森県,10.2,157
2003100000,2003年度,3000,岩手県,10.2,112
2003100000,2003年度,4000,宮城県,12.1,105
2003100000,2003年度,5000,秋田県,11.8,163
2003100000,2003年度,6000,山形県,11.7,128
2003100000,2003年度,7000,福島県,12.7,106
2003100000,2003年度,8000,茨城県,13.3,112
2003100000,2003年度,9000,栃木県,13.7,116
2003100000,2003年度,10000,群馬県,14.3,115
2003100000,2003年度,11000,埼玉県,14.9,120
2003100000,2003年度,12000,千葉県,15.5,125
2003100000,2003年度,13000,東京都,16,113
2003100000,2003年度,14000,神奈川県,15.6,116
2003100000,2003年度,15000,新潟県,13.8,166
2003100000,2003年度,16000,富山県,14.1,177
2003100000,2003年度,17000,石川県,14.8,171
2003100000,2003年度,18000,福井県,14.5,179
2003100000,2003年度,19000,山梨県,14.8,107
2003100000,2003年度,20000,長野県,11.9,119
2003100000,2003年度,21000,岐阜県,15.8,125
2003100000,2003年度,22000,静岡県,16.5,134
2003100000,2003年度,23000,愛知県,15.7,115
2003100000,2003年度,24000,三重県,15.9,122
2003100000,2003年度,25000,滋賀県,14.7,142
2003100000,2003年度,26000,京都府,15.8,120
2003100000,2003年度,27000,大阪府,16.9,103
2003100000,2003年度,28000,兵庫県,16.8,109
2003100000,2003年度,29000,奈良県,14.8,125
2003100000,2003年度,30000,和歌山県,16.6,110
2003100000,2003年度,31000,鳥取県,14.9,181
2003100000,2003年度,32000,島根県,14.8,166
2003100000,2003年度,33000,岡山県,16.2,106
2003100000,2003年度,34000,広島県,16.1,117
2003100000,2003年度,35000,山口県,15.6,135
2003100000,2003年度,36000,徳島県,16.5,116
2003100000,2003年度,37000,香川県,16.5,118
2003100000,2003年度,38000,愛媛県,16.5,118
2003100000,2003年度,39000,高知県,17.3,125
2003100000,2003年度,40000,福岡県,17.2,126
2003100000,2003年度,41000,佐賀県,16.8,124
2003100000,2003年度,42000,長崎県,17.4,125
2003100000,2003年度,43000,熊本県,17.4,121
2003100000,2003年度,44000,大分県,16.6,101
2003100000,2003年度,45000,宮崎県,18,117
2003100000,2003年度,46000,鹿児島県,18.9,120
2003100000,2003年度,47000,沖縄県,23.4,101
2002100000,2002年度,1000,北海道,9.1,126
2002100000,2002年度,2000,青森県,10.5,172
2002100000,2002年度,3000,岩手県,10.2,145
2002100000,2002年度,4000,宮城県,12.7,94
2002100000,2002年度,5000,秋田県,11.8,176
2002100000,2002年度,6000,山形県,12,139
2002100000,2002年度,7000,福島県,13.3,95
2002100000,2002年度,8000,茨城県,14,93
2002100000,2002年度,9000,栃木県,14.3,98
2002100000,2002年度,10000,群馬県,14.8,108
2002100000,2002年度,11000,埼玉県,15.4,84
2002100000,2002年度,12000,千葉県,16.1,101
2002100000,2002年度,13000,東京都,16.7,94
2002100000,2002年度,14000,神奈川県,16.1,105
2002100000,2002年度,15000,新潟県,14.2,173
2002100000,2002年度,16000,富山県,14.5,186
2002100000,2002年度,17000,石川県,15.2,179
2002100000,2002年度,18000,福井県,14.8,158
2002100000,2002年度,19000,山梨県,15,72
2002100000,2002年度,20000,長野県,12.3,106
2002100000,2002年度,21000,岐阜県,16.2,112
2002100000,2002年度,22000,静岡県,16.9,109
2002100000,2002年度,23000,愛知県,16.1,90
2002100000,2002年度,24000,三重県,16.3,101
2002100000,2002年度,25000,滋賀県,15.1,123
2002100000,2002年度,26000,京都府,16.3,95
2002100000,2002年度,27000,大阪府,17.3,96
2002100000,2002年度,28000,兵庫県,17.1,85
2002100000,2002年度,29000,奈良県,15.4,109
2002100000,2002年度,30000,和歌山県,17,107
2002100000,2002年度,31000,鳥取県,15.2,157
2002100000,2002年度,32000,島根県,15.3,151
2002100000,2002年度,33000,岡山県,16.6,83
2002100000,2002年度,34000,広島県,16.5,104
2002100000,2002年度,35000,山口県,15.9,104
2002100000,2002年度,36000,徳島県,16.8,98
2002100000,2002年度,37000,香川県,16.9,92
2002100000,2002年度,38000,愛媛県,17,91
2002100000,2002年度,39000,高知県,17.2,122
2002100000,2002年度,40000,福岡県,17.3,102
2002100000,2002年度,41000,佐賀県,16.9,99
2002100000,2002年度,42000,長崎県,17.5,118
2002100000,2002年度,43000,熊本県,17.4,98
2002100000,2002年度,44000,大分県,17,83
2002100000,2002年度,45000,宮崎県,18,109
2002100000,2002年度,46000,鹿児島県,18.8,125
2002100000,2002年度,47000,沖縄県,23.2,102
2001100000,2001年度,1000,北海道,8.3,139
2001100000,2001年度,2000,青森県,9.9,161
2001100000,2001年度,3000,岩手県,9.9,113
2001100000,2001年度,4000,宮城県,12.2,107
2001100000,2001年度,5000,秋田県,11.6,177
2001100000,2001年度,6000,山形県,11.6,124
2001100000,2001年度,7000,福島県,12.8,108
2001100000,2001年度,8000,茨城県,13.7,92
2001100000,2001年度,9000,栃木県,14,96
2001100000,2001年度,10000,群馬県,14.8,99
2001100000,2001年度,11000,埼玉県,15.2,86
2001100000,2001年度,12000,千葉県,15.8,98
2001100000,2001年度,13000,東京都,16.5,93
2001100000,2001年度,14000,神奈川県,15.9,98
2001100000,2001年度,15000,新潟県,14,175
2001100000,2001年度,16000,富山県,14.3,188
2001100000,2001年度,17000,石川県,14.8,182
2001100000,2001年度,18000,福井県,14.6,178
2001100000,2001年度,19000,山梨県,14.6,87
2001100000,2001年度,20000,長野県,11.8,119
2001100000,2001年度,21000,岐阜県,16,110
2001100000,2001年度,22000,静岡県,16.6,93
2001100000,2001年度,23000,愛知県,16,91
2001100000,2001年度,24000,三重県,16.1,93
2001100000,2001年度,25000,滋賀県,14.9,123
2001100000,2001年度,26000,京都府,16.1,94
2001100000,2001年度,27000,大阪府,17.1,86
2001100000,2001年度,28000,兵庫県,16.9,83
2001100000,2001年度,29000,奈良県,15.1,101
2001100000,2001年度,30000,和歌山県,16.7,90
2001100000,2001年度,31000,鳥取県,14.9,166
2001100000,2001年度,32000,島根県,15,154
2001100000,2001年度,33000,岡山県,16.3,88
2001100000,2001年度,34000,広島県,16.3,94
2001100000,2001年度,35000,山口県,15.6,116
2001100000,2001年度,36000,徳島県,16.5,98
2001100000,2001年度,37000,香川県,16.5,96
2001100000,2001年度,38000,愛媛県,16.6,98
2001100000,2001年度,39000,高知県,17.2,102
2001100000,2001年度,40000,福岡県,17.1,113
2001100000,2001年度,41000,佐賀県,16.7,110
2001100000,2001年度,42000,長崎県,17.4,102
2001100000,2001年度,43000,熊本県,17.2,107
2001100000,2001年度,44000,大分県,16.8,99
2001100000,2001年度,45000,宮崎県,17.7,115
2001100000,2001年度,46000,鹿児島県,18.9,119
2001100000,2001年度,47000,沖縄県,23.4,128
2000100000,2000年度,1000,北海道,9,160
2000100000,2000年度,2000,青森県,10.7,177
2000100000,2000年度,3000,岩手県,10.6,134
2000100000,2000年度,4000,宮城県,12.9,94
2000100000,2000年度,5000,秋田県,12.2,176
2000100000,2000年度,6000,山形県,12.2,143
2000100000,2000年度,7000,福島県,13.5,104
2000100000,2000年度,8000,茨城県,14.2,103
2000100000,2000年度,9000,栃木県,14.3,108
2000100000,2000年度,10000,群馬県,14.9,93
2000100000,2000年度,11000,埼玉県,15.5,79
2000100000,2000年度,12000,千葉県,16.2,100
2000100000,2000年度,13000,東京都,16.9,96
2000100000,2000年度,14000,神奈川県,16.2,96
2000100000,2000年度,15000,新潟県,14.3,170
2000100000,2000年度,16000,富山県,14.6,178
2000100000,2000年度,17000,石川県,15.1,160
2000100000,2000年度,18000,福井県,14.9,159
2000100000,2000年度,19000,山梨県,15.1,91
2000100000,2000年度,20000,長野県,12.2,105
2000100000,2000年度,21000,岐阜県,16.2,111
2000100000,2000年度,22000,静岡県,16.8,104
2000100000,2000年度,23000,愛知県,16.2,90
2000100000,2000年度,24000,三重県,16.4,96
2000100000,2000年度,25000,滋賀県,15.1,130
2000100000,2000年度,26000,京都府,16.2,94
2000100000,2000年度,27000,大阪府,17.2,93
2000100000,2000年度,28000,兵庫県,17,79
2000100000,2000年度,29000,奈良県,15.1,94
2000100000,2000年度,30000,和歌山県,16.8,94
2000100000,2000年度,31000,鳥取県,15.1,152
2000100000,2000年度,32000,島根県,15.3,138
2000100000,2000年度,33000,岡山県,16.5,78
2000100000,2000年度,34000,広島県,16.5,97
2000100000,2000年度,35000,山口県,15.7,118
2000100000,2000年度,36000,徳島県,16.7,98
2000100000,2000年度,37000,香川県,16.7,95
2000100000,2000年度,38000,愛媛県,16.7,101
2000100000,2000年度,39000,高知県,17.1,104
2000100000,2000年度,40000,福岡県,17.2,102
2000100000,2000年度,41000,佐賀県,16.7,107
2000100000,2000年度,42000,長崎県,17.3,111
2000100000,2000年度,43000,熊本県,17.1,104
2000100000,2000年度,44000,大分県,16.8,99
2000100000,2000年度,45000,宮崎県,17.9,113
2000100000,2000年度,46000,鹿児島県,18.8,116
2000100000,2000年度,47000,沖縄県,23,129
1999100000,1999年度,1000,北海道,9.4,143
1999100000,1999年度,2000,青森県,10.9,165
1999100000,1999年度,3000,岩手県,10.9,137
1999100000,1999年度,4000,宮城県,13.2,97
1999100000,1999年度,5000,秋田県,12.4,182
1999100000,1999年度,6000,山形県,12.4,151
1999100000,1999年度,7000,福島県,13.8,101
1999100000,1999年度,8000,茨城県,14.5,95
1999100000,1999年度,9000,栃木県,14.5,98
1999100000,1999年度,10000,群馬県,15.2,97
1999100000,1999年度,11000,埼玉県,15.7,87
1999100000,1999年度,12000,千葉県,16.6,97
1999100000,1999年度,13000,東京都,17,94
1999100000,1999年度,14000,神奈川県,16.5,90
1999100000,1999年度,15000,新潟県,14.4,180
1999100000,1999年度,16000,富山県,14.6,183
1999100000,1999年度,17000,石川県,15.3,181
1999100000,1999年度,18000,福井県,15,177
1999100000,1999年度,19000,山梨県,15.2,82
1999100000,1999年度,20000,長野県,12.4,92
1999100000,1999年度,21000,岐阜県,16.1,110
1999100000,1999年度,22000,静岡県,17,100
1999100000,1999年度,23000,愛知県,16.2,101
1999100000,1999年度,24000,三重県,16.5,93
1999100000,1999年度,25000,滋賀県,15,128
1999100000,1999年度,26000,京都府,16.4,98
1999100000,1999年度,27000,大阪府,17.3,90
1999100000,1999年度,28000,兵庫県,16.8,94
1999100000,1999年度,29000,奈良県,15.3,94
1999100000,1999年度,30000,和歌山県,17.3,89
1999100000,1999年度,31000,鳥取県,15.2,159
1999100000,1999年度,32000,島根県,15.2,142
1999100000,1999年度,33000,岡山県,16.5,76
1999100000,1999年度,34000,広島県,16.7,102
1999100000,1999年度,35000,山口県,15.6,114
1999100000,1999年度,36000,徳島県,17,95
1999100000,1999年度,37000,香川県,16.6,94
1999100000,1999年度,38000,愛媛県,16.6,102
1999100000,1999年度,39000,高知県,17.2,118
1999100000,1999年度,40000,福岡県,17.1,117
1999100000,1999年度,41000,佐賀県,16.6,113
1999100000,1999年度,42000,長崎県,17.3,128
1999100000,1999年度,43000,熊本県,17,116
1999100000,1999年度,44000,大分県,16.6,105
1999100000,1999年度,45000,宮崎県,17.9,118
1999100000,1999年度,46000,鹿児島県,18.8,130
1999100000,1999年度,47000,沖縄県,23.5,119
1998100000,1998年度,1000,北海道,8.8,138
1998100000,1998年度,2000,青森県,10.7,156
1998100000,1998年度,3000,岩手県,10.6,126
1998100000,1998年度,4000,宮城県,12.7,109
1998100000,1998年度,5000,秋田県,12.3,162
1998100000,1998年度,6000,山形県,12.5,131
1998100000,1998年度,7000,福島県,13.6,110
1998100000,1998年度,8000,茨城県,14.1,110
1998100000,1998年度,9000,栃木県,14.3,116
1998100000,1998年度,10000,群馬県,15.3,122
1998100000,1998年度,11000,埼玉県,15.5,120
1998100000,1998年度,12000,千葉県,16.3,117
1998100000,1998年度,13000,東京都,16.7,119
1998100000,1998年度,14000,神奈川県,16.3,117
1998100000,1998年度,15000,新潟県,14.5,186
1998100000,1998年度,16000,富山県,14.9,184
1998100000,1998年度,17000,石川県,15.6,184
1998100000,1998年度,18000,福井県,15.5,173
1998100000,1998年度,19000,山梨県,15.5,113
1998100000,1998年度,20000,長野県,12.8,113
1998100000,1998年度,21000,岐阜県,16.9,125
1998100000,1998年度,22000,静岡県,17.4,135
1998100000,1998年度,23000,愛知県,16.8,121
1998100000,1998年度,24000,三重県,17.2,120
1998100000,1998年度,25000,滋賀県,15.8,130
1998100000,1998年度,26000,京都府,17.1,112
1998100000,1998年度,27000,大阪府,17.8,109
1998100000,1998年度,28000,兵庫県,17.3,108
1998100000,1998年度,29000,奈良県,16,121
1998100000,1998年度,30000,和歌山県,18,108
1998100000,1998年度,31000,鳥取県,16,163
1998100000,1998年度,32000,島根県,16,145
1998100000,1998年度,33000,岡山県,17.3,98
1998100000,1998年度,34000,広島県,17.6,106
1998100000,1998年度,35000,山口県,16.7,119
1998100000,1998年度,36000,徳島県,17.7,105
1998100000,1998年度,37000,香川県,17.5,109
1998100000,1998年度,38000,愛媛県,17.6,103
1998100000,1998年度,39000,高知県,18.2,118
1998100000,1998年度,40000,福岡県,18.1,120
1998100000,1998年度,41000,佐賀県,17.8,112
1998100000,1998年度,42000,長崎県,18.4,104
1998100000,1998年度,43000,熊本県,18.2,105
1998100000,1998年度,44000,大分県,17.4,103
1998100000,1998年度,45000,宮崎県,19.2,121
1998100000,1998年度,46000,鹿児島県,19.8,124
1998100000,1998年度,47000,沖縄県,24.4,149
1997100000,1997年度,1000,北海道,9.1,139
1997100000,1997年度,2000,青森県,10.7,166
1997100000,1997年度,3000,岩手県,10.5,124
