調査年 コード,調査年,地域 コード,地域,事業所数,事業所数（宿泊業、飲食サービス業）,農家数（販売農家）,標準財政規模,人口密度,65歳以上人口割合,第3次産業就業者比率
1985100000,1985年度,43484,熊本県 津奈木町,***,***,***,***,549.8,18.272,***
1985100000,1985年度,43501,熊本県 錦町,***,***,***,***,338.7,12.476,***
1985100000,1985年度,43505,熊本県 多良木町,***,***,***,***,408.8,14.154,***
1985100000,1985年度,43506,熊本県 湯前町,***,***,***,***,539,17.519,***
1985100000,1985年度,43507,熊本県 水上村,***,***,***,***,195.7,16.744,***
1985100000,1985年度,43510,熊本県 相良村,***,***,***,***,267,15.438,***
1985100000,1985年度,43511,熊本県 五木村,***,***,***,***,269,17.327,***
1985100000,1985年度,43512,熊本県 山江村,***,***,***,***,309.5,12.915,***
1985100000,1985年度,43513,熊本県 球磨村,***,***,***,***,279.3,15.076,***
1985100000,1985年度,43514,熊本県 あさぎり町,***,***,***,***,375.4,13.826,***
1985100000,1985年度,43531,熊本県 苓北町,***,***,***,***,462.6,16.006,***
1985100000,1985年度,44201,大分県 大分市,***,***,***,***,1710.4,8.602,***
1985100000,1985年度,44202,大分県 別府市,***,***,***,***,3655.4,12.925,***
1985100000,1985年度,44203,大分県 中津市,***,***,***,***,790.6,14.721,***
1985100000,1985年度,44204,大分県 日田市,***,***,***,***,783.7,13.739,***
1985100000,1985年度,44205,大分県 佐伯市,***,***,***,***,793.1,14.216,***
1985100000,1985年度,44206,大分県 臼杵市,***,***,***,***,602.7,14.401,***
1985100000,1985年度,44207,大分県 津久見市,***,***,***,***,992.6,12.609,***
1985100000,1985年度,44208,大分県 竹田市,***,***,***,***,229.2,18.228,***
1985100000,1985年度,44209,大分県 豊後高田市,***,***,***,***,324.5,19.599,***
1985100000,1985年度,44210,大分県 杵築市,***,***,***,***,297.6,18.491,***
1985100000,1985年度,44211,大分県 宇佐市,***,***,***,***,386.9,17.207,***
1985100000,1985年度,44212,大分県 豊後大野市,***,***,***,***,310.2,17.946,***
1985100000,1985年度,44213,大分県 由布市,***,***,***,***,532.6,14.227,***
1985100000,1985年度,44214,大分県 国東市,***,***,***,***,300.4,20.423,***
1985100000,1985年度,44322,大分県 姫島村,***,***,***,***,693.8,14.535,***
1985100000,1985年度,44341,大分県 日出町,***,***,***,***,539.7,14.501,***
1985100000,1985年度,44461,大分県 九重町,***,***,***,***,251.6,16.355,***
1985100000,1985年度,44462,大分県 玖珠町,***,***,***,***,480.6,14.557,***
1985100000,1985年度,45201,宮崎県 宮崎市,***,***,***,***,1217.4,9.382,***
1985100000,1985年度,45202,宮崎県 都城市,***,***,***,***,602.9,13.072,***
1985100000,1985年度,45203,宮崎県 延岡市,***,***,***,***,1154.9,10.994,***
1985100000,1985年度,45204,宮崎県 日南市,***,***,***,***,596,14.113,***
1985100000,1985年度,45205,宮崎県 小林市,***,***,***,***,359.4,13.37,***
1985100000,1985年度,45206,宮崎県 日向市,***,***,***,***,863.5,10.46,***
1985100000,1985年度,45207,宮崎県 串間市,***,***,***,***,401.2,16.182,***
1985100000,1985年度,45208,宮崎県 西都市,***,***,***,***,389,14.248,***
1985100000,1985年度,45209,宮崎県 えびの市,***,***,***,***,312.1,17.304,***
1985100000,1985年度,45341,宮崎県 三股町,***,***,***,***,633.9,12.665,***
1985100000,1985年度,45361,宮崎県 高原町,***,***,***,***,303.4,15.126,***
1985100000,1985年度,45382,宮崎県 国富町,***,***,***,***,401.7,13.539,***
1985100000,1985年度,45383,宮崎県 綾町,***,***,***,***,370.1,14.161,***
1985100000,1985年度,45401,宮崎県 高鍋町,***,***,***,***,673,11.377,***
1985100000,1985年度,45402,宮崎県 新富町,***,***,***,***,371.5,11.084,***
1985100000,1985年度,45403,宮崎県 西米良村,***,***,***,***,166.2,17.848,***
1985100000,1985年度,45404,宮崎県 木城町,***,***,***,***,248.1,14.998,***
1985100000,1985年度,45405,宮崎県 川南町,***,***,***,***,326.1,13.101,***
1985100000,1985年度,45406,宮崎県 都農町,***,***,***,***,352.6,14.337,***
1985100000,1985年度,45421,宮崎県 門川町,***,***,***,***,1018.9,12.217,***
1985100000,1985年度,45429,宮崎県 諸塚村,***,***,***,***,315.2,16.532,***
1985100000,1985年度,45430,宮崎県 椎葉村,***,***,***,***,195.5,15.026,***
1985100000,1985年度,45431,宮崎県 美郷町,***,***,***,***,265.3,18.559,***
1985100000,1985年度,45441,宮崎県 高千穂町,***,***,***,***,692.8,14.637,***
1985100000,1985年度,45442,宮崎県 日之影町,***,***,***,***,339.5,17.775,***
1985100000,1985年度,45443,宮崎県 五ヶ瀬町,***,***,***,***,343.3,16.959,***
1985100000,1985年度,46201,鹿児島県 鹿児島市,***,***,***,***,2327.6,9.564,***
1985100000,1985年度,46203,鹿児島県 鹿屋市,***,***,***,***,469.2,12.818,***
1985100000,1985年度,46204,鹿児島県 枕崎市,***,***,***,***,711.4,14.917,***
1985100000,1985年度,46206,鹿児島県 阿久根市,***,***,***,***,499.4,17.694,***
1985100000,1985年度,46208,鹿児島県 出水市,***,***,***,***,504.9,15.073,***
1985100000,1985年度,46210,鹿児島県 指宿市,***,***,***,***,674,16.247,***
1985100000,1985年度,46213,鹿児島県 西之表市,***,***,***,***,284.6,13.732,***
1985100000,1985年度,46214,鹿児島県 垂水市,***,***,***,***,581.4,19.01,***
1985100000,1985年度,46215,鹿児島県 薩摩川内市,***,***,***,***,467,16.453,***
1985100000,1985年度,46216,鹿児島県 日置市,***,***,***,***,490.6,19.155,***
1985100000,1985年度,46217,鹿児島県 曽於市,***,***,***,***,312,16.19,***
1985100000,1985年度,46218,鹿児島県 霧島市,***,***,***,***,554.9,14.584,***
1985100000,1985年度,46219,鹿児島県 いちき串木野市,***,***,***,***,791.4,14.827,***
1985100000,1985年度,46220,鹿児島県 南さつま市,***,***,***,***,450.5,21.785,***
1985100000,1985年度,46221,鹿児島県 志布志市,***,***,***,***,300.5,15.161,***
1985100000,1985年度,46222,鹿児島県 奄美市,***,***,***,***,1056.7,12.396,***
1985100000,1985年度,46223,鹿児島県 南九州市,***,***,***,***,288,19.59,***
1985100000,1985年度,46224,鹿児島県 伊佐市,***,***,***,***,296.6,18.931,***
1985100000,1985年度,46225,鹿児島県 姶良市,***,***,***,***,823.8,15.046,***
1985100000,1985年度,46303,鹿児島県 三島村,***,***,***,***,150,26.993,***
1985100000,1985年度,46304,鹿児島県 十島村,***,***,***,***,76.4,20.584,***
1985100000,1985年度,46392,鹿児島県 さつま町,***,***,***,***,303.2,19.505,***
1985100000,1985年度,46404,鹿児島県 長島町,***,***,***,***,302.3,15.63,***
1985100000,1985年度,46452,鹿児島県 湧水町,***,***,***,***,314.4,18.134,***
1985100000,1985年度,46468,鹿児島県 大崎町,***,***,***,***,283,14.648,***
1985100000,1985年度,46482,鹿児島県 東串良町,***,***,***,***,370.6,18.246,***
1985100000,1985年度,46490,鹿児島県 錦江町,***,***,***,***,353.9,18.654,***
1985100000,1985年度,46491,鹿児島県 南大隅町,***,***,***,***,307.2,19.2,***
1985100000,1985年度,46492,鹿児島県 肝付町,***,***,***,***,352.2,16.746,***
1985100000,1985年度,46501,鹿児島県 中種子町,***,***,***,***,159.9,15.486,***
1985100000,1985年度,46502,鹿児島県 南種子町,***,***,***,***,176.1,14.117,***
1985100000,1985年度,46505,鹿児島県 屋久島町,***,***,***,***,266.2,14.581,***
1985100000,1985年度,46523,鹿児島県 大和村,***,***,***,***,186.5,20.959,***
1985100000,1985年度,46524,鹿児島県 宇検村,***,***,***,***,250.3,23.655,***
1985100000,1985年度,46525,鹿児島県 瀬戸内町,***,***,***,***,470.7,20.213,***
1985100000,1985年度,46527,鹿児島県 龍郷町,***,***,***,***,364.3,18.324,***
1985100000,1985年度,46529,鹿児島県 喜界町,***,***,***,***,239.9,20.886,***
1985100000,1985年度,46530,鹿児島県 徳之島町,***,***,***,***,344.3,15.782,***
1985100000,1985年度,46531,鹿児島県 天城町,***,***,***,***,174.2,16.04,***
1985100000,1985年度,46532,鹿児島県 伊仙町,***,***,***,***,228.7,17.515,***
1985100000,1985年度,46533,鹿児島県 和泊町,***,***,***,***,224.9,19.045,***
1985100000,1985年度,46534,鹿児島県 知名町,***,***,***,***,177.6,18.102,***
1985100000,1985年度,46535,鹿児島県 与論町,***,***,***,***,366.4,15.633,***
1985100000,1985年度,47201,沖縄県 那覇市,***,***,***,***,8261,7.596,***
1985100000,1985年度,47205,沖縄県 宜野湾市,***,***,***,***,3966,5.715,***
1985100000,1985年度,47207,沖縄県 石垣市,***,***,***,***,344.5,9.457,***
1985100000,1985年度,47208,沖縄県 浦添市,***,***,***,***,4964.2,5.166,***
1985100000,1985年度,47209,沖縄県 名護市,***,***,***,***,854.9,10.628,***
1985100000,1985年度,47210,沖縄県 糸満市,***,***,***,***,1164.3,9.677,***
1985100000,1985年度,47211,沖縄県 沖縄市,***,***,***,***,2614.6,6.968,***
1985100000,1985年度,47212,沖縄県 豊見城市,***,***,***,***,2359.5,5.5,***
1985100000,1985年度,47213,沖縄県 うるま市,***,***,***,***,1542.8,9.342,***
1985100000,1985年度,47214,沖縄県 宮古島市,***,***,***,***,382.7,12.726,***
1985100000,1985年度,47215,沖縄県 南城市,***,***,***,***,902.9,10.18,***
1985100000,1985年度,47301,沖縄県 国頭村,***,***,***,***,249.3,18.157,***
1985100000,1985年度,47302,沖縄県 大宜味村,***,***,***,***,256.3,24.418,***
1985100000,1985年度,47303,沖縄県 東村,***,***,***,***,107.9,14.855,***
1985100000,1985年度,47306,沖縄県 今帰仁村,***,***,***,***,385.5,17.655,***
1985100000,1985年度,47308,沖縄県 本部町,***,***,***,***,484.5,16.446,***
1985100000,1985年度,47311,沖縄県 恩納村,***,***,***,***,560.2,13.123,***
1985100000,1985年度,47313,沖縄県 宜野座村,***,***,***,***,412.9,13.457,***
1985100000,1985年度,47314,沖縄県 金武町,***,***,***,***,669.2,9.915,***
1985100000,1985年度,47315,沖縄県 伊江村,***,***,***,***,291.2,15.193,***
1985100000,1985年度,47324,沖縄県 読谷村,***,***,***,***,1226.3,8.449,***
1985100000,1985年度,47325,沖縄県 嘉手納町,***,***,***,***,1200.2,8.445,***
1985100000,1985年度,47326,沖縄県 北谷町,***,***,***,***,1670.3,7.092,***
1985100000,1985年度,47327,沖縄県 北中城村,***,***,***,***,1476.8,9.584,***
1985100000,1985年度,47328,沖縄県 中城村,***,***,***,***,861.2,10.831,***
1985100000,1985年度,47329,沖縄県 西原町,***,***,***,***,1566.7,6.706,***
1985100000,1985年度,47348,沖縄県 与那原町,***,***,***,***,4070.6,7.595,***
1985100000,1985年度,47350,沖縄県 南風原町,***,***,***,***,2681.4,5.847,***
1985100000,1985年度,47353,沖縄県 渡嘉敷村,***,***,***,***,433.2,20.383,***
1985100000,1985年度,47354,沖縄県 座間味村,***,***,***,***,316,26.108,***
1985100000,1985年度,47355,沖縄県 粟国村,***,***,***,***,191.4,31.505,***
1985100000,1985年度,47356,沖縄県 渡名喜村,***,***,***,***,678.2,31.947,***
1985100000,1985年度,47357,沖縄県 南大東村,***,***,***,***,65,7.912,***
1985100000,1985年度,47358,沖縄県 北大東村,***,***,***,***,62,6.164,***
1985100000,1985年度,47359,沖縄県 伊平屋村,***,***,***,***,202.8,20.489,***
1985100000,1985年度,47360,沖縄県 伊是名村,***,***,***,***,231,20.669,***
1985100000,1985年度,47361,沖縄県 久米島町,***,***,***,***,271.9,14.954,***
1985100000,1985年度,47362,沖縄県 八重瀬町,***,***,***,***,801.5,10.438,***
1985100000,1985年度,47375,沖縄県 多良間村,***,***,***,***,108.7,15.809,***
1985100000,1985年度,47381,沖縄県 竹富町,***,***,***,***,88.8,17.768,***
1985100000,1985年度,47382,沖縄県 与那国町,***,***,***,***,191.8,10.954,***
1981100000,1981年度,1100,北海道 札幌市,***,***,***,***,***,***,***
1981100000,1981年度,1101,北海道 札幌市 中央区,***,***,***,***,***,***,***
1981100000,1981年度,1102,北海道 札幌市 北区,***,***,***,***,***,***,***
1981100000,1981年度,1103,北海道 札幌市 東区,***,***,***,***,***,***,***
1981100000,1981年度,1104,北海道 札幌市 白石区,***,***,***,***,***,***,***
1981100000,1981年度,1105,北海道 札幌市 豊平区,***,***,***,***,***,***,***
1981100000,1981年度,1106,北海道 札幌市 南区,***,***,***,***,***,***,***
1981100000,1981年度,1107,北海道 札幌市 西区,***,***,***,***,***,***,***
1981100000,1981年度,1108,北海道 札幌市 厚別区,***,***,***,***,***,***,***
1981100000,1981年度,1109,北海道 札幌市 手稲区,***,***,***,***,***,***,***
1981100000,1981年度,1110,北海道 札幌市 清田区,***,***,***,***,***,***,***
1981100000,1981年度,1202,北海道 函館市,***,***,***,***,***,***,***
1981100000,1981年度,1203,北海道 小樽市,***,***,***,***,***,***,***
1981100000,1981年度,1204,北海道 旭川市,***,***,***,***,***,***,***
1981100000,1981年度,1205,北海道 室蘭市,***,***,***,***,***,***,***
1981100000,1981年度,1206,北海道 釧路市,***,***,***,***,***,***,***
1981100000,1981年度,1207,北海道 帯広市,***,***,***,***,***,***,***
1981100000,1981年度,1208,北海道 北見市,***,***,***,***,***,***,***
1981100000,1981年度,1209,北海道 夕張市,***,***,***,***,***,***,***
1981100000,1981年度,1210,北海道 岩見沢市,***,***,***,***,***,***,***
1981100000,1981年度,1211,北海道 網走市,***,***,***,***,***,***,***
1981100000,1981年度,1212,北海道 留萌市,***,***,***,***,***,***,***
1981100000,1981年度,1213,北海道 苫小牧市,***,***,***,***,***,***,***
1981100000,1981年度,1214,北海道 稚内市,***,***,***,***,***,***,***
1981100000,1981年度,1215,北海道 美唄市,***,***,***,***,***,***,***
1981100000,1981年度,1216,北海道 芦別市,***,***,***,***,***,***,***
1981100000,1981年度,1217,北海道 江別市,***,***,***,***,***,***,***
1981100000,1981年度,1218,北海道 赤平市,***,***,***,***,***,***,***
1981100000,1981年度,1219,北海道 紋別市,***,***,***,***,***,***,***
1981100000,1981年度,1220,北海道 士別市,***,***,***,***,***,***,***
1981100000,1981年度,1221,北海道 名寄市,***,***,***,***,***,***,***
1981100000,1981年度,1222,北海道 三笠市,***,***,***,***,***,***,***
1981100000,1981年度,1223,北海道 根室市,***,***,***,***,***,***,***
1981100000,1981年度,1224,北海道 千歳市,***,***,***,***,***,***,***
1981100000,1981年度,1225,北海道 滝川市,***,***,***,***,***,***,***
1981100000,1981年度,1226,北海道 砂川市,***,***,***,***,***,***,***
1981100000,1981年度,1227,北海道 歌志内市,***,***,***,***,***,***,***
1981100000,1981年度,1228,北海道 深川市,***,***,***,***,***,***,***
1981100000,1981年度,1229,北海道 富良野市,***,***,***,***,***,***,***
1981100000,1981年度,1230,北海道 登別市,***,***,***,***,***,***,***
1981100000,1981年度,1231,北海道 恵庭市,***,***,***,***,***,***,***
1981100000,1981年度,1233,北海道 伊達市,***,***,***,***,***,***,***
1981100000,1981年度,1234,北海道 北広島市,***,***,***,***,***,***,***
1981100000,1981年度,1235,北海道 石狩市,***,***,***,***,***,***,***
1981100000,1981年度,1236,北海道 北斗市,***,***,***,***,***,***,***
1981100000,1981年度,1303,北海道 当別町,***,***,***,***,***,***,***
1981100000,1981年度,1304,北海道 新篠津村,***,***,***,***,***,***,***
1981100000,1981年度,1331,北海道 松前町,***,***,***,***,***,***,***
1981100000,1981年度,1332,北海道 福島町,***,***,***,***,***,***,***
1981100000,1981年度,1333,北海道 知内町,***,***,***,***,***,***,***
1981100000,1981年度,1334,北海道 木古内町,***,***,***,***,***,***,***
1981100000,1981年度,1337,北海道 七飯町,***,***,***,***,***,***,***
1981100000,1981年度,1343,北海道 鹿部町,***,***,***,***,***,***,***
1981100000,1981年度,1345,北海道 森町,***,***,***,***,***,***,***
1981100000,1981年度,1346,北海道 八雲町,***,***,***,***,***,***,***
1981100000,1981年度,1347,北海道 長万部町,***,***,***,***,***,***,***
1981100000,1981年度,1361,北海道 江差町,***,***,***,***,***,***,***
1981100000,1981年度,1362,北海道 上ノ国町,***,***,***,***,***,***,***
1981100000,1981年度,1363,北海道 厚沢部町,***,***,***,***,***,***,***
1981100000,1981年度,1364,北海道 乙部町,***,***,***,***,***,***,***
1981100000,1981年度,1367,北海道 奥尻町,***,***,***,***,***,***,***
1981100000,1981年度,1370,北海道 今金町,***,***,***,***,***,***,***
1981100000,1981年度,1371,北海道 せたな町,***,***,***,***,***,***,***
1981100000,1981年度,1391,北海道 島牧村,***,***,***,***,***,***,***
1981100000,1981年度,1392,北海道 寿都町,***,***,***,***,***,***,***
1981100000,1981年度,1393,北海道 黒松内町,***,***,***,***,***,***,***
1981100000,1981年度,1394,北海道 蘭越町,***,***,***,***,***,***,***
1981100000,1981年度,1395,北海道 ニセコ町,***,***,***,***,***,***,***
1981100000,1981年度,1396,北海道 真狩村,***,***,***,***,***,***,***
1981100000,1981年度,1397,北海道 留寿都村,***,***,***,***,***,***,***
1981100000,1981年度,1398,北海道 喜茂別町,***,***,***,***,***,***,***
1981100000,1981年度,1399,北海道 京極町,***,***,***,***,***,***,***
1981100000,1981年度,1400,北海道 倶知安町,***,***,***,***,***,***,***
1981100000,1981年度,1401,北海道 共和町,***,***,***,***,***,***,***
1981100000,1981年度,1402,北海道 岩内町,***,***,***,***,***,***,***
1981100000,1981年度,1403,北海道 泊村,***,***,***,***,***,***,***
1981100000,1981年度,1404,北海道 神恵内村,***,***,***,***,***,***,***
1981100000,1981年度,1405,北海道 積丹町,***,***,***,***,***,***,***
1981100000,1981年度,1406,北海道 古平町,***,***,***,***,***,***,***
1981100000,1981年度,1407,北海道 仁木町,***,***,***,***,***,***,***
1981100000,1981年度,1408,北海道 余市町,***,***,***,***,***,***,***
1981100000,1981年度,1409,北海道 赤井川村,***,***,***,***,***,***,***
1981100000,1981年度,1423,北海道 南幌町,***,***,***,***,***,***,***
1981100000,1981年度,1424,北海道 奈井江町,***,***,***,***,***,***,***
1981100000,1981年度,1425,北海道 上砂川町,***,***,***,***,***,***,***
1981100000,1981年度,1427,北海道 由仁町,***,***,***,***,***,***,***
1981100000,1981年度,1428,北海道 長沼町,***,***,***,***,***,***,***
1981100000,1981年度,1429,北海道 栗山町,***,***,***,***,***,***,***
1981100000,1981年度,1430,北海道 月形町,***,***,***,***,***,***,***
1981100000,1981年度,1431,北海道 浦臼町,***,***,***,***,***,***,***
1981100000,1981年度,1432,北海道 新十津川町,***,***,***,***,***,***,***
1981100000,1981年度,1433,北海道 妹背牛町,***,***,***,***,***,***,***
1981100000,1981年度,1434,北海道 秩父別町,***,***,***,***,***,***,***
1981100000,1981年度,1436,北海道 雨竜町,***,***,***,***,***,***,***
1981100000,1981年度,1437,北海道 北竜町,***,***,***,***,***,***,***
1981100000,1981年度,1438,北海道 沼田町,***,***,***,***,***,***,***
1981100000,1981年度,1452,北海道 鷹栖町,***,***,***,***,***,***,***
1981100000,1981年度,1453,北海道 東神楽町,***,***,***,***,***,***,***
1981100000,1981年度,1454,北海道 当麻町,***,***,***,***,***,***,***
1981100000,1981年度,1455,北海道 比布町,***,***,***,***,***,***,***
1981100000,1981年度,1456,北海道 愛別町,***,***,***,***,***,***,***
1981100000,1981年度,1457,北海道 上川町,***,***,***,***,***,***,***
1981100000,1981年度,1458,北海道 東川町,***,***,***,***,***,***,***
1981100000,1981年度,1459,北海道 美瑛町,***,***,***,***,***,***,***
1981100000,1981年度,1460,北海道 上富良野町,***,***,***,***,***,***,***
1981100000,1981年度,1461,北海道 中富良野町,***,***,***,***,***,***,***
1981100000,1981年度,1462,北海道 南富良野町,***,***,***,***,***,***,***
1981100000,1981年度,1463,北海道 占冠村,***,***,***,***,***,***,***
1981100000,1981年度,1464,北海道 和寒町,***,***,***,***,***,***,***
1981100000,1981年度,1465,北海道 剣淵町,***,***,***,***,***,***,***
1981100000,1981年度,1468,北海道 下川町,***,***,***,***,***,***,***
1981100000,1981年度,1469,北海道 美深町,***,***,***,***,***,***,***
1981100000,1981年度,1470,北海道 音威子府村,***,***,***,***,***,***,***
1981100000,1981年度,1471,北海道 中川町,***,***,***,***,***,***,***
1981100000,1981年度,1472,北海道 幌加内町,***,***,***,***,***,***,***
1981100000,1981年度,1481,北海道 増毛町,***,***,***,***,***,***,***
1981100000,1981年度,1482,北海道 小平町,***,***,***,***,***,***,***
1981100000,1981年度,1483,北海道 苫前町,***,***,***,***,***,***,***
1981100000,1981年度,1484,北海道 羽幌町,***,***,***,***,***,***,***
1981100000,1981年度,1485,北海道 初山別村,***,***,***,***,***,***,***
1981100000,1981年度,1486,北海道 遠別町,***,***,***,***,***,***,***
1981100000,1981年度,1487,北海道 天塩町,***,***,***,***,***,***,***
1981100000,1981年度,1511,北海道 猿払村,***,***,***,***,***,***,***
1981100000,1981年度,1512,北海道 浜頓別町,***,***,***,***,***,***,***
1981100000,1981年度,1513,北海道 中頓別町,***,***,***,***,***,***,***
1981100000,1981年度,1514,北海道 枝幸町,***,***,***,***,***,***,***
1981100000,1981年度,1516,北海道 豊富町,***,***,***,***,***,***,***
1981100000,1981年度,1517,北海道 礼文町,***,***,***,***,***,***,***
1981100000,1981年度,1518,北海道 利尻町,***,***,***,***,***,***,***
1981100000,1981年度,1519,北海道 利尻富士町,***,***,***,***,***,***,***
1981100000,1981年度,1520,北海道 幌延町,***,***,***,***,***,***,***
1981100000,1981年度,1543,北海道 美幌町,***,***,***,***,***,***,***
1981100000,1981年度,1544,北海道 津別町,***,***,***,***,***,***,***
1981100000,1981年度,1545,北海道 斜里町,***,***,***,***,***,***,***
1981100000,1981年度,1546,北海道 清里町,***,***,***,***,***,***,***
1981100000,1981年度,1547,北海道 小清水町,***,***,***,***,***,***,***
1981100000,1981年度,1549,北海道 訓子府町,***,***,***,***,***,***,***
1981100000,1981年度,1550,北海道 置戸町,***,***,***,***,***,***,***
1981100000,1981年度,1552,北海道 佐呂間町,***,***,***,***,***,***,***
1981100000,1981年度,1555,北海道 遠軽町,***,***,***,***,***,***,***
1981100000,1981年度,1559,北海道 湧別町,***,***,***,***,***,***,***
1981100000,1981年度,1560,北海道 滝上町,***,***,***,***,***,***,***
1981100000,1981年度,1561,北海道 興部町,***,***,***,***,***,***,***
1981100000,1981年度,1562,北海道 西興部村,***,***,***,***,***,***,***
1981100000,1981年度,1563,北海道 雄武町,***,***,***,***,***,***,***
1981100000,1981年度,1564,北海道 大空町,***,***,***,***,***,***,***
1981100000,1981年度,1571,北海道 豊浦町,***,***,***,***,***,***,***
1981100000,1981年度,1575,北海道 壮瞥町,***,***,***,***,***,***,***
1981100000,1981年度,1578,北海道 白老町,***,***,***,***,***,***,***
1981100000,1981年度,1581,北海道 厚真町,***,***,***,***,***,***,***
1981100000,1981年度,1584,北海道 洞爺湖町,***,***,***,***,***,***,***
1981100000,1981年度,1585,北海道 安平町,***,***,***,***,***,***,***
1981100000,1981年度,1586,北海道 むかわ町,***,***,***,***,***,***,***
1981100000,1981年度,1601,北海道 日高町,***,***,***,***,***,***,***
1981100000,1981年度,1602,北海道 平取町,***,***,***,***,***,***,***
1981100000,1981年度,1604,北海道 新冠町,***,***,***,***,***,***,***
1981100000,1981年度,1607,北海道 浦河町,***,***,***,***,***,***,***
1981100000,1981年度,1608,北海道 様似町,***,***,***,***,***,***,***
1981100000,1981年度,1609,北海道 えりも町,***,***,***,***,***,***,***
1981100000,1981年度,1610,北海道 新ひだか町,***,***,***,***,***,***,***
1981100000,1981年度,1631,北海道 音更町,***,***,***,***,***,***,***
1981100000,1981年度,1632,北海道 士幌町,***,***,***,***,***,***,***
1981100000,1981年度,1633,北海道 上士幌町,***,***,***,***,***,***,***
1981100000,1981年度,1634,北海道 鹿追町,***,***,***,***,***,***,***
1981100000,1981年度,1635,北海道 新得町,***,***,***,***,***,***,***
1981100000,1981年度,1636,北海道 清水町,***,***,***,***,***,***,***
1981100000,1981年度,1637,北海道 芽室町,***,***,***,***,***,***,***
1981100000,1981年度,1638,北海道 中札内村,***,***,***,***,***,***,***
1981100000,1981年度,1639,北海道 更別村,***,***,***,***,***,***,***
1981100000,1981年度,1641,北海道 大樹町,***,***,***,***,***,***,***
1981100000,1981年度,1642,北海道 広尾町,***,***,***,***,***,***,***
1981100000,1981年度,1643,北海道 幕別町,***,***,***,***,***,***,***
1981100000,1981年度,1644,北海道 池田町,***,***,***,***,***,***,***
1981100000,1981年度,1645,北海道 豊頃町,***,***,***,***,***,***,***
1981100000,1981年度,1646,北海道 本別町,***,***,***,***,***,***,***
1981100000,1981年度,1647,北海道 足寄町,***,***,***,***,***,***,***
1981100000,1981年度,1648,北海道 陸別町,***,***,***,***,***,***,***
1981100000,1981年度,1649,北海道 浦幌町,***,***,***,***,***,***,***
1981100000,1981年度,1661,北海道 釧路町,***,***,***,***,***,***,***
1981100000,1981年度,1662,北海道 厚岸町,***,***,***,***,***,***,***
1981100000,1981年度,1663,北海道 浜中町,***,***,***,***,***,***,***
1981100000,1981年度,1664,北海道 標茶町,***,***,***,***,***,***,***
1981100000,1981年度,1665,北海道 弟子屈町,***,***,***,***,***,***,***
1981100000,1981年度,1667,北海道 鶴居村,***,***,***,***,***,***,***
1981100000,1981年度,1668,北海道 白糠町,***,***,***,***,***,***,***
1981100000,1981年度,1691,北海道 別海町,***,***,***,***,***,***,***
1981100000,1981年度,1692,北海道 中標津町,***,***,***,***,***,***,***
1981100000,1981年度,1693,北海道 標津町,***,***,***,***,***,***,***
1981100000,1981年度,1694,北海道 羅臼町,***,***,***,***,***,***,***
1981100000,1981年度,2201,青森県 青森市,***,***,***,***,***,***,***
1981100000,1981年度,2202,青森県 弘前市,***,***,***,***,***,***,***
1981100000,1981年度,2203,青森県 八戸市,***,***,***,***,***,***,***
1981100000,1981年度,2204,青森県 黒石市,***,***,***,***,***,***,***
1981100000,1981年度,2205,青森県 五所川原市,***,***,***,***,***,***,***
1981100000,1981年度,2206,青森県 十和田市,***,***,***,***,***,***,***
1981100000,1981年度,2207,青森県 三沢市,***,***,***,***,***,***,***
1981100000,1981年度,2208,青森県 むつ市,***,***,***,***,***,***,***
1981100000,1981年度,2209,青森県 つがる市,***,***,***,***,***,***,***
1981100000,1981年度,2210,青森県 平川市,***,***,***,***,***,***,***
1981100000,1981年度,2301,青森県 平内町,***,***,***,***,***,***,***
1981100000,1981年度,2303,青森県 今別町,***,***,***,***,***,***,***
1981100000,1981年度,2304,青森県 蓬田村,***,***,***,***,***,***,***
1981100000,1981年度,2307,青森県 外ヶ浜町,***,***,***,***,***,***,***
1981100000,1981年度,2321,青森県 鰺ヶ沢町,***,***,***,***,***,***,***
1981100000,1981年度,2323,青森県 深浦町,***,***,***,***,***,***,***
1981100000,1981年度,2343,青森県 西目屋村,***,***,***,***,***,***,***
1981100000,1981年度,2361,青森県 藤崎町,***,***,***,***,***,***,***
1981100000,1981年度,2362,青森県 大鰐町,***,***,***,***,***,***,***
1981100000,1981年度,2367,青森県 田舎館村,***,***,***,***,***,***,***
1981100000,1981年度,2381,青森県 板柳町,***,***,***,***,***,***,***
1981100000,1981年度,2384,青森県 鶴田町,***,***,***,***,***,***,***
1981100000,1981年度,2387,青森県 中泊町,***,***,***,***,***,***,***
1981100000,1981年度,2401,青森県 野辺地町,***,***,***,***,***,***,***
1981100000,1981年度,2402,青森県 七戸町,***,***,***,***,***,***,***
1981100000,1981年度,2405,青森県 六戸町,***,***,***,***,***,***,***
1981100000,1981年度,2406,青森県 横浜町,***,***,***,***,***,***,***
1981100000,1981年度,2408,青森県 東北町,***,***,***,***,***,***,***
1981100000,1981年度,2411,青森県 六ヶ所村,***,***,***,***,***,***,***
1981100000,1981年度,2412,青森県 おいらせ町,***,***,***,***,***,***,***
1981100000,1981年度,2423,青森県 大間町,***,***,***,***,***,***,***
1981100000,1981年度,2424,青森県 東通村,***,***,***,***,***,***,***
1981100000,1981年度,2425,青森県 風間浦村,***,***,***,***,***,***,***
