調査年 コード,調査年,地域 コード,地域,事業所数,事業所数（宿泊業、飲食サービス業）,農家数（販売農家）,標準財政規模,人口密度,65歳以上人口割合,第3次産業就業者比率
2015100000,2015年度,17210,石川県 白山市,***,***,***,***,550.3,25.543,63.38
2015100000,2015年度,17211,石川県 能美市,***,***,***,***,1007.9,24.515,56.24
2015100000,2015年度,17212,石川県 野々市市,***,***,***,***,4063.3,17.83,67.71
2015100000,2015年度,17324,石川県 川北町,***,***,***,***,433.5,20.671,58.93
2015100000,2015年度,17361,石川県 津幡町,***,***,***,***,681.1,22.035,66.92
2015100000,2015年度,17365,石川県 内灘町,***,***,***,***,1628.7,23.845,69.76
2015100000,2015年度,17384,石川県 志賀町,***,***,***,***,241.1,40.216,58.01
2015100000,2015年度,17386,石川県 宝達志水町,***,***,***,***,328.9,35.593,58.06
2015100000,2015年度,17407,石川県 中能登町,***,***,***,***,458.5,34.341,58.97
2015100000,2015年度,17461,石川県 穴水町,***,***,***,***,181.8,45.425,67.04
2015100000,2015年度,17463,石川県 能登町,***,***,***,***,258.5,45.674,60.78
2015100000,2015年度,18201,福井県 福井市,***,***,***,***,1219.9,27.258,69.58
2015100000,2015年度,18202,福井県 敦賀市,***,***,***,***,1273.6,26.558,69.95
2015100000,2015年度,18204,福井県 小浜市,***,***,***,***,703.7,30.822,66.87
2015100000,2015年度,18205,福井県 大野市,***,***,***,***,255,33.988,59.51
2015100000,2015年度,18206,福井県 勝山市,***,***,***,***,467.6,33.927,57.68
2015100000,2015年度,18207,福井県 鯖江市,***,***,***,***,1284.5,26.084,56.48
2015100000,2015年度,18208,福井県 あわら市,***,***,***,***,408.5,30.875,61.76
2015100000,2015年度,18209,福井県 越前市,***,***,***,***,923.8,27.58,53.52
2015100000,2015年度,18210,福井県 坂井市,***,***,***,***,663.7,26.13,61.58
2015100000,2015年度,18322,福井県 永平寺町,***,***,***,***,777,27.224,67.83
2015100000,2015年度,18382,福井県 池田町,***,***,***,***,162.8,43.177,53.58
2015100000,2015年度,18404,福井県 南越前町,***,***,***,***,345.5,33.753,57.91
2015100000,2015年度,18423,福井県 越前町,***,***,***,***,546.2,31.349,56.28
2015100000,2015年度,18442,福井県 美浜町,***,***,***,***,386.5,33.367,70.94
2015100000,2015年度,18481,福井県 高浜町,***,***,***,***,556.5,29.936,65.17
2015100000,2015年度,18483,福井県 おおい町,***,***,***,***,328.8,29.477,66.87
2015100000,2015年度,18501,福井県 若狭町,***,***,***,***,300,33.65,64.1
2015100000,2015年度,19201,山梨県 甲府市,***,***,***,***,2524.2,27.523,71.19
2015100000,2015年度,19202,山梨県 富士吉田市,***,***,***,***,2716.4,26.519,60.43
2015100000,2015年度,19204,山梨県 都留市,***,***,***,***,1257.4,25.411,60.6
2015100000,2015年度,19205,山梨県 山梨市,***,***,***,***,663.7,31.231,61.19
2015100000,2015年度,19206,山梨県 大月市,***,***,***,***,686.4,34.726,64.8
2015100000,2015年度,19207,山梨県 韮崎市,***,***,***,***,600.4,27.239,55.02
2015100000,2015年度,19208,山梨県 南アルプス市,***,***,***,***,999.7,24.993,56.74
2015100000,2015年度,19209,山梨県 北杜市,***,***,***,***,314.7,36.481,57.85
2015100000,2015年度,19210,山梨県 甲斐市,***,***,***,***,1839.9,23.507,65.39
2015100000,2015年度,19211,山梨県 笛吹市,***,***,***,***,832.1,28.093,59.82
2015100000,2015年度,19212,山梨県 上野原市,***,***,***,***,805.6,31.578,65.15
2015100000,2015年度,19213,山梨県 甲州市,***,***,***,***,601.1,33.16,56.47
2015100000,2015年度,19214,山梨県 中央市,***,***,***,***,1189.3,22.513,58.72
2015100000,2015年度,19346,山梨県 市川三郷町,***,***,***,***,583.1,35.622,60.85
2015100000,2015年度,19364,山梨県 早川町,***,***,***,***,67.9,47.753,74.27
2015100000,2015年度,19365,山梨県 身延町,***,***,***,***,216.4,42.892,64.03
2015100000,2015年度,19366,山梨県 南部町,***,***,***,***,318.7,38.354,57.55
2015100000,2015年度,19368,山梨県 富士川町,***,***,***,***,761.7,32.169,63
2015100000,2015年度,19384,山梨県 昭和町,***,***,***,***,2148.1,18.995,66.52
2015100000,2015年度,19422,山梨県 道志村,***,***,***,***,349.3,32.989,52.44
2015100000,2015年度,19423,山梨県 西桂町,***,***,***,***,1387.2,26.002,56.04
2015100000,2015年度,19424,山梨県 忍野村,***,***,***,***,777.8,17.484,46.1
2015100000,2015年度,19425,山梨県 山中湖村,***,***,***,***,360.9,29.071,76.1
2015100000,2015年度,19429,山梨県 鳴沢村,***,***,***,***,244,29.202,59.86
2015100000,2015年度,19430,山梨県 富士河口湖町,***,***,***,***,702.6,24.079,68.18
2015100000,2015年度,19442,山梨県 小菅村,***,***,***,***,210.4,45.179,64.08
2015100000,2015年度,19443,山梨県 丹波山村,***,***,***,***,218.2,46.892,72.33
2015100000,2015年度,20201,長野県 長野市,***,***,***,***,1167.6,28.074,68.3
2015100000,2015年度,20202,長野県 松本市,***,***,***,***,1000.9,26.309,67.49
2015100000,2015年度,20203,長野県 上田市,***,***,***,***,1023.5,29.131,58.38
2015100000,2015年度,20204,長野県 岡谷市,***,***,***,***,2204.4,32.279,56.06
2015100000,2015年度,20205,長野県 飯田市,***,***,***,***,805,30.958,57.37
2015100000,2015年度,20206,長野県 諏訪市,***,***,***,***,1596.8,29.005,61.13
2015100000,2015年度,20207,長野県 須坂市,***,***,***,***,1029.5,30.299,57.76
2015100000,2015年度,20208,長野県 小諸市,***,***,***,***,678.5,30.243,58.22
2015100000,2015年度,20209,長野県 伊那市,***,***,***,***,471.7,29.912,55.05
2015100000,2015年度,20210,長野県 駒ヶ根市,***,***,***,***,709.2,29.195,52.95
2015100000,2015年度,20211,長野県 中野市,***,***,***,***,651.5,29.402,52.52
2015100000,2015年度,20212,長野県 大町市,***,***,***,***,182.4,34.828,60.73
2015100000,2015年度,20213,長野県 飯山市,***,***,***,***,260.2,34.639,58.08
2015100000,2015年度,20214,長野県 茅野市,***,***,***,***,761.5,28.273,56.27
2015100000,2015年度,20215,長野県 塩尻市,***,***,***,***,935.2,27.114,58.57
2015100000,2015年度,20217,長野県 佐久市,***,***,***,***,622.4,28.687,60.42
2015100000,2015年度,20218,長野県 千曲市,***,***,***,***,1190.2,31.364,58.94
2015100000,2015年度,20219,長野県 東御市,***,***,***,***,508.5,28.914,55.16
2015100000,2015年度,20220,長野県 安曇野市,***,***,***,***,687.6,29.83,60.94
2015100000,2015年度,20303,長野県 小海町,***,***,***,***,220.4,39.062,55.41
2015100000,2015年度,20304,長野県 川上村,***,***,***,***,144.8,24.984,19.74
2015100000,2015年度,20305,長野県 南牧村,***,***,***,***,122.5,28.198,34.47
2015100000,2015年度,20306,長野県 南相木村,***,***,***,***,122.9,41.493,45.22
2015100000,2015年度,20307,長野県 北相木村,***,***,***,***,157.3,39.276,45.64
2015100000,2015年度,20309,長野県 佐久穂町,***,***,***,***,296.3,35.321,55.13
2015100000,2015年度,20321,長野県 軽井沢町,***,***,***,***,498.8,29.536,79.69
2015100000,2015年度,20323,長野県 御代田町,***,***,***,***,598.5,25.514,59.04
2015100000,2015年度,20324,長野県 立科町,***,***,***,***,255.6,33.586,55.31
2015100000,2015年度,20349,長野県 青木村,***,***,***,***,398.8,36.795,52.06
2015100000,2015年度,20350,長野県 長和町,***,***,***,***,264.7,38.015,58.85
2015100000,2015年度,20361,長野県 下諏訪町,***,***,***,***,2420.6,35.887,60.26
2015100000,2015年度,20362,長野県 富士見町,***,***,***,***,332.3,33.609,52.78
2015100000,2015年度,20363,長野県 原村,***,***,***,***,321.3,32.355,48.41
2015100000,2015年度,20382,長野県 辰野町,***,***,***,***,770.5,34.456,50.02
2015100000,2015年度,20383,長野県 箕輪町,***,***,***,***,812.9,27.301,45.99
2015100000,2015年度,20384,長野県 飯島町,***,***,***,***,324.4,33.578,44.87
2015100000,2015年度,20385,長野県 南箕輪村,***,***,***,***,854.4,22.419,53.48
2015100000,2015年度,20386,長野県 中川村,***,***,***,***,250.5,33.361,45.21
2015100000,2015年度,20388,長野県 宮田村,***,***,***,***,589.2,28.081,49.76
2015100000,2015年度,20402,長野県 松川町,***,***,***,***,525.2,32.035,45.72
2015100000,2015年度,20403,長野県 高森町,***,***,***,***,653.3,30.352,52.36
2015100000,2015年度,20404,長野県 阿南町,***,***,***,***,265.5,42.181,56.47
2015100000,2015年度,20407,長野県 阿智村,***,***,***,***,296.9,34.017,56.78
2015100000,2015年度,20409,長野県 平谷村,***,***,***,***,153.7,37.81,68.08
2015100000,2015年度,20410,長野県 根羽村,***,***,***,***,117.9,49.278,52.22
2015100000,2015年度,20411,長野県 下條村,***,***,***,***,322.5,31.966,46.7
2015100000,2015年度,20412,長野県 売木村,***,***,***,***,101.2,45.043,57.58
2015100000,2015年度,20413,長野県 天龍村,***,***,***,***,193.1,59.048,54.16
2015100000,2015年度,20414,長野県 泰阜村,***,***,***,***,197,39.953,51.4
2015100000,2015年度,20415,長野県 喬木村,***,***,***,***,448.5,33.011,52.2
2015100000,2015年度,20416,長野県 豊丘村,***,***,***,***,407.7,31.766,46
2015100000,2015年度,20417,長野県 大鹿村,***,***,***,***,40,50.831,49.25
2015100000,2015年度,20422,長野県 上松町,***,***,***,***,277.2,39.358,61.57
2015100000,2015年度,20423,長野県 南木曽町,***,***,***,***,180.7,40.645,55.25
2015100000,2015年度,20425,長野県 木祖村,***,***,***,***,223.4,39.713,59.51
2015100000,2015年度,20429,長野県 王滝村,***,***,***,***,23.8,38.975,73.41
2015100000,2015年度,20430,長野県 大桑村,***,***,***,***,118.7,40.235,46.47
2015100000,2015年度,20432,長野県 木曽町,***,***,***,***,205.6,38.779,69.02
2015100000,2015年度,20446,長野県 麻績村,***,***,***,***,257.7,43.4,56.82
2015100000,2015年度,20448,長野県 生坂村,***,***,***,***,198.2,40.098,55.54
2015100000,2015年度,20450,長野県 山形村,***,***,***,***,690.9,26.849,53.94
2015100000,2015年度,20451,長野県 朝日村,***,***,***,***,481.3,30.099,50.08
2015100000,2015年度,20452,長野県 筑北村,***,***,***,***,299.4,41.882,54.85
2015100000,2015年度,20481,長野県 池田町,***,***,***,***,534.8,36.45,61.73
2015100000,2015年度,20482,長野県 松川村,***,***,***,***,466.6,32.117,56.15
2015100000,2015年度,20485,長野県 白馬村,***,***,***,***,156.7,29.399,77.75
2015100000,2015年度,20486,長野県 小谷村,***,***,***,***,77.7,37.638,67.92
2015100000,2015年度,20521,長野県 坂城町,***,***,***,***,834.5,33.118,47.78
2015100000,2015年度,20541,長野県 小布施町,***,***,***,***,646.6,32.798,52.4
2015100000,2015年度,20543,長野県 高山村,***,***,***,***,511.5,32.177,48.94
2015100000,2015年度,20561,長野県 山ノ内町,***,***,***,***,449.3,38.024,57.71
2015100000,2015年度,20562,長野県 木島平村,***,***,***,***,282.5,35.659,51.71
2015100000,2015年度,20563,長野県 野沢温泉村,***,***,***,***,333.9,35.729,69.59
2015100000,2015年度,20583,長野県 信濃町,***,***,***,***,231,38.907,57.67
2015100000,2015年度,20588,長野県 小川村,***,***,***,***,159.2,45.516,51.89
2015100000,2015年度,20590,長野県 飯綱町,***,***,***,***,322.7,35.931,51.48
2015100000,2015年度,20602,長野県 栄村,***,***,***,***,56.1,50.333,49.71
2015100000,2015年度,21201,岐阜県 岐阜市,***,***,***,***,2827.7,27.165,69.64
2015100000,2015年度,21202,岐阜県 大垣市,***,***,***,***,1634.1,25.948,62.69
2015100000,2015年度,21203,岐阜県 高山市,***,***,***,***,332.8,30.892,65.45
2015100000,2015年度,21204,岐阜県 多治見市,***,***,***,***,2371.5,27.823,66.45
2015100000,2015年度,21205,岐阜県 関市,***,***,***,***,1000.1,27.309,54.64
2015100000,2015年度,21206,岐阜県 中津川市,***,***,***,***,534,30.91,52.06
2015100000,2015年度,21207,岐阜県 美濃市,***,***,***,***,839.1,31.83,49.07
2015100000,2015年度,21208,岐阜県 瑞浪市,***,***,***,***,738.7,29.445,64.65
2015100000,2015年度,21209,岐阜県 羽島市,***,***,***,***,1254.9,25.156,60.65
2015100000,2015年度,21210,岐阜県 恵那市,***,***,***,***,442.6,32.542,58.14
2015100000,2015年度,21211,岐阜県 美濃加茂市,***,***,***,***,1230.5,22.297,54.53
2015100000,2015年度,21212,岐阜県 土岐市,***,***,***,***,1487.7,30.346,60.26
2015100000,2015年度,21213,岐阜県 各務原市,***,***,***,***,2081,26.354,62.35
2015100000,2015年度,21214,岐阜県 可児市,***,***,***,***,1886,25.331,59.06
2015100000,2015年度,21215,岐阜県 山県市,***,***,***,***,758.2,31.511,54.93
2015100000,2015年度,21216,岐阜県 瑞穂市,***,***,***,***,1928.1,19.423,64.44
2015100000,2015年度,21217,岐阜県 飛騨市,***,***,***,***,409.9,37.403,58.49
2015100000,2015年度,21218,岐阜県 本巣市,***,***,***,***,612.2,27.775,59.72
2015100000,2015年度,21219,岐阜県 郡上市,***,***,***,***,395.3,34.697,58.81
2015100000,2015年度,21220,岐阜県 下呂市,***,***,***,***,386.7,37.398,65.15
2015100000,2015年度,21221,岐阜県 海津市,***,***,***,***,430.9,29.103,55.69
2015100000,2015年度,21302,岐阜県 岐南町,***,***,***,***,3112.8,21.57,64.3
2015100000,2015年度,21303,岐阜県 笠松町,***,***,***,***,2208.7,27.064,67.78
2015100000,2015年度,21341,岐阜県 養老町,***,***,***,***,537.5,28.871,57.44
2015100000,2015年度,21361,岐阜県 垂井町,***,***,***,***,1141.5,28.313,55.54
2015100000,2015年度,21362,岐阜県 関ケ原町,***,***,***,***,660.1,36.15,53.36
2015100000,2015年度,21381,岐阜県 神戸町,***,***,***,***,1026.7,29.214,57.56
2015100000,2015年度,21382,岐阜県 輪之内町,***,***,***,***,446.6,23.052,54.77
2015100000,2015年度,21383,岐阜県 安八町,***,***,***,***,812.3,26.105,59.01
2015100000,2015年度,21401,岐阜県 揖斐川町,***,***,***,***,297.5,35.19,57.25
2015100000,2015年度,21403,岐阜県 大野町,***,***,***,***,816.9,25.766,57.73
2015100000,2015年度,21404,岐阜県 池田町,***,***,***,***,1050.8,26.603,55.69
2015100000,2015年度,21421,岐阜県 北方町,***,***,***,***,3507.5,22.17,70.5
2015100000,2015年度,21501,岐阜県 坂祝町,***,***,***,***,1000.2,24.628,48.45
2015100000,2015年度,21502,岐阜県 富加町,***,***,***,***,541.2,29.224,51.01
2015100000,2015年度,21503,岐阜県 川辺町,***,***,***,***,833.8,29.842,56.17
2015100000,2015年度,21504,岐阜県 七宗町,***,***,***,***,426.9,41.796,52.39
2015100000,2015年度,21505,岐阜県 八百津町,***,***,***,***,428.7,36.601,53.65
2015100000,2015年度,21506,岐阜県 白川町,***,***,***,***,303.4,42.969,46.83
2015100000,2015年度,21507,岐阜県 東白川村,***,***,***,***,258.1,42.149,45.18
2015100000,2015年度,21521,岐阜県 御嵩町,***,***,***,***,785.7,28.447,55.9
2015100000,2015年度,21604,岐阜県 白川村,***,***,***,***,20.3,31.759,76.44
2015100000,2015年度,22100,静岡県 静岡市,***,***,***,***,2065.3,28.402,67.94
2015100000,2015年度,22101,静岡県 静岡市 葵区,***,***,***,***,1744.5,29.241,71.91
2015100000,2015年度,22102,静岡県 静岡市 駿河区,***,***,***,***,3896.9,25.201,69.16
2015100000,2015年度,22103,静岡県 静岡市 清水区,***,***,***,***,1689.2,30.357,62.58
2015100000,2015年度,22130,静岡県 浜松市,***,***,***,***,1641.3,26.11,59.94
2015100000,2015年度,22131,静岡県 浜松市 中区,***,***,***,***,5555.5,24.381,66.39
2015100000,2015年度,22132,静岡県 浜松市 東区,***,***,***,***,2797.7,24.449,60.3
2015100000,2015年度,22133,静岡県 浜松市 西区,***,***,***,***,1455.8,26.42,57.34
2015100000,2015年度,22134,静岡県 浜松市 南区,***,***,***,***,2245,26.035,57.34
2015100000,2015年度,22135,静岡県 浜松市 北区,***,***,***,***,706,28.146,54.21
2015100000,2015年度,22136,静岡県 浜松市 浜北区,***,***,***,***,1805.3,25.312,55.93
2015100000,2015年度,22137,静岡県 浜松市 天竜区,***,***,***,***,334.9,42.067,57.16
2015100000,2015年度,22203,静岡県 沼津市,***,***,***,***,2117.5,29.175,62.76
2015100000,2015年度,22205,静岡県 熱海市,***,***,***,***,1637.3,44.593,85.23
2015100000,2015年度,22206,静岡県 三島市,***,***,***,***,2877.8,26.685,67.65
2015100000,2015年度,22207,静岡県 富士宮市,***,***,***,***,930.3,26.704,52.33
2015100000,2015年度,22208,静岡県 伊東市,***,***,***,***,1242.4,39.157,80.3
2015100000,2015年度,22209,静岡県 島田市,***,***,***,***,924.1,29.395,56.04
2015100000,2015年度,22210,静岡県 富士市,***,***,***,***,2006,25.832,56.95
2015100000,2015年度,22211,静岡県 磐田市,***,***,***,***,1225.6,26.141,52.54
2015100000,2015年度,22212,静岡県 焼津市,***,***,***,***,2099.4,27.712,58.71
2015100000,2015年度,22213,静岡県 掛川市,***,***,***,***,753.2,25.389,52.18
2015100000,2015年度,22214,静岡県 藤枝市,***,***,***,***,1415,27.682,61.9
2015100000,2015年度,22215,静岡県 御殿場市,***,***,***,***,1042,22.984,66.41
2015100000,2015年度,22216,静岡県 袋井市,***,***,***,***,997.2,22.144,52.64
2015100000,2015年度,22219,静岡県 下田市,***,***,***,***,906.1,38.611,80.31
2015100000,2015年度,22220,静岡県 裾野市,***,***,***,***,1209.3,23.483,56.14
2015100000,2015年度,22221,静岡県 湖西市,***,***,***,***,1209.1,25.22,45.18
2015100000,2015年度,22222,静岡県 伊豆市,***,***,***,***,487,37.526,68.27
2015100000,2015年度,22223,静岡県 御前崎市,***,***,***,***,663.1,26.911,50.82
2015100000,2015年度,22224,静岡県 菊川市,***,***,***,***,650.4,24.981,46.95
2015100000,2015年度,22225,静岡県 伊豆の国市,***,***,***,***,1133.8,30.711,66.33
2015100000,2015年度,22226,静岡県 牧之原市,***,***,***,***,578.7,28.843,46.9
2015100000,2015年度,22301,静岡県 東伊豆町,***,***,***,***,621.3,42.364,80.44
2015100000,2015年度,22302,静岡県 河津町,***,***,***,***,425.3,39.847,73.35
2015100000,2015年度,22304,静岡県 南伊豆町,***,***,***,***,346.6,43.923,77.18
2015100000,2015年度,22305,静岡県 松崎町,***,***,***,***,532.5,43.133,75.18
2015100000,2015年度,22306,静岡県 西伊豆町,***,***,***,***,650.9,47.437,75.8
2015100000,2015年度,22325,静岡県 函南町,***,***,***,***,1287.6,30.044,67.32
2015100000,2015年度,22341,静岡県 清水町,***,***,***,***,4055.3,24.254,64.62
2015100000,2015年度,22342,静岡県 長泉町,***,***,***,***,2665.7,21.1,59.84
2015100000,2015年度,22344,静岡県 小山町,***,***,***,***,442.3,26.117,71.93
2015100000,2015年度,22424,静岡県 吉田町,***,***,***,***,1424,23.8,47.75
2015100000,2015年度,22429,静岡県 川根本町,***,***,***,***,150,46.176,53.34
2015100000,2015年度,22461,静岡県 森町,***,***,***,***,478.3,30.813,50.81
2015100000,2015年度,23100,愛知県 名古屋市,***,***,***,***,7286.6,23.75,70.26
2015100000,2015年度,23101,愛知県 名古屋市 千種区,***,***,***,***,9867.9,22.715,77.38
2015100000,2015年度,23102,愛知県 名古屋市 東区,***,***,***,***,10122.3,22.353,75.99
2015100000,2015年度,23103,愛知県 名古屋市 北区,***,***,***,***,9331.4,27.466,70.23
2015100000,2015年度,23104,愛知県 名古屋市 西区,***,***,***,***,8315.6,23.616,69.8
2015100000,2015年度,23105,愛知県 名古屋市 中村区,***,***,***,***,8172.1,27.111,71.22
2015100000,2015年度,23106,愛知県 名古屋市 中区,***,***,***,***,8870.3,20.284,71.1
2015100000,2015年度,23107,愛知県 名古屋市 昭和区,***,***,***,***,9969.3,22.966,76.87
2015100000,2015年度,23108,愛知県 名古屋市 瑞穂区,***,***,***,***,9457.5,25.624,72.82
2015100000,2015年度,23109,愛知県 名古屋市 熱田区,***,***,***,***,8036,25.375,72.15
2015100000,2015年度,23110,愛知県 名古屋市 中川区,***,***,***,***,6879.5,23.67,67.31
2015100000,2015年度,23111,愛知県 名古屋市 港区,***,***,***,***,3215.3,25.423,65.09
2015100000,2015年度,23112,愛知県 名古屋市 南区,***,***,***,***,7417.9,28.494,63.71
2015100000,2015年度,23113,愛知県 名古屋市 守山区,***,***,***,***,5773,23.595,68.42
2015100000,2015年度,23114,愛知県 名古屋市 緑区,***,***,***,***,6721,21.428,65.18
2015100000,2015年度,23115,愛知県 名古屋市 名東区,***,***,***,***,9187,20.407,75.41
2015100000,2015年度,23116,愛知県 名古屋市 天白区,***,***,***,***,8329.9,21.112,71.36
2015100000,2015年度,23201,愛知県 豊橋市,***,***,***,***,1709.1,23.95,56.85
2015100000,2015年度,23202,愛知県 岡崎市,***,***,***,***,2467.5,21.495,57
2015100000,2015年度,23203,愛知県 一宮市,***,***,***,***,3346.2,25.483,64.87
2015100000,2015年度,23204,愛知県 瀬戸市,***,***,***,***,2674.5,27.948,61.89
2015100000,2015年度,23205,愛知県 半田市,***,***,***,***,2538.2,22.862,59.05
2015100000,2015年度,23206,愛知県 春日井市,***,***,***,***,4061.3,24.469,66.04
2015100000,2015年度,23207,愛知県 豊川市,***,***,***,***,1778.6,24.807,55.23
2015100000,2015年度,23208,愛知県 津島市,***,***,***,***,2528.1,27.791,64.53
2015100000,2015年度,23209,愛知県 碧南市,***,***,***,***,1945.1,22.681,45.66
2015100000,2015年度,23210,愛知県 刈谷市,***,***,***,***,3001.9,18.898,49.73
2015100000,2015年度,23211,愛知県 豊田市,***,***,***,***,1443.3,20.664,48.47
2015100000,2015年度,23212,愛知県 安城市,***,***,***,***,2139.9,19.516,51.19
2015100000,2015年度,23213,愛知県 西尾市,***,***,***,***,1233.5,23.937,48.1
2015100000,2015年度,23214,愛知県 蒲郡市,***,***,***,***,2045.4,27.962,54.17
2015100000,2015年度,23215,愛知県 犬山市,***,***,***,***,1808.4,27.817,60.65
2015100000,2015年度,23216,愛知県 常滑市,***,***,***,***,1104.4,25.011,61.73
2015100000,2015年度,23217,愛知県 江南市,***,***,***,***,3256.9,26.236,62.72
2015100000,2015年度,23219,愛知県 小牧市,***,***,***,***,2673.7,22.625,59.08
2015100000,2015年度,23220,愛知県 稲沢市,***,***,***,***,1724.9,25.311,61.17
2015100000,2015年度,23221,愛知県 新城市,***,***,***,***,567.2,32.612,52.63
2015100000,2015年度,23222,愛知県 東海市,***,***,***,***,2628.4,21.203,56.69
2015100000,2015年度,23223,愛知県 大府市,***,***,***,***,2737.4,20.668,54.85
2015100000,2015年度,23224,愛知県 知多市,***,***,***,***,1950.6,25.328,60.25
2015100000,2015年度,23225,愛知県 知立市,***,***,***,***,4322.6,19.027,52.07
2015100000,2015年度,23226,愛知県 尾張旭市,***,***,***,***,4475.7,24.657,70.27
2015100000,2015年度,23227,愛知県 高浜市,***,***,***,***,3526.8,18.925,45.25
2015100000,2015年度,23228,愛知県 岩倉市,***,***,***,***,4542.7,23.887,63.68
2015100000,2015年度,23229,愛知県 豊明市,***,***,***,***,3129.3,24.66,58.15
2015100000,2015年度,23230,愛知県 日進市,***,***,***,***,3117.5,19.585,67.08
2015100000,2015年度,23231,愛知県 田原市,***,***,***,***,454,25.592,39.64
2015100000,2015年度,23232,愛知県 愛西市,***,***,***,***,945.8,29.242,60.17
2015100000,2015年度,23233,愛知県 清須市,***,***,***,***,3880.5,22.839,64.06
2015100000,2015年度,23234,愛知県 北名古屋市,***,***,***,***,4579.9,23.663,64.21
2015100000,2015年度,23235,愛知県 弥富市,***,***,***,***,884.7,24.734,62.64
2015100000,2015年度,23236,愛知県 みよし市,***,***,***,***,2023.9,16.779,53.71
2015100000,2015年度,23237,愛知県 あま市,***,***,***,***,3161.1,25.422,60.29
2015100000,2015年度,23238,愛知県 長久手市,***,***,***,***,3374.2,15.089,72.26
2015100000,2015年度,23302,愛知県 東郷町,***,***,***,***,2572.5,22.078,60.14
2015100000,2015年度,23342,愛知県 豊山町,***,***,***,***,2455.8,21.954,62.77
2015100000,2015年度,23361,愛知県 大口町,***,***,***,***,1710.1,23.103,56.71
2015100000,2015年度,23362,愛知県 扶桑町,***,***,***,***,3021.1,25.992,62.09
2015100000,2015年度,23424,愛知県 大治町,***,***,***,***,4702.6,20.474,61.53
2015100000,2015年度,23425,愛知県 蟹江町,***,***,***,***,3344,23.91,67.72
2015100000,2015年度,23427,愛知県 飛島村,***,***,***,***,196.1,30.521,58.47
2015100000,2015年度,23441,愛知県 阿久比町,***,***,***,***,1249.3,25.574,58.33
2015100000,2015年度,23442,愛知県 東浦町,***,***,***,***,1668.8,24.215,54.87
2015100000,2015年度,23445,愛知県 南知多町,***,***,***,***,678,34.415,55.6
2015100000,2015年度,23446,愛知県 美浜町,***,***,***,***,678.8,27.359,62.58
2015100000,2015年度,23447,愛知県 武豊町,***,***,***,***,1830.7,23.707,56.3
2015100000,2015年度,23501,愛知県 幸田町,***,***,***,***,1222.5,20.481,49.37
2015100000,2015年度,23561,愛知県 設楽町,***,***,***,***,186.7,47.32,56.86
2015100000,2015年度,23562,愛知県 東栄町,***,***,***,***,301.5,48.752,62.18
2015100000,2015年度,23563,愛知県 豊根村,***,***,***,***,102.5,48.458,60.15
2015100000,2015年度,24201,三重県 津市,***,***,***,***,945.8,27.734,67.86
2015100000,2015年度,24202,三重県 四日市市,***,***,***,***,1756.4,24.326,60.3
2015100000,2015年度,24203,三重県 伊勢市,***,***,***,***,1298.3,29.286,67.57
2015100000,2015年度,24204,三重県 松阪市,***,***,***,***,831.8,27.897,63.92
2015100000,2015年度,24205,三重県 桑名市,***,***,***,***,1340.7,24.654,62.43
2015100000,2015年度,24207,三重県 鈴鹿市,***,***,***,***,1239.8,23.167,59.04
2015100000,2015年度,24208,三重県 名張市,***,***,***,***,1291.3,28.027,62.68
2015100000,2015年度,24209,三重県 尾鷲市,***,***,***,***,1052.5,40.952,73.48
2015100000,2015年度,24210,三重県 亀山市,***,***,***,***,721.4,24.754,54.56
2015100000,2015年度,24211,三重県 鳥羽市,***,***,***,***,599.9,35.145,65.76
2015100000,2015年度,24212,三重県 熊野市,***,***,***,***,376.9,41.716,74.07
2015100000,2015年度,24214,三重県 いなべ市,***,***,***,***,500.2,25.265,50.15
2015100000,2015年度,24215,三重県 志摩市,***,***,***,***,675,37.043,70.65
2015100000,2015年度,24216,三重県 伊賀市,***,***,***,***,414.7,31.649,53.78
2015100000,2015年度,24303,三重県 木曽岬町,***,***,***,***,403.9,30.187,55.46
2015100000,2015年度,24324,三重県 東員町,***,***,***,***,1213.8,27.49,57.68
2015100000,2015年度,24341,三重県 菰野町,***,***,***,***,760.5,25.334,57.1
2015100000,2015年度,24343,三重県 朝日町,***,***,***,***,2038.6,19.081,60.84
2015100000,2015年度,24344,三重県 川越町,***,***,***,***,1689.8,18.54,61.6
2015100000,2015年度,24441,三重県 多気町,***,***,***,***,339.1,31.288,54.65
2015100000,2015年度,24442,三重県 明和町,***,***,***,***,604.6,28.859,60.82
2015100000,2015年度,24443,三重県 大台町,***,***,***,***,354.6,39.73,62.13
2015100000,2015年度,24461,三重県 玉城町,***,***,***,***,550.5,25.637,58.28
2015100000,2015年度,24470,三重県 度会町,***,***,***,***,400.2,31.845,58.33
2015100000,2015年度,24471,三重県 大紀町,***,***,***,***,411.9,45.184,59.38
2015100000,2015年度,24472,三重県 南伊勢町,***,***,***,***,354.9,49.093,58.74
2015100000,2015年度,24543,三重県 紀北町,***,***,***,***,530.6,42.227,62.52
2015100000,2015年度,24561,三重県 御浜町,***,***,***,***,281.2,37.513,62.08
2015100000,2015年度,24562,三重県 紀宝町,***,***,***,***,592.3,33.782,66.15
2015100000,2015年度,25201,滋賀県 大津市,***,***,***,***,2770.1,24.377,71.39
2015100000,2015年度,25202,滋賀県 彦根市,***,***,***,***,1563.7,23.068,60.39
