調査年 コード,調査年,地域 コード,地域,人口密度,65歳以上人口割合,標準財政規模,第1次産業就業者比率
2020100000,2020年度,1462,北海道 南富良野町,24.1,32.239,2895248,20.67
2020100000,2020年度,1463,北海道 占冠村,26.1,23.354,1674870,7.89
2020100000,2020年度,1464,北海道 和寒町,39.2,44.298,2758429,33.15
2020100000,2020年度,1465,北海道 剣淵町,31.5,40.875,2517384,40.78
2020100000,2020年度,1468,北海道 下川町,34.9,40.211,3120533,25.92
2020100000,2020年度,1469,北海道 美深町,44.1,40.989,3588240,23.39
2020100000,2020年度,1470,北海道 音威子府村,18.2,29.462,1418887,14.37
2020100000,2020年度,1471,北海道 中川町,18.3,38.809,2262928,17.1
2020100000,2020年度,1472,北海道 幌加内町,10.4,40.803,2403811,31.05
2020100000,2020年度,1481,北海道 増毛町,81.6,44.217,2904516,20.94
2020100000,2020年度,1482,北海道 小平町,39.1,40.114,2671777,33
2020100000,2020年度,1483,北海道 苫前町,32.4,40.395,2739211,36.98
2020100000,2020年度,1484,北海道 羽幌町,73.3,43.25,3910264,20.72
2020100000,2020年度,1485,北海道 初山別村,21.5,38.981,1510232,32.72
2020100000,2020年度,1486,北海道 遠別町,25.9,41.032,2669605,31.14
2020100000,2020年度,1487,北海道 天塩町,19.6,37.186,3002751,23.32
2020100000,2020年度,1511,北海道 猿払村,20.5,23.554,2736055,32.44
2020100000,2020年度,1512,北海道 浜頓別町,41.2,37.5,2929828,19.12
2020100000,2020年度,1513,北海道 中頓別町,25.1,40.012,2162294,15.42
2020100000,2020年度,1514,北海道 枝幸町,35.4,35.638,6744299,26.53
2020100000,2020年度,1516,北海道 豊富町,16.6,34.147,3331086,22.68
2020100000,2020年度,1517,北海道 礼文町,153.7,36.269,2489375,36.68
2020100000,2020年度,1518,北海道 利尻町,72.9,40.369,2208237,30.43
2020100000,2020年度,1519,北海道 利尻富士町,63.9,38.283,2475437,26.77
2020100000,2020年度,1520,北海道 幌延町,17.5,28.722,2856507,19.85
2020100000,2020年度,1543,北海道 美幌町,109.8,35.904,6839425,15.73
2020100000,2020年度,1544,北海道 津別町,41.4,45.232,3457531,24.32
2020100000,2020年度,1545,北海道 斜里町,37,33.622,5760335,22.55
2020100000,2020年度,1546,北海道 清里町,29.4,38.218,3125634,38.01
2020100000,2020年度,1547,北海道 小清水町,31.9,38.33,3585706,41.57
2020100000,2020年度,1549,北海道 訓子府町,55,39.085,2879376,39.31
2020100000,2020年度,1550,北海道 置戸町,34,44.829,2844862,30.14
2020100000,2020年度,1552,北海道 佐呂間町,38.3,39.467,3341267,31.28
2020100000,2020年度,1555,北海道 遠軽町,95.7,37.576,9347484,7.4
2020100000,2020年度,1559,北海道 湧別町,49.7,39.25,5243303,33.7
2020100000,2020年度,1560,北海道 滝上町,25.3,44.775,2801326,22.47
2020100000,2020年度,1561,北海道 興部町,47.5,33.324,2927691,27.27
2020100000,2020年度,1562,北海道 西興部村,31.8,35.423,1400901,20.11
2020100000,2020年度,1563,北海道 雄武町,26.7,33.818,3694520,25.69
2020100000,2020年度,1564,北海道 大空町,35,37.004,5069611,38.34
2020100000,2020年度,1571,北海道 豊浦町,93.3,39.571,2855196,26.45
2020100000,2020年度,1575,北海道 壮瞥町,80.1,45.097,2101583,25.49
2020100000,2020年度,1578,北海道 白老町,217.9,45.818,6234327,9.62
2020100000,2020年度,1581,北海道 厚真町,44.7,36.394,3812638,33.14
2020100000,2020年度,1584,北海道 洞爺湖町,138.3,43.58,4252323,13.7
2020100000,2020年度,1585,北海道 安平町,62.5,36.948,4687802,25.15
2020100000,2020年度,1586,北海道 むかわ町,55.1,40.805,5451905,31.89
2020100000,2020年度,1601,北海道 日高町,49.3,36.014,6605653,33.1
2020100000,2020年度,1602,北海道 平取町,36.7,35.176,3543366,33.5
2020100000,2020年度,1604,北海道 新冠町,36.3,32.906,3457168,35.86
2020100000,2020年度,1607,北海道 浦河町,94.7,33.932,5506375,25.54
2020100000,2020年度,1608,北海道 様似町,112.1,42.295,2911303,28.76
2020100000,2020年度,1609,北海道 えりも町,121,32.876,2957479,47.23
2020100000,2020年度,1610,北海道 新ひだか町,92.7,35.358,9358692,21.68
2020100000,2020年度,1631,北海道 音更町,130,29.62,12456743,12.26
2020100000,2020年度,1632,北海道 士幌町,29.5,33.14,4370792,42.61
2020100000,2020年度,1633,北海道 上士幌町,25.8,35.37,4038759,33.78
2020100000,2020年度,1634,北海道 鹿追町,32.2,30.934,4008229,34.28
2020100000,2020年度,1635,北海道 新得町,26.6,37.803,4780688,20.48
2020100000,2020年度,1636,北海道 清水町,40.6,37.255,4857778,28.55
2020100000,2020年度,1637,北海道 芽室町,62.5,30.668,7361260,22.28
2020100000,2020年度,1638,北海道 中札内村,30.5,28.785,2597779,28.24
2020100000,2020年度,1639,北海道 更別村,21.1,31.461,2863173,44.23
2020100000,2020年度,1641,北海道 大樹町,22.3,36.587,4283929,31.08
2020100000,2020年度,1642,北海道 広尾町,51.4,39.408,4573604,21.5
2020100000,2020年度,1643,北海道 幕別町,81.4,33.602,9814395,14.9
2020100000,2020年度,1644,北海道 池田町,45.8,43.581,4065881,24.42
2020100000,2020年度,1645,北海道 豊頃町,16.3,39.444,3062876,45.36
2020100000,2020年度,1646,北海道 本別町,38.5,41.644,4066714,24.62
2020100000,2020年度,1647,北海道 足寄町,29.3,39.89,5420533,25.42
2020100000,2020年度,1648,北海道 陸別町,24,39.134,2587021,30.83
2020100000,2020年度,1649,北海道 浦幌町,24.9,42.512,4060868,36.51
2020100000,2020年度,1661,北海道 釧路町,427.8,29.856,5627898,7.07
2020100000,2020年度,1662,北海道 厚岸町,46.4,35.785,5376878,30.34
2020100000,2020年度,1663,北海道 浜中町,28.3,31.941,4279223,49.96
2020100000,2020年度,1664,北海道 標茶町,20,34.232,5909617,32.15
2020100000,2020年度,1665,北海道 弟子屈町,43.1,41.035,4827425,14.39
2020100000,2020年度,1667,北海道 鶴居村,21.8,35.575,2547201,34.5
2020100000,2020年度,1668,北海道 白糠町,71,42.022,4625819,13.23
2020100000,2020年度,1691,北海道 別海町,17.9,27.761,9511029,39.73
2020100000,2020年度,1692,北海道 中標津町,64.8,26.732,8513704,13.34
2020100000,2020年度,1693,北海道 標津町,24,31.276,4061891,31.6
2020100000,2020年度,1694,北海道 羅臼町,40,31.427,2599795,38.92
2020100000,2020年度,2201,青森県 青森市,1061.4,30.81,67915309,2.69
2020100000,2020年度,2202,青森県 弘前市,573,32.008,42413169,13.18
2020100000,2020年度,2203,青森県 八戸市,1098.1,31.031,52691000,3
2020100000,2020年度,2204,青森県 黒石市,438.2,34.255,9024919,14.76
2020100000,2020年度,2205,青森県 五所川原市,300,35.715,17038187,13.15
2020100000,2020年度,2206,青森県 十和田市,303.1,33.655,18234083,11.62
2020100000,2020年度,2207,青森県 三沢市,400.2,26.525,10627700,6.75
2020100000,2020年度,2208,青森県 むつ市,388.6,33.73,17280563,5.03
2020100000,2020年度,2209,青森県 つがる市,144.8,38.799,12683361,29.4
2020100000,2020年度,2210,青森県 平川市,320.6,35.257,10377068,23.26
2020100000,2020年度,2301,青森県 平内町,217,41.122,4211567,26.91
2020100000,2020年度,2303,青森県 今別町,129.1,55.27,1837356,14.62
2020100000,2020年度,2304,青森県 蓬田村,129.6,42.402,1579959,29.62
2020100000,2020年度,2307,青森県 外ヶ浜町,178.2,50.916,3872450,23.02
2020100000,2020年度,2321,青森県 鰺ヶ沢町,113.3,44.604,4269117,21.37
2020100000,2020年度,2323,青森県 深浦町,113.1,50.721,4530695,23.11
2020100000,2020年度,2343,青森県 西目屋村,63.3,39.605,1220681,24.42
2020100000,2020年度,2361,青森県 藤崎町,390.8,32.917,4830222,22.07
2020100000,2020年度,2362,青森県 大鰐町,236,43.52,3653910,21.22
2020100000,2020年度,2367,青森県 田舎館村,327.8,36.022,2506623,21.02
2020100000,2020年度,2381,青森県 板柳町,303.2,37.969,4076799,37.02
2020100000,2020年度,2384,青森県 鶴田町,266.9,37.891,4007405,32.47
2020100000,2020年度,2387,青森県 中泊町,143,44.413,4672162,20.87
2020100000,2020年度,2401,青森県 野辺地町,450.9,38.088,3990062,7.46
2020100000,2020年度,2402,青森県 七戸町,125.1,40.829,6637840,20.38
2020100000,2020年度,2405,青森県 六戸町,183,33.799,3732446,18.68
2020100000,2020年度,2406,青森県 横浜町,137.8,39.986,2162698,29.42
2020100000,2020年度,2408,青森県 東北町,143,38.349,6816553,23.83
2020100000,2020年度,2411,青森県 六ヶ所村,92.3,25.253,8363413,10.65
2020100000,2020年度,2412,青森県 おいらせ町,411.6,27.483,6675407,8.25
2020100000,2020年度,2423,青森県 大間町,329.5,36.265,2378221,22.15
2020100000,2020年度,2424,青森県 東通村,93.1,35.55,3589653,23.02
2020100000,2020年度,2425,青森県 風間浦村,300.7,46.271,1421227,19.9
2020100000,2020年度,2426,青森県 佐井村,107.1,47.987,1541025,19.93
2020100000,2020年度,2441,青森県 三戸町,168.7,41.654,4051024,29.65
2020100000,2020年度,2442,青森県 五戸町,188.7,40.313,6116903,21.01
2020100000,2020年度,2443,青森県 田子町,104.7,43.921,2915900,35.1
2020100000,2020年度,2445,青森県 南部町,220.7,40.008,6680495,22.86
2020100000,2020年度,2446,青森県 階上町,343.2,31.721,3844791,8.29
2020100000,2020年度,2450,青森県 新郷村,66,49.34,1880842,46.77
2020100000,2020年度,3201,岩手県 盛岡市,1224.8,27.624,65017346,3.02
2020100000,2020年度,3202,岩手県 宮古市,428.4,37.805,17578962,7.39
2020100000,2020年度,3203,岩手県 大船渡市,639.7,37.592,11326445,7.28
2020100000,2020年度,3205,岩手県 花巻市,288.2,34.585,28110405,10.66
2020100000,2020年度,3206,岩手県 北上市,457.8,27.125,22968915,5.65
2020100000,2020年度,3207,岩手県 久慈市,369.8,33.308,11561727,9.36
2020100000,2020年度,3208,岩手県 遠野市,178,40.539,10693298,16.63
2020100000,2020年度,3209,岩手県 一関市,233.7,36.903,40564503,12.04
2020100000,2020年度,3210,岩手県 陸前高田市,371.6,40.28,6695769,11.1
2020100000,2020年度,3211,岩手県 釜石市,622.3,39.834,10548393,4.65
2020100000,2020年度,3213,岩手県 二戸市,233.7,37.271,9799663,17.66
2020100000,2020年度,3214,岩手県 八幡平市,119.4,41.394,11771185,22.45
2020100000,2020年度,3215,岩手県 奥州市,252.2,35.415,34469365,12.85
2020100000,2020年度,3216,岩手県 滝沢市,626.2,25.484,10967465,4.67
2020100000,2020年度,3301,岩手県 雫石町,121.3,38.637,6353946,16.22
2020100000,2020年度,3302,岩手県 葛巻町,87.5,48.207,3976970,27.16
2020100000,2020年度,3303,岩手県 岩手町,137.4,39.853,5369810,26.05
2020100000,2020年度,3321,岩手県 紫波町,319.1,31.381,8521481,11.64
2020100000,2020年度,3322,岩手県 矢巾町,544.7,26.269,6760961,7.27
2020100000,2020年度,3366,岩手県 西和賀町,47.1,51.013,4345012,19.75
2020100000,2020年度,3381,岩手県 金ケ崎町,142.6,30.673,5374739,13.59
2020100000,2020年度,3402,岩手県 平泉町,221.8,39.424,3023054,13.45
2020100000,2020年度,3441,岩手県 住田町,146.2,45.332,3253439,17.64
2020100000,2020年度,3461,岩手県 大槌町,453.6,38.159,4185468,5.74
2020100000,2020年度,3482,岩手県 山田町,540.4,40.119,4930043,12.37
2020100000,2020年度,3483,岩手県 岩泉町,124.6,44.27,5976197,19.47
2020100000,2020年度,3484,岩手県 田野畑村,142.7,42.367,2254397,23.45
2020100000,2020年度,3485,岩手県 普代村,219.1,42.903,1831079,18.96
2020100000,2020年度,3501,岩手県 軽米町,143.7,41.812,4226703,26.15
2020100000,2020年度,3503,岩手県 野田村,388.9,38.44,2108424,14.34
2020100000,2020年度,3506,岩手県 九戸村,154,44.217,2822658,30.78
2020100000,2020年度,3507,岩手県 洋野町,238.8,41.574,6886268,19.33
2020100000,2020年度,3524,岩手県 一戸町,145,42.466,5269509,20.1
2020100000,2020年度,4100,宮城県 仙台市,3208.7,23.454,280307561,0.77
2020100000,2020年度,4101,宮城県 仙台市 青葉区,3280.2,22.455,-,0.5
2020100000,2020年度,4102,宮城県 仙台市 宮城野区,3613.7,20.725,-,0.7
2020100000,2020年度,4103,宮城県 仙台市 若林区,2908.6,21.747,-,1.05
2020100000,2020年度,4104,宮城県 仙台市 太白区,3317.2,24.986,-,1.01
2020100000,2020年度,4105,宮城県 仙台市 泉区,2908.1,26.895,-,0.76
2020100000,2020年度,4202,宮城県 石巻市,581.8,33.183,40075533,7.21
2020100000,2020年度,4203,宮城県 塩竈市,3546.4,33.872,12371721,1.04
2020100000,2020年度,4205,宮城県 気仙沼市,671.5,38.329,18365906,6.79
2020100000,2020年度,4206,宮城県 白石市,359.9,35.558,9727176,5.22
2020100000,2020年度,4207,宮城県 名取市,1112.8,22.711,16240059,3.06
2020100000,2020年度,4208,宮城県 角田市,307.5,35.799,8033150,7.36
2020100000,2020年度,4209,宮城県 多賀城市,3287.7,24.655,12632021,1.01
2020100000,2020年度,4211,宮城県 岩沼市,951,26.675,9678101,2.19
2020100000,2020年度,4212,宮城県 登米市,248.3,35.451,26613301,12.76
2020100000,2020年度,4213,宮城県 栗原市,175.1,40.54,27369075,14.24
2020100000,2020年度,4214,宮城県 東松島市,532.5,29.636,10117925,7.37
2020100000,2020年度,4215,宮城県 大崎市,340.2,30.423,36417556,7.94
2020100000,2020年度,4216,宮城県 富谷市,1865.3,21.576,9656809,1.05
2020100000,2020年度,4301,宮城県 蔵王町,169.4,38.247,4293499,13.46
2020100000,2020年度,4302,宮城県 七ヶ宿町,41.3,46.197,1527163,21.21
2020100000,2020年度,4321,宮城県 大河原町,1319.8,27.661,5247285,2.66
2020100000,2020年度,4322,宮城県 村田町,290.2,35.477,3763234,6.88
2020100000,2020年度,4323,宮城県 柴田町,1090.3,28.826,8119418,2.23
2020100000,2020年度,4324,宮城県 川崎町,132,38.466,3525461,9.58
2020100000,2020年度,4341,宮城県 丸森町,150.6,43.166,5201864,12.14
2020100000,2020年度,4361,宮城県 亘理町,536.8,31.399,7474163,6.97
2020100000,2020年度,4362,宮城県 山元町,281.3,41.034,4198976,12.17
2020100000,2020年度,4401,宮城県 松島町,513.2,39.143,4033554,5.31
2020100000,2020年度,4404,宮城県 七ヶ浜町,1621.8,31.127,4277539,3.1
2020100000,2020年度,4406,宮城県 利府町,1545.1,24.584,7086843,1.83
2020100000,2020年度,4421,宮城県 大和町,448,22.587,7617321,4.34
2020100000,2020年度,4422,宮城県 大郷町,172.9,38.615,2975179,11.74
2020100000,2020年度,4424,宮城県 大衡村,183.7,29.219,2643097,10.11
2020100000,2020年度,4444,宮城県 色麻町,143.8,34.981,3099414,18.65
2020100000,2020年度,4445,宮城県 加美町,166.4,37.082,8971569,14.13
2020100000,2020年度,4501,宮城県 涌谷町,258.9,37.666,4863124,14.01
2020100000,2020年度,4505,宮城県 美里町,320.5,35.621,7089885,9.86
2020100000,2020年度,4581,宮城県 女川町,678.3,36.283,3603199,12.52
2020100000,2020年度,4606,宮城県 南三陸町,326.4,38.503,5351219,21.43
2020100000,2020年度,5201,秋田県 秋田市,1058.5,31.185,73040581,1.84
2020100000,2020年度,5202,秋田県 能代市,287.1,41.557,16006228,8.42
2020100000,2020年度,5203,秋田県 横手市,271.2,39.04,30531744,14.74
2020100000,2020年度,5204,秋田県 大館市,362.3,38.994,21953497,6.15
2020100000,2020年度,5206,秋田県 男鹿市,217.4,46.947,10358416,11.78
2020100000,2020年度,5207,秋田県 湯沢市,265.7,40.213,15820408,11.92
2020100000,2020年度,5209,秋田県 鹿角市,196,40.714,10979673,12.36
2020100000,2020年度,5210,秋田県 由利本荘市,251.3,37.189,28121965,10.1
2020100000,2020年度,5211,秋田県 潟上市,477.4,35.366,9706071,5.65
2020100000,2020年度,5212,秋田県 大仙市,211,38.465,27976606,12.21
2020100000,2020年度,5213,秋田県 北秋田市,159.5,44.5,13615698,10.58
2020100000,2020年度,5214,秋田県 にかほ市,299.9,39.001,9128111,8.81
2020100000,2020年度,5215,秋田県 仙北市,162.2,42.8,11802748,12.87
2020100000,2020年度,5303,秋田県 小坂町,254.7,44.874,2720067,7.57
2020100000,2020年度,5327,秋田県 上小阿仁村,111,53.66,1728664,13.36
2020100000,2020年度,5346,秋田県 藤里町,77.6,48.791,2214664,13.24
2020100000,2020年度,5348,秋田県 三種町,136.1,45.463,6892012,19.99
2020100000,2020年度,5349,秋田県 八峰町,153.1,46.161,4025644,19.66
2020100000,2020年度,5361,秋田県 五城目町,219.6,47.294,3634764,11.55
2020100000,2020年度,5363,秋田県 八郎潟町,400.8,44.367,2137122,10.53
2020100000,2020年度,5366,秋田県 井川町,205,43.298,2281198,11.13
2020100000,2020年度,5368,秋田県 大潟村,18.9,31.684,2177617,74.16
2020100000,2020年度,5434,秋田県 美郷町,192.9,39.58,7948912,14.93
2020100000,2020年度,5463,秋田県 羽後町,201.8,39.327,5342081,16.24
2020100000,2020年度,5464,秋田県 東成瀬村,89.8,37.278,2059197,9.44
2020100000,2020年度,6201,山形県 山形市,1422.7,29.218,53124845,3.15
2020100000,2020年度,6202,山形県 米沢市,609.6,31.087,20045846,3.35
2020100000,2020年度,6203,山形県 鶴岡市,305,35.148,39118093,8.97
2020100000,2020年度,6204,山形県 酒田市,410.6,35.993,29328704,8.36
2020100000,2020年度,6205,山形県 新庄市,357.4,33.022,9650318,8.8
2020100000,2020年度,6206,山形県 寒河江市,576.7,31.996,10457099,9.37
2020100000,2020年度,6207,山形県 上山市,370.5,39.114,8213493,9.91
2020100000,2020年度,6208,山形県 村山市,253.7,39.541,7358384,13.62
2020100000,2020年度,6209,山形県 長井市,335.6,35.599,8102044,6.53
2020100000,2020年度,6210,山形県 天童市,824.8,30.192,13980231,9.44
2020100000,2020年度,6211,山形県 東根市,634.7,28.189,11476358,11.3
2020100000,2020年度,6212,山形県 尾花沢市,132,41.627,6466683,20.75
2020100000,2020年度,6213,山形県 南陽市,467.1,33.988,8306983,9.35
2020100000,2020年度,6301,山形県 山辺町,489.3,34.353,3750559,5.68
2020100000,2020年度,6302,山形県 中山町,508.6,35.688,3194408,9.02
2020100000,2020年度,6321,山形県 河北町,461.4,37.634,4721937,10.4
2020100000,2020年度,6322,山形県 西川町,67.6,45.642,3304460,9.75
2020100000,2020年度,6323,山形県 朝日町,114.4,44.423,3320069,25.24
2020100000,2020年度,6324,山形県 大江町,232.2,39.694,3357972,14.4
2020100000,2020年度,6341,山形県 大石田町,173.9,40.018,2969192,14.79
2020100000,2020年度,6361,山形県 金山町,143.3,37.034,2653372,17.15
2020100000,2020年度,6362,山形県 最上町,126.1,40.347,3911086,18.09
2020100000,2020年度,6363,山形県 舟形町,145.7,42.001,2667353,19.15
2020100000,2020年度,6364,山形県 真室川町,141.1,41.733,3723188,19.79
2020100000,2020年度,6365,山形県 大蔵村,82.2,39.234,2274169,20.28
2020100000,2020年度,6366,山形県 鮭川村,93.6,40.492,2338289,29.68
2020100000,2020年度,6367,山形県 戸沢村,92.8,40.581,2621510,14.73
2020100000,2020年度,6381,山形県 高畠町,291.6,33.82,6695907,13.73
2020100000,2020年度,6382,山形県 川西町,168.8,39.03,6613601,16.28
2020100000,2020年度,6401,山形県 小国町,89.8,40.552,4215992,7.97
2020100000,2020年度,6402,山形県 白鷹町,225.4,38.712,4952821,10.47
2020100000,2020年度,6403,山形県 飯豊町,121.3,38.636,4005785,16.48
2020100000,2020年度,6426,山形県 三川町,228.8,35.048,2835822,14.48
2020100000,2020年度,6428,山形県 庄内町,182.8,37.606,7382022,12.12
2020100000,2020年度,6461,山形県 遊佐町,133.9,42.258,5109597,16.6
2020100000,2020年度,7201,福島県 福島市,1027.3,29.822,60146664,3.87
2020100000,2020年度,7202,福島県 会津若松市,803.8,30.932,28592098,4.5
2020100000,2020年度,7203,福島県 郡山市,971.4,26.39,70309603,2.83
2020100000,2020年度,7204,福島県 いわき市,946.8,30.733,76498488,2.5
2020100000,2020年度,7205,福島県 白河市,448.7,29.494,17550302,6.22
2020100000,2020年度,7207,福島県 須賀川市,468,28.254,19382765,7.6
2020100000,2020年度,7208,福島県 喜多方市,252.1,36.816,15406207,10.92
2020100000,2020年度,7209,福島県 相馬市,383.2,30.954,9913550,7.68
2020100000,2020年度,7210,福島県 二本松市,280.7,34.367,16954827,8.68
2020100000,2020年度,7211,福島県 田村市,226.8,35.853,13465568,13.41
2020100000,2020年度,7212,福島県 南相馬市,326.2,35.244,18445669,5.45
2020100000,2020年度,7213,福島県 伊達市,438.3,36.071,17025892,12.46
2020100000,2020年度,7214,福島県 本宮市,496.1,28.373,8613700,4.74
2020100000,2020年度,7301,福島県 桑折町,463.4,37.935,3621702,12.73
2020100000,2020年度,7303,福島県 国見町,367.9,42.158,3513768,16.05
2020100000,2020年度,7308,福島県 川俣町,324.4,41.873,4340283,5.86
2020100000,2020年度,7322,福島県 大玉村,289.4,27.584,3080753,11.35
2020100000,2020年度,7342,福島県 鏡石町,442.1,27.935,3347082,8.95
2020100000,2020年度,7344,福島県 天栄村,138.1,36.889,2749266,14.86
2020100000,2020年度,7362,福島県 下郷町,120.7,44.833,3163896,13.84
2020100000,2020年度,7364,福島県 檜枝岐村,9.6,38.492,991543,2.05
2020100000,2020年度,7367,福島県 只見町,23.6,47.156,3513588,14.77
2020100000,2020年度,7368,福島県 南会津町,181.1,41.852,8252365,13.31
2020100000,2020年度,7402,福島県 北塩原村,98.5,37.089,2005892,13.41
2020100000,2020年度,7405,福島県 西会津町,120,47.106,3706466,16.76
2020100000,2020年度,7407,福島県 磐梯町,156.3,37.508,2417807,14.22
2020100000,2020年度,7408,福島県 猪苗代町,184.8,39.551,5489456,12.44
2020100000,2020年度,7421,福島県 会津坂下町,245.4,36.647,5092263,14.36
2020100000,2020年度,7422,福島県 湯川村,188.2,34.599,1692980,21.88
2020100000,2020年度,7423,福島県 柳津町,139.9,45.342,2487122,16.3
2020100000,2020年度,7444,福島県 三島町,125.3,53.926,1328162,9.79
2020100000,2020年度,7445,福島県 金山町,24.6,60.902,2058281,11.88
2020100000,2020年度,7446,福島県 昭和村,64.6,55.618,1404498,32.58
2020100000,2020年度,7447,福島県 会津美里町,256.4,39.592,7270916,14.98
2020100000,2020年度,7461,福島県 西郷村,368.2,24.918,5812754,6.17
2020100000,2020年度,7464,福島県 泉崎村,251.9,31.965,2455433,10.86
2020100000,2020年度,7465,福島県 中島村,311.1,30.276,1998853,17.42
2020100000,2020年度,7466,福島県 矢吹町,350.2,31.405,4692938,11.83
2020100000,2020年度,7481,福島県 棚倉町,327.4,31.912,4454497,7.87
2020100000,2020年度,7482,福島県 矢祭町,222.4,39.429,2754420,14.07
2020100000,2020年度,7483,福島県 塙町,209.3,38.497,3790715,15.57
2020100000,2020年度,7484,福島県 鮫川村,98.6,40.046,2076183,20.6
2020100000,2020年度,7501,福島県 石川町,259.3,37.08,4635949,9.54
2020100000,2020年度,7502,福島県 玉川村,251,31.665,2365739,13.87
2020100000,2020年度,7503,福島県 平田村,166.4,35.307,2924072,17.29
2020100000,2020年度,7504,福島県 浅川町,278.4,34.046,2299901,10.13
2020100000,2020年度,7505,福島県 古殿町,164.4,39.233,2794348,13.36
2020100000,2020年度,7521,福島県 三春町,344.8,34.563,5177959,6.39
2020100000,2020年度,7522,福島県 小野町,242.7,35.73,3620698,11.72
2020100000,2020年度,7541,福島県 広野町,366.2,28.788,2659327,3.57
2020100000,2020年度,7542,福島県 楢葉町,142,37.412,3237944,3.99
2020100000,2020年度,7543,福島県 富岡町,77.1,22.65,4199715,2.54
2020100000,2020年度,7544,福島県 川内村,84.5,47.652,1794247,14.11
2020100000,2020年度,7545,福島県 大熊町,29.2,10.272,4948021,1.87
2020100000,2020年度,7546,福島県 双葉町,0,-,2485806,-
2020100000,2020年度,7547,福島県 浪江町,30.8,29.537,4967445,5.95
2020100000,2020年度,7548,福島県 葛尾村,27.5,47.143,1035615,27.69
2020100000,2020年度,7561,福島県 新地町,259.2,32.853,3444512,10.43
2020100000,2020年度,7564,福島県 飯舘村,23.2,57.284,2920178,23.15
2020100000,2020年度,8201,茨城県 水戸市,1482.6,26.201,59074989,2.28
2020100000,2020年度,8202,茨城県 日立市,1672.3,32.391,39593552,1.16
2020100000,2020年度,8203,茨城県 土浦市,1440.5,28.79,30467056,2.99
2020100000,2020年度,8204,茨城県 古河市,1214.4,28.484,30986440,3.43
2020100000,2020年度,8205,茨城県 石岡市,579.8,32.811,18329375,7.07
2020100000,2020年度,8207,茨城県 結城市,798.8,30.384,10833982,6.26
2020100000,2020年度,8208,茨城県 龍ケ崎市,1110.1,28.936,15455062,2.38
2020100000,2020年度,8210,茨城県 下妻市,551.9,28.322,10660592,5.86
2020100000,2020年度,8211,茨城県 常総市,517.2,30.108,15549336,4.68
2020100000,2020年度,8212,茨城県 常陸太田市,390.7,38.698,15046143,7.69
2020100000,2020年度,8214,茨城県 高萩市,708.8,35.741,7405949,2.92
2020100000,2020年度,8215,茨城県 北茨城市,702.3,34.293,10474880,3.55
2020100000,2020年度,8216,茨城県 笠間市,522.9,32.006,19178839,5.73
2020100000,2020年度,8217,茨城県 取手市,1538.2,34.492,23758100,1.76
2020100000,2020年度,8219,茨城県 牛久市,1764.3,29.014,16222803,1.8
2020100000,2020年度,8220,茨城県 つくば市,993,18.91,52287782,2.45
2020100000,2020年度,8221,茨城県 ひたちなか市,1654.5,25.695,30579002,2.2
2020100000,2020年度,8222,茨城県 鹿嶋市,839.2,30.974,14863062,3.09
2020100000,2020年度,8223,茨城県 潮来市,550.8,32.887,7828343,3.84
2020100000,2020年度,8224,茨城県 守谷市,2033.9,23.161,13086356,0.87
2020100000,2020年度,8225,茨城県 常陸大宮市,295.2,37.25,13645127,7.9
2020100000,2020年度,8226,茨城県 那珂市,652.9,32.137,12683842,4.57
2020100000,2020年度,8227,茨城県 筑西市,523.8,31.765,25583874,7.22
2020100000,2020年度,8228,茨城県 坂東市,469.6,30.177,13631814,10.56
2020100000,2020年度,8229,茨城県 稲敷市,242.2,36.704,13445236,8.04
2020100000,2020年度,8230,茨城県 かすみがうら市,441,31.878,11188601,10.49
2020100000,2020年度,8231,茨城県 桜川市,368.7,34.311,11744425,6.93
2020100000,2020年度,8232,茨城県 神栖市,684.2,23.217,28839165,5.06
2020100000,2020年度,8233,茨城県 行方市,245.7,36.054,10938918,22.31
2020100000,2020年度,8234,茨城県 鉾田市,303.1,33.63,13320645,27.69
2020100000,2020年度,8235,茨城県 つくばみらい市,678.9,26.372,12587567,3.56
2020100000,2020年度,8236,茨城県 小美玉市,413.5,30.129,13418692,10.24
2020100000,2020年度,8302,茨城県 茨城町,331.1,34.977,7916497,14.7
2020100000,2020年度,8309,茨城県 大洗町,856.4,33.248,4392843,5.74
2020100000,2020年度,8310,茨城県 城里町,283.1,37.432,6431266,8.81
2020100000,2020年度,8341,茨城県 東海村,1203.3,25.117,11282856,2.57
2020100000,2020年度,8364,茨城県 大子町,236.8,46.174,6296081,14.44
2020100000,2020年度,8442,茨城県 美浦村,497.3,32.03,4423082,5.84
2020100000,2020年度,8443,茨城県 阿見町,896.1,27.516,9980883,3.63
2020100000,2020年度,8447,茨城県 河内町,185.8,39.205,3134392,14.19
2020100000,2020年度,8521,茨城県 八千代町,369.6,30.719,5412097,19.22
2020100000,2020年度,8542,茨城県 五霞町,353.6,33.758,3092055,6.26
2020100000,2020年度,8546,茨城県 境町,546.4,28.999,6132315,7.01
2020100000,2020年度,8564,茨城県 利根町,631.8,45,3835078,4.66
2020100000,2020年度,9201,栃木県 宇都宮市,1546.5,25.032,103904018,2.32
2020100000,2020年度,9202,栃木県 足利市,1471.9,32.487,29579320,1.79
2020100000,2020年度,9203,栃木県 栃木市,628.2,31.616,36868168,5.42
