調査年 コード,調査年,地域 コード,地域,人口密度,65歳以上人口割合,標準財政規模,第1次産業就業者比率
2020100000,2020年度,9204,栃木県 佐野市,843.7,30.648,27686894,2.48
2020100000,2020年度,9205,栃木県 鹿沼市,610.8,30.313,23213323,6.42
2020100000,2020年度,9206,栃木県 日光市,346.6,35.861,25103880,5.02
2020100000,2020年度,9208,栃木県 小山市,1002.7,25.069,32695426,3.32
2020100000,2020年度,9209,栃木県 真岡市,512.2,27.133,18233466,10.09
2020100000,2020年度,9210,栃木県 大田原市,355.5,28.751,19118343,10.55
2020100000,2020年度,9211,栃木県 矢板市,427.2,33.159,7828751,7.65
2020100000,2020年度,9213,栃木県 那須塩原市,525.2,27.793,27722005,6.31
2020100000,2020年度,9214,栃木県 さくら市,443.4,26.361,11046037,8.13
2020100000,2020年度,9215,栃木県 那須烏山市,267.9,37.512,8356313,9.87
2020100000,2020年度,9216,栃木県 下野市,831.9,25.059,15079948,6.23
2020100000,2020年度,9301,栃木県 上三川町,582.1,23.573,7237192,8.28
2020100000,2020年度,9342,栃木県 益子町,434.7,32.154,5349762,6.86
2020100000,2020年度,9343,栃木県 茂木町,192.3,42.663,4550182,12.63
2020100000,2020年度,9344,栃木県 市貝町,295.3,29.453,3607798,10.93
2020100000,2020年度,9345,栃木県 芳賀町,240.6,31.963,5305422,16.37
2020100000,2020年度,9361,栃木県 壬生町,692.9,28.989,8520230,6.4
2020100000,2020年度,9364,栃木県 野木町,884.7,32.493,5527804,4.37
2020100000,2020年度,9384,栃木県 塩谷町,162.6,40.149,3776170,13.46
2020100000,2020年度,9386,栃木県 高根沢町,441.5,25.348,6714532,7.83
2020100000,2020年度,9407,栃木県 那須町,153,40.449,7900435,13.36
2020100000,2020年度,9411,栃木県 那珂川町,218.1,39.625,5956536,14.47
2020100000,2020年度,10201,群馬県 前橋市,1401.9,29.02,77436219,4.05
2020100000,2020年度,10202,群馬県 高崎市,1526.8,28.161,84817954,2.36
2020100000,2020年度,10203,群馬県 桐生市,1362.9,36.067,25904172,2.44
2020100000,2020年度,10204,群馬県 伊勢崎市,1522,25.058,43759600,3.38
2020100000,2020年度,10205,群馬県 太田市,1343.6,26.033,44946931,3.12
2020100000,2020年度,10206,群馬県 沼田市,439.4,34.164,13942113,11.7
2020100000,2020年度,10207,群馬県 館林市,1244.2,29.35,16732552,3.74
2020100000,2020年度,10208,群馬県 渋川市,648.9,35.242,21472721,5.53
2020100000,2020年度,10209,群馬県 藤岡市,838.3,32.383,15613788,4.13
2020100000,2020年度,10210,群馬県 富岡市,620.5,34.427,12302605,6.5
2020100000,2020年度,10211,群馬県 安中市,495.1,35.975,15549039,4.08
2020100000,2020年度,10212,群馬県 みどり市,1186.6,29.874,11850272,4.51
2020100000,2020年度,10344,群馬県 榛東村,920.1,26.562,3545145,5.05
2020100000,2020年度,10345,群馬県 吉岡町,1291.8,23.917,4518985,3.37
2020100000,2020年度,10366,群馬県 上野村,96.8,45.922,1650534,21.15
2020100000,2020年度,10367,群馬県 神流町,120.6,61.459,1684739,8.79
2020100000,2020年度,10382,群馬県 下仁田町,332.6,50.791,3480591,11.06
2020100000,2020年度,10383,群馬県 南牧村,119.3,65.239,1471093,10.28
2020100000,2020年度,10384,群馬県 甘楽町,467.5,34.217,3761022,8.42
2020100000,2020年度,10421,群馬県 中之条町,211.3,40.907,6488021,9.67
2020100000,2020年度,10424,群馬県 長野原町,133.1,39.078,2850345,15.88
2020100000,2020年度,10425,群馬県 嬬恋村,92.1,37.119,4452913,32.1
2020100000,2020年度,10426,群馬県 草津町,311.3,38.816,2485967,1.08
2020100000,2020年度,10428,群馬県 高山村,229.3,36.998,1844212,12.95
2020100000,2020年度,10429,群馬県 東吾妻町,205,41.271,5646282,14.56
2020100000,2020年度,10443,群馬県 片品村,127.2,41.047,2796380,21.05
2020100000,2020年度,10444,群馬県 川場村,240.2,45,1803738,25.71
2020100000,2020年度,10448,群馬県 昭和村,174.8,32.806,3092439,43.56
2020100000,2020年度,10449,群馬県 みなかみ町,102.9,40.791,9090532,10.4
2020100000,2020年度,10464,群馬県 玉村町,1408.9,25.537,7600953,2.73
2020100000,2020年度,10521,群馬県 板倉町,336.8,33.622,4066064,15.39
2020100000,2020年度,10522,群馬県 明和町,554.9,30.472,3593779,5.95
2020100000,2020年度,10523,群馬県 千代田町,506.6,31.065,3261119,4.97
2020100000,2020年度,10524,群馬県 大泉町,2337,22.486,7822229,0.76
2020100000,2020年度,10525,群馬県 邑楽町,831.1,32.29,6071957,4.06
2020100000,2020年度,11100,埼玉県 さいたま市,6221.3,23.035,309502012,0.69
2020100000,2020年度,11101,埼玉県 さいたま市 西区,3270.3,27.345,-,1.02
2020100000,2020年度,11102,埼玉県 さいたま市 北区,8857.1,21.29,-,0.31
2020100000,2020年度,11103,埼玉県 さいたま市 大宮区,9230.7,22.337,-,0.25
2020100000,2020年度,11104,埼玉県 さいたま市 見沼区,5557.2,26.829,-,1.2
2020100000,2020年度,11105,埼玉県 さいたま市 中央区,12308.6,20.918,-,0.19
2020100000,2020年度,11106,埼玉県 さいたま市 桜区,5388.4,23.309,-,0.46
2020100000,2020年度,11107,埼玉県 さいたま市 浦和区,14394.9,19.966,-,0.17
2020100000,2020年度,11108,埼玉県 さいたま市 南区,13891.4,19.226,-,0.23
2020100000,2020年度,11109,埼玉県 さいたま市 緑区,5151.4,22.179,-,1.44
2020100000,2020年度,11110,埼玉県 さいたま市 岩槻区,2325.6,30.645,-,2.22
2020100000,2020年度,11201,埼玉県 川越市,3344.4,25.118,65885027,1.7
2020100000,2020年度,11202,埼玉県 熊谷市,1255.4,29.453,40894124,2.76
2020100000,2020年度,11203,埼玉県 川口市,9688.2,23.209,110465740,0.57
2020100000,2020年度,11206,埼玉県 行田市,1167.6,31.812,17373619,2.58
2020100000,2020年度,11207,埼玉県 秩父市,773.1,34.089,17163621,2.78
2020100000,2020年度,11208,埼玉県 所沢市,5227.7,25.419,60930171,1.19
2020100000,2020年度,11209,埼玉県 飯能市,1709.8,31.363,18046499,1.15
2020100000,2020年度,11210,埼玉県 加須市,838.3,29.817,25204103,4.52
2020100000,2020年度,11211,埼玉県 本庄市,1206.5,28.842,17475659,4.62
2020100000,2020年度,11212,埼玉県 東松山市,1512.5,28.32,18351734,1.54
2020100000,2020年度,11214,埼玉県 春日部市,3512.6,29.881,44837333,1.1
2020100000,2020年度,11215,埼玉県 狭山市,3369.6,32.052,28237351,1.74
2020100000,2020年度,11216,埼玉県 羽生市,903.5,29.929,11486580,3.09
2020100000,2020年度,11217,埼玉県 鴻巣市,1738.5,29.953,24817603,2.74
2020100000,2020年度,11218,埼玉県 深谷市,1051.6,28.939,30550324,7.33
2020100000,2020年度,11219,埼玉県 上尾市,5224.2,26.975,39453163,0.72
2020100000,2020年度,11221,埼玉県 草加市,9042.4,24.834,45381755,0.49
2020100000,2020年度,11222,埼玉県 越谷市,5683.3,25.503,62827355,0.67
2020100000,2020年度,11223,埼玉県 蕨市,14536.8,23.218,14867043,0.2
2020100000,2020年度,11224,埼玉県 戸田市,7746,16.37,31140987,0.14
2020100000,2020年度,11225,埼玉県 入間市,3870.6,29.47,26659819,1.08
2020100000,2020年度,11227,埼玉県 朝霞市,7764.6,19.515,25585443,0.57
2020100000,2020年度,11228,埼玉県 志木市,8325.5,24.804,14602487,0.51
2020100000,2020年度,11229,埼玉県 和光市,7635.4,17.907,16440086,0.7
2020100000,2020年度,11230,埼玉県 新座市,7725.3,25.407,30418297,0.95
2020100000,2020年度,11231,埼玉県 桶川市,3049.7,29.601,14660683,1.27
2020100000,2020年度,11232,埼玉県 久喜市,1832.3,30.613,31301335,2.19
2020100000,2020年度,11233,埼玉県 北本市,3422.6,32.489,13019673,1.51
2020100000,2020年度,11234,埼玉県 八潮市,5181.1,22.796,18374811,0.81
2020100000,2020年度,11235,埼玉県 富士見市,5681,24.29,20838879,1.34
2020100000,2020年度,11237,埼玉県 三郷市,4717.7,27.157,27400188,0.97
2020100000,2020年度,11238,埼玉県 蓮田市,2362.6,32.362,12717694,2.07
2020100000,2020年度,11239,埼玉県 坂戸市,2503.7,29.354,19131300,1.22
2020100000,2020年度,11240,埼玉県 幸手市,1476,35.22,10552034,2.16
2020100000,2020年度,11241,埼玉県 鶴ヶ島市,4186.1,28.867,13406215,1.01
2020100000,2020年度,11242,埼玉県 日高市,1534.2,32.922,11434518,2.41
2020100000,2020年度,11243,埼玉県 吉川市,2274.9,24.056,13400970,1.37
2020100000,2020年度,11245,埼玉県 ふじみ野市,7927.2,25.808,22695122,0.9
2020100000,2020年度,11246,埼玉県 白岡市,2126,27.956,10243692,1.88
2020100000,2020年度,11301,埼玉県 伊奈町,3193.8,24.353,8303224,1.39
2020100000,2020年度,11324,埼玉県 三芳町,2765,29.999,8592509,3.33
2020100000,2020年度,11326,埼玉県 毛呂山町,1815.5,32.783,6963951,1.35
2020100000,2020年度,11327,埼玉県 越生町,853,36.123,3121534,2.54
2020100000,2020年度,11341,埼玉県 滑川町,900.6,23.368,4528926,3.3
2020100000,2020年度,11342,埼玉県 嵐山町,873.9,32.802,4402694,2.81
2020100000,2020年度,11343,埼玉県 小川町,1045.2,38.89,6613123,2.55
2020100000,2020年度,11346,埼玉県 川島町,465.5,35.969,5329638,5.87
2020100000,2020年度,11347,埼玉県 吉見町,501.4,33.784,4915206,5.84
2020100000,2020年度,11348,埼玉県 鳩山町,825.8,45.914,3707973,2.8
2020100000,2020年度,11349,埼玉県 ときがわ町,628.9,38.824,3922826,3.71
2020100000,2020年度,11361,埼玉県 横瀬町,936.5,34.002,2505647,3.66
2020100000,2020年度,11362,埼玉県 皆野町,542.1,38.465,2982655,3.97
2020100000,2020年度,11363,埼玉県 長瀞町,769.2,39.621,2348786,3.69
2020100000,2020年度,11365,埼玉県 小鹿野町,371.4,38.873,4451568,6.02
2020100000,2020年度,11369,埼玉県 東秩父村,365.1,46.549,1493955,5.48
2020100000,2020年度,11381,埼玉県 美里町,428.5,33.699,3330990,8.22
2020100000,2020年度,11383,埼玉県 神川町,499.8,32.794,4232024,7.97
2020100000,2020年度,11385,埼玉県 上里町,1042,27.426,6259368,5.95
2020100000,2020年度,11408,埼玉県 寄居町,808.3,33.681,7580806,4.05
2020100000,2020年度,11442,埼玉県 宮代町,2179.1,32.138,6944050,1.89
2020100000,2020年度,11464,埼玉県 杉戸町,1462,32.857,9061067,2.78
2020100000,2020年度,11465,埼玉県 松伏町,1747,29.735,5997354,1.61
2020100000,2020年度,12100,千葉県 千葉市,4564.6,25.639,254976902,0.7
2020100000,2020年度,12101,千葉県 千葉市 中央区,5170.6,21.571,-,0.34
2020100000,2020年度,12102,千葉県 千葉市 花見川区,5866,27.62,-,0.63
2020100000,2020年度,12103,千葉県 千葉市 稲毛区,8451.7,26.015,-,0.44
2020100000,2020年度,12104,千葉県 千葉市 若葉区,2560.4,30.416,-,1.38
2020100000,2020年度,12105,千葉県 千葉市 緑区,2888.2,22.972,-,1.51
2020100000,2020年度,12106,千葉県 千葉市 美浜区,7025.7,26.26,-,0.17
2020100000,2020年度,12202,千葉県 銚子市,840.3,37.742,14748118,10.55
2020100000,2020年度,12203,千葉県 市川市,8834.5,20.81,91676215,0.52
2020100000,2020年度,12204,千葉県 船橋市,7828.9,23.763,119445097,0.77
2020100000,2020年度,12205,千葉県 館山市,728,39.275,11246540,7.08
2020100000,2020年度,12206,千葉県 木更津市,1424.9,27.444,26723918,2.4
2020100000,2020年度,12207,千葉県 松戸市,8373.6,25.61,90471061,0.69
2020100000,2020年度,12208,千葉県 野田市,1592.1,30.825,31210506,1.79
2020100000,2020年度,12210,千葉県 茂原市,1047,33.157,18752687,3.21
2020100000,2020年度,12211,千葉県 成田市,802.5,23.59,39256946,3.71
2020100000,2020年度,12212,千葉県 佐倉市,2055.1,32.594,30859706,1.58
2020100000,2020年度,12213,千葉県 東金市,813.8,29.48,12965499,5.41
2020100000,2020年度,12215,千葉県 旭市,542,31.129,18057203,17.12
2020100000,2020年度,12216,千葉県 習志野市,8430.5,22.976,33586294,0.38
2020100000,2020年度,12217,千葉県 柏市,4057,25.843,81265849,1.1
2020100000,2020年度,12218,千葉県 勝浦市,470.3,43.067,5317606,8.74
2020100000,2020年度,12219,千葉県 市原市,1153.9,29.185,55103259,1.62
2020100000,2020年度,12220,千葉県 流山市,6130.3,23.041,34129636,0.72
2020100000,2020年度,12221,千葉県 八千代市,4365.4,25.309,34606764,1.05
2020100000,2020年度,12222,千葉県 我孫子市,3264.4,30.556,24403044,1.26
2020100000,2020年度,12223,千葉県 鴨川市,449.3,38.532,9775013,8.1
2020100000,2020年度,12224,千葉県 鎌ケ谷市,5461.1,28.643,20184415,1.56
2020100000,2020年度,12225,千葉県 君津市,732.7,32.073,20169461,3.58
2020100000,2020年度,12226,千葉県 富津市,526.3,37.956,11789252,5.52
2020100000,2020年度,12227,千葉県 浦安市,9905.3,17.49,47033749,0.15
2020100000,2020年度,12228,千葉県 四街道市,3262.8,28.924,16778642,1.11
2020100000,2020年度,12229,千葉県 袖ケ浦市,852.2,26.7,15373980,3.69
2020100000,2020年度,12230,千葉県 八街市,1069.2,31.001,13661057,7.53
2020100000,2020年度,12231,千葉県 印西市,1019.8,23.095,22907364,3.08
2020100000,2020年度,12232,千葉県 白井市,2020.1,27.387,12188587,3.35
2020100000,2020年度,12233,千葉県 富里市,1060.2,28.22,9700034,7.43
2020100000,2020年度,12234,千葉県 南房総市,336.1,47.152,14370193,17.04
2020100000,2020年度,12235,千葉県 匝瑳市,403.9,35.905,9790773,13.69
2020100000,2020年度,12236,千葉県 香取市,345.1,36.844,20335898,10.56
2020100000,2020年度,12237,千葉県 山武市,453.9,35.771,14024965,11
2020100000,2020年度,12238,千葉県 いすみ市,391,42.384,11067108,7.69
2020100000,2020年度,12239,千葉県 大網白里市,982.4,32.766,10093747,4.52
2020100000,2020年度,12322,千葉県 酒々井町,1447.7,32.827,4510890,2.88
2020100000,2020年度,12329,千葉県 栄町,694,38.953,4660886,4.14
2020100000,2020年度,12342,千葉県 神崎町,367.4,34.577,2030928,6.34
2020100000,2020年度,12347,千葉県 多古町,252.8,37.11,4553089,18.49
2020100000,2020年度,12349,千葉県 東庄町,317.7,39.212,3821480,14.95
2020100000,2020年度,12403,千葉県 九十九里町,624,40.44,4031321,6.28
2020100000,2020年度,12409,千葉県 芝山町,228.7,37.381,3122392,20.85
2020100000,2020年度,12410,千葉県 横芝光町,385.7,37.576,6700349,11.09
2020100000,2020年度,12421,千葉県 一宮町,703.5,32.697,3108814,7.31
2020100000,2020年度,12422,千葉県 睦沢町,302.9,42.056,2436720,8.42
2020100000,2020年度,12423,千葉県 長生村,519.9,34.34,3775109,5.48
2020100000,2020年度,12424,千葉県 白子町,400,40.388,3235718,12.5
2020100000,2020年度,12426,千葉県 長柄町,273.4,44.041,2682990,9.13
2020100000,2020年度,12427,千葉県 長南町,206.4,44.665,3234339,7.5
2020100000,2020年度,12441,千葉県 大多喜町,215.9,43.703,3393805,7.56
2020100000,2020年度,12443,千葉県 御宿町,606.7,51.935,2467840,5.13
2020100000,2020年度,12463,千葉県 鋸南町,358.6,48.062,2943334,14.66
2020100000,2020年度,13101,東京都 千代田区,5718.7,16.275,33349959,0.02
2020100000,2020年度,13102,東京都 中央区,16569.9,14.59,54629684,0.08
2020100000,2020年度,13103,東京都 港区,12787.7,16.333,99581898,0.07
2020100000,2020年度,13104,東京都 新宿区,19175.9,18.085,89285438,0.09
2020100000,2020年度,13105,東京都 文京区,21263.9,17.503,61226043,0.07
2020100000,2020年度,13106,東京都 台東区,20914.3,22.469,55342710,0.06
2020100000,2020年度,13107,東京都 墨田区,19759.3,22.092,71383569,0.08
2020100000,2020年度,13108,東京都 江東区,12196.1,20.98,126191212,0.09
2020100000,2020年度,13109,東京都 品川区,18497.7,18.825,102008510,0.09
2020100000,2020年度,13110,東京都 目黒区,19637.9,19.373,69425880,0.16
2020100000,2020年度,13111,東京都 大田区,12093.1,21.636,165464119,0.13
2020100000,2020年度,13112,東京都 世田谷区,16256.1,20.139,199534753,0.3
2020100000,2020年度,13113,東京都 渋谷区,16140.5,16.918,65345124,0.08
2020100000,2020年度,13114,東京都 中野区,22121.9,19.102,79199436,0.11
2020100000,2020年度,13115,東京都 杉並区,17354.9,19.806,125014524,0.18
2020100000,2020年度,13116,東京都 豊島区,23182.1,19.41,72258719,0.1
2020100000,2020年度,13117,東京都 北区,17235,24.6,88767631,0.07
2020100000,2020年度,13118,東京都 荒川区,21405,23.18,61252285,0.11
2020100000,2020年度,13119,東京都 板橋区,18140.4,22.687,130061004,0.13
2020100000,2020年度,13120,東京都 練馬区,15653.2,21.166,169566390,0.36
2020100000,2020年度,13121,東京都 足立区,13052.5,24.496,166939889,0.2
2020100000,2020年度,13122,東京都 葛飾区,13019.9,24.695,118979467,0.21
2020100000,2020年度,13123,東京都 江戸川区,13986.6,20.885,164986042,0.23
2020100000,2020年度,13201,東京都 八王子市,5359.4,26.496,110243791,0.65
2020100000,2020年度,13202,東京都 立川市,7548.6,24.798,41923685,0.9
2020100000,2020年度,13203,東京都 武蔵野市,13674.8,21.129,43057331,0.37
2020100000,2020年度,13204,東京都 三鷹市,11914.1,21.302,40424399,0.76
2020100000,2020年度,13205,東京都 青梅市,3453.2,31.821,27017841,1.12
2020100000,2020年度,13206,東京都 府中市,8929.3,21.601,56311257,0.65
2020100000,2020年度,13207,東京都 昭島市,6613.4,26.33,21940734,0.6
2020100000,2020年度,13208,東京都 調布市,11305.4,20.78,50981656,0.58
2020100000,2020年度,13209,東京都 町田市,6752.5,27.018,80743860,0.73
2020100000,2020年度,13210,東京都 小金井市,11206.6,20.298,23232461,0.56
2020100000,2020年度,13211,東京都 小平市,9718.3,22.673,36910096,0.76
2020100000,2020年度,13212,東京都 日野市,7172.7,23.972,35700197,0.6
2020100000,2020年度,13213,東京都 東村山市,9291,26.841,29864604,0.81
2020100000,2020年度,13214,東京都 国分寺市,11337,21.033,25362588,0.78
2020100000,2020年度,13215,東京都 国立市,9510.5,23.011,15897996,0.65
2020100000,2020年度,13218,東京都 福生市,5669.7,26.86,11852054,0.52
2020100000,2020年度,13219,東京都 狛江市,13287.1,23.547,16363537,0.77
2020100000,2020年度,13220,東京都 東大和市,7359.7,27.321,17286421,0.71
2020100000,2020年度,13221,東京都 清瀬市,7515.6,28.189,15656677,1.46
2020100000,2020年度,13222,東京都 東久留米市,9062.2,28.407,23214757,1.03
2020100000,2020年度,13223,東京都 武蔵村山市,5208,26.609,14273046,1.39
2020100000,2020年度,13224,東京都 多摩市,7116.3,28.977,31128105,0.53
2020100000,2020年度,13225,東京都 稲城市,6052.7,21.564,18191145,1.05
2020100000,2020年度,13227,東京都 羽村市,5526.6,27.11,11588578,0.84
2020100000,2020年度,13228,東京都 あきる野市,2702.5,30.006,17047657,1.72
2020100000,2020年度,13229,東京都 西東京市,13251.6,23.36,39829725,0.61
2020100000,2020年度,13303,東京都 瑞穂町,2257.6,29.961,7129431,1.88
2020100000,2020年度,13305,東京都 日の出町,1880,38.554,4438075,2.09
2020100000,2020年度,13307,東京都 檜原村,253.5,52.821,1490694,3.74
2020100000,2020年度,13308,東京都 奥多摩町,360.4,50.737,2714118,3.41
2020100000,2020年度,13361,東京都 大島町,161.4,38.201,3490036,6.25
2020100000,2020年度,13362,東京都 利島村,233.6,24.465,365935,16.17
2020100000,2020年度,13363,東京都 新島村,272.4,39.615,1771877,4.07
2020100000,2020年度,13364,東京都 神津島村,428.4,31.644,1197925,12.58
2020100000,2020年度,13381,東京都 三宅村,161.3,39.331,1712264,6.18
2020100000,2020年度,13382,東京都 御蔵島村,142.3,17.957,382662,1.4
2020100000,2020年度,13401,東京都 八丈町,216.1,39.776,3723007,13.27
2020100000,2020年度,13402,東京都 青ヶ島村,71.9,18.343,255449,3.82
2020100000,2020年度,13421,東京都 小笠原村,52.9,14.1,1917450,9.91
2020100000,2020年度,14100,神奈川県 横浜市,9437.8,24.37,957786462,0.44
2020100000,2020年度,14101,神奈川県 横浜市 鶴見区,9076.5,20.616,-,0.19
2020100000,2020年度,14102,神奈川県 横浜市 神奈川区,10864.1,21.142,-,0.48
2020100000,2020年度,14103,神奈川県 横浜市 西区,15033.7,18.926,-,0.08
2020100000,2020年度,14104,神奈川県 横浜市 中区,7236.5,22.496,-,0.13
2020100000,2020年度,14105,神奈川県 横浜市 南区,16513.1,26.291,-,0.17
2020100000,2020年度,14106,神奈川県 横浜市 保土ケ谷区,10469.1,25.951,-,0.37
2020100000,2020年度,14107,神奈川県 横浜市 磯子区,9871.6,27.021,-,0.23
2020100000,2020年度,14108,神奈川県 横浜市 金沢区,7642.7,29.524,-,0.41
2020100000,2020年度,14109,神奈川県 横浜市 港北区,12157.7,19.226,-,0.44
2020100000,2020年度,14110,神奈川県 横浜市 戸塚区,8952.6,25.55,-,0.53
2020100000,2020年度,14111,神奈川県 横浜市 港南区,11529.1,28.58,-,0.29
2020100000,2020年度,14112,神奈川県 横浜市 旭区,8536.7,29.671,-,0.43
2020100000,2020年度,14113,神奈川県 横浜市 緑区,8587.3,24.373,-,0.71
2020100000,2020年度,14114,神奈川県 横浜市 瀬谷区,7663.9,28.199,-,0.68
2020100000,2020年度,14115,神奈川県 横浜市 栄区,7965.1,31.155,-,0.56
2020100000,2020年度,14116,神奈川県 横浜市 泉区,6964.3,28.999,-,1.01
2020100000,2020年度,14117,神奈川県 横浜市 青葉区,9471.4,21.916,-,0.47
2020100000,2020年度,14118,神奈川県 横浜市 都筑区,8082.4,18.124,-,0.85
2020100000,2020年度,14130,神奈川県 川崎市,11283.4,19.577,384273580,0.37
2020100000,2020年度,14131,神奈川県 川崎市 川崎区,5893.4,21.338,-,0.08
2020100000,2020年度,14132,神奈川県 川崎市 幸区,17094.8,21.414,-,0.14
2020100000,2020年度,14133,神奈川県 川崎市 中原区,17962.1,14.916,-,0.17
2020100000,2020年度,14134,神奈川県 川崎市 高津区,15226,18.389,-,0.42
2020100000,2020年度,14135,神奈川県 川崎市 多摩区,11645.7,19.24,-,0.54
2020100000,2020年度,14136,神奈川県 川崎市 宮前区,13272.5,20.127,-,0.66
2020100000,2020年度,14137,神奈川県 川崎市 麻生区,9008.2,23.615,-,0.64
2020100000,2020年度,14150,神奈川県 相模原市,5179.9,25.532,175892022,0.59
2020100000,2020年度,14151,神奈川県 相模原市 緑区,2487,28.02,-,0.95
2020100000,2020年度,14152,神奈川県 相模原市 中央区,7569.8,24.373,-,0.46
2020100000,2020年度,14153,神奈川県 相模原市 南区,7940.5,25.156,-,0.49
2020100000,2020年度,14201,神奈川県 横須賀市,5477.5,32.14,84535230,0.9
2020100000,2020年度,14203,神奈川県 平塚市,4110.4,28.059,50050592,1.45
2020100000,2020年度,14204,神奈川県 鎌倉市,6439.6,30.906,37621530,0.7
2020100000,2020年度,14205,神奈川県 藤沢市,6848,24.38,87347528,1.01
2020100000,2020年度,14206,神奈川県 小田原市,2647.3,29.964,38782679,2.38
2020100000,2020年度,14207,神奈川県 茅ヶ崎市,7408,26.768,43048383,0.81
2020100000,2020年度,14208,神奈川県 逗子市,6697.2,31.455,12490721,0.43
2020100000,2020年度,14210,神奈川県 三浦市,1616.8,40.785,10187107,10.8
2020100000,2020年度,14211,神奈川県 秦野市,3275,29.868,30554958,1.77
2020100000,2020年度,14212,神奈川県 厚木市,3321.5,25.713,52981726,1.2
2020100000,2020年度,14213,神奈川県 大和市,9241.5,23.705,43021259,0.46
2020100000,2020年度,14214,神奈川県 伊勢原市,2931.5,26.114,19761297,2.19
2020100000,2020年度,14215,神奈川県 海老名市,5234.5,24.777,25913867,1.11
2020100000,2020年度,14216,神奈川県 座間市,7961.8,25.421,24488939,0.54
2020100000,2020年度,14217,神奈川県 南足柄市,1629.7,32.908,9034155,2.74
2020100000,2020年度,14218,神奈川県 綾瀬市,4081.4,27.631,16618470,1.14
2020100000,2020年度,14301,神奈川県 葉山町,3833.5,31.805,7222183,1.04
2020100000,2020年度,14321,神奈川県 寒川町,3693.5,27.405,9835919,1.84
2020100000,2020年度,14341,神奈川県 大磯町,2578.2,34.308,7041730,2.07
2020100000,2020年度,14342,神奈川県 二宮町,3655.7,35.126,5930262,1.64
2020100000,2020年度,14361,神奈川県 中井町,694.5,35.516,3018513,7.47
2020100000,2020年度,14362,神奈川県 大井町,1561.4,28.974,4096512,3.46
2020100000,2020年度,14363,神奈川県 松田町,1174,33.693,3024979,2.46
2020100000,2020年度,14364,神奈川県 山北町,371.3,39.678,3477460,5.98
2020100000,2020年度,14366,神奈川県 開成町,2798.3,26.013,4076157,2.07
2020100000,2020年度,14382,神奈川県 箱根町,651.3,36.483,5826737,1.1
2020100000,2020年度,14383,神奈川県 真鶴町,1926.1,43.484,2289017,2.83
2020100000,2020年度,14384,神奈川県 湯河原町,2259,42.521,5772952,2.94
2020100000,2020年度,14401,神奈川県 愛川町,2087.4,29.966,8667121,1.63
2020100000,2020年度,14402,神奈川県 清川村,402.9,37.228,1689555,4.02
2020100000,2020年度,15100,新潟県 新潟市,1177.1,29.266,233709954,3.08
2020100000,2020年度,15101,新潟県 新潟市 北区,695,30.916,-,4.25
2020100000,2020年度,15102,新潟県 新潟市 東区,3485.8,28.873,-,0.79
2020100000,2020年度,15103,新潟県 新潟市 中央区,5029.1,25.789,-,0.51
2020100000,2020年度,15104,新潟県 新潟市 江南区,901.2,30.152,-,4.56
2020100000,2020年度,15105,新潟県 新潟市 秋葉区,930.8,31.82,-,3.67
2020100000,2020年度,15106,新潟県 新潟市 南区,430.5,31.441,-,9.64
2020100000,2020年度,15107,新潟県 新潟市 西区,1770.5,28.714,-,2.66
2020100000,2020年度,15108,新潟県 新潟市 西蒲区,379.8,34.804,-,7.93
2020100000,2020年度,15202,新潟県 長岡市,588.8,31.233,70553506,3.36
2020100000,2020年度,15204,新潟県 三条市,632.8,33.028,26283237,4.05
2020100000,2020年度,15205,新潟県 柏崎市,528.7,33.606,24156906,2.85
2020100000,2020年度,15206,新潟県 新発田市,373.9,32.284,26571791,5.9
2020100000,2020年度,15208,新潟県 小千谷市,378.2,35.465,10251557,6.11
2020100000,2020年度,15209,新潟県 加茂市,665.3,36.775,7221072,6.81
2020100000,2020年度,15210,新潟県 十日町市,260.2,39.819,19743426,10.89
2020100000,2020年度,15211,新潟県 見附市,785.5,32.977,9922104,3.56
2020100000,2020年度,15212,新潟県 村上市,237.5,39.394,22041079,8.88
2020100000,2020年度,15213,新潟県 燕市,739.4,31.165,20633219,3.6
2020100000,2020年度,15216,新潟県 糸魚川市,299.5,39.975,15992147,5.07
2020100000,2020年度,15217,新潟県 妙高市,251.7,37.254,12173659,5.37
2020100000,2020年度,15218,新潟県 五泉市,311.1,35.996,14026284,8.55
2020100000,2020年度,15222,新潟県 上越市,437.3,32.683,57113046,4.35
2020100000,2020年度,15223,新潟県 阿賀野市,338.7,34.428,12897729,8.71
2020100000,2020年度,15224,新潟県 佐渡市,212.7,42.583,26167516,17.93
2020100000,2020年度,15225,新潟県 魚沼市,218.7,37.407,15987913,8.87
2020100000,2020年度,15226,新潟県 南魚沼市,280.8,33.529,19866412,11.97
2020100000,2020年度,15227,新潟県 胎内市,273.5,35.996,9429881,9.26
2020100000,2020年度,15307,新潟県 聖籠町,403.8,26.061,4842464,6.9
2020100000,2020年度,15342,新潟県 弥彦村,447.4,32.07,2632483,7.05
2020100000,2020年度,15361,新潟県 田上町,551.2,37.659,3318877,5.95
2020100000,2020年度,15385,新潟県 阿賀町,55.3,49.614,7924513,7.97
2020100000,2020年度,15405,新潟県 出雲崎町,300.2,43.837,2188906,9.21
2020100000,2020年度,15461,新潟県 湯沢町,125.5,38.084,4148905,3.22
