調査年 コード,調査年,地域 コード,地域,C3107_耕地面積【ｈａ】
2015100000,2015年度,30362,和歌山県 広川町,681
2015100000,2015年度,30366,和歌山県 有田川町,3170
2015100000,2015年度,30381,和歌山県 美浜町,203
2015100000,2015年度,30382,和歌山県 日高町,544
2015100000,2015年度,30383,和歌山県 由良町,369
2015100000,2015年度,30390,和歌山県 印南町,951
2015100000,2015年度,30391,和歌山県 みなべ町,2460
2015100000,2015年度,30392,和歌山県 日高川町,1050
2015100000,2015年度,30401,和歌山県 白浜町,688
2015100000,2015年度,30404,和歌山県 上富田町,681
2015100000,2015年度,30406,和歌山県 すさみ町,205
2015100000,2015年度,30421,和歌山県 那智勝浦町,335
2015100000,2015年度,30422,和歌山県 太地町,17
2015100000,2015年度,30424,和歌山県 古座川町,139
2015100000,2015年度,30427,和歌山県 北山村,15
2015100000,2015年度,30428,和歌山県 串本町,244
2015100000,2015年度,31201,鳥取県 鳥取市,7040
2015100000,2015年度,31202,鳥取県 米子市,2990
2015100000,2015年度,31203,鳥取県 倉吉市,3900
2015100000,2015年度,31204,鳥取県 境港市,382
2015100000,2015年度,31302,鳥取県 岩美町,879
2015100000,2015年度,31325,鳥取県 若桜町,339
2015100000,2015年度,31328,鳥取県 智頭町,548
2015100000,2015年度,31329,鳥取県 八頭町,1800
2015100000,2015年度,31364,鳥取県 三朝町,808
2015100000,2015年度,31370,鳥取県 湯梨浜町,1310
2015100000,2015年度,31371,鳥取県 琴浦町,2870
2015100000,2015年度,31372,鳥取県 北栄町,2190
2015100000,2015年度,31384,鳥取県 日吉津村,140
2015100000,2015年度,31386,鳥取県 大山町,4000
2015100000,2015年度,31389,鳥取県 南部町,1220
2015100000,2015年度,31390,鳥取県 伯耆町,1660
2015100000,2015年度,31401,鳥取県 日南町,1510
2015100000,2015年度,31402,鳥取県 日野町,408
2015100000,2015年度,31403,鳥取県 江府町,755
2015100000,2015年度,32201,島根県 松江市,4620
2015100000,2015年度,32202,島根県 浜田市,2430
2015100000,2015年度,32203,島根県 出雲市,7920
2015100000,2015年度,32204,島根県 益田市,2220
2015100000,2015年度,32205,島根県 大田市,2580
2015100000,2015年度,32206,島根県 安来市,4000
2015100000,2015年度,32207,島根県 江津市,635
2015100000,2015年度,32209,島根県 雲南市,3630
2015100000,2015年度,32343,島根県 奥出雲町,2630
2015100000,2015年度,32386,島根県 飯南町,1180
2015100000,2015年度,32441,島根県 川本町,389
2015100000,2015年度,32448,島根県 美郷町,665
2015100000,2015年度,32449,島根県 邑南町,1940
2015100000,2015年度,32501,島根県 津和野町,837
2015100000,2015年度,32505,島根県 吉賀町,879
2015100000,2015年度,32525,島根県 海士町,197
2015100000,2015年度,32526,島根県 西ノ島町,38
2015100000,2015年度,32527,島根県 知夫村,16
2015100000,2015年度,32528,島根県 隠岐の島町,670
2015100000,2015年度,33100,岡山県 岡山市,13500
2015100000,2015年度,33101,岡山県 岡山市 北区,-
2015100000,2015年度,33102,岡山県 岡山市 中区,-
2015100000,2015年度,33103,岡山県 岡山市 東区,-
2015100000,2015年度,33104,岡山県 岡山市 南区,-
2015100000,2015年度,33202,岡山県 倉敷市,4280
2015100000,2015年度,33203,岡山県 津山市,5750
2015100000,2015年度,33204,岡山県 玉野市,949
2015100000,2015年度,33205,岡山県 笠岡市,2060
2015100000,2015年度,33207,岡山県 井原市,2460
2015100000,2015年度,33208,岡山県 総社市,2490
2015100000,2015年度,33209,岡山県 高梁市,3130
2015100000,2015年度,33210,岡山県 新見市,3020
2015100000,2015年度,33211,岡山県 備前市,864
2015100000,2015年度,33212,岡山県 瀬戸内市,2560
2015100000,2015年度,33213,岡山県 赤磐市,2610
2015100000,2015年度,33214,岡山県 真庭市,5660
2015100000,2015年度,33215,岡山県 美作市,3140
2015100000,2015年度,33216,岡山県 浅口市,960
2015100000,2015年度,33346,岡山県 和気町,1030
2015100000,2015年度,33423,岡山県 早島町,161
2015100000,2015年度,33445,岡山県 里庄町,141
2015100000,2015年度,33461,岡山県 矢掛町,1130
2015100000,2015年度,33586,岡山県 新庄村,192
2015100000,2015年度,33606,岡山県 鏡野町,1860
2015100000,2015年度,33622,岡山県 勝央町,1220
2015100000,2015年度,33623,岡山県 奈義町,940
2015100000,2015年度,33643,岡山県 西粟倉村,146
2015100000,2015年度,33663,岡山県 久米南町,1190
2015100000,2015年度,33666,岡山県 美咲町,2200
2015100000,2015年度,33681,岡山県 吉備中央町,2720
2015100000,2015年度,34100,広島県 広島市,2790
2015100000,2015年度,34101,広島県 広島市 中区,-
2015100000,2015年度,34102,広島県 広島市 東区,-
2015100000,2015年度,34103,広島県 広島市 南区,-
2015100000,2015年度,34104,広島県 広島市 西区,-
2015100000,2015年度,34105,広島県 広島市 安佐南区,-
2015100000,2015年度,34106,広島県 広島市 安佐北区,-
2015100000,2015年度,34107,広島県 広島市 安芸区,-
2015100000,2015年度,34108,広島県 広島市 佐伯区,-
2015100000,2015年度,34202,広島県 呉市,2490
2015100000,2015年度,34203,広島県 竹原市,635
2015100000,2015年度,34204,広島県 三原市,4510
2015100000,2015年度,34205,広島県 尾道市,3260
2015100000,2015年度,34207,広島県 福山市,3950
2015100000,2015年度,34208,広島県 府中市,973
2015100000,2015年度,34209,広島県 三次市,5920
2015100000,2015年度,34210,広島県 庄原市,7250
2015100000,2015年度,34211,広島県 大竹市,141
2015100000,2015年度,34212,広島県 東広島市,7380
2015100000,2015年度,34213,広島県 廿日市市,855
2015100000,2015年度,34214,広島県 安芸高田市,4380
2015100000,2015年度,34215,広島県 江田島市,645
2015100000,2015年度,34302,広島県 府中町,8
2015100000,2015年度,34304,広島県 海田町,58
2015100000,2015年度,34307,広島県 熊野町,251
2015100000,2015年度,34309,広島県 坂町,33
2015100000,2015年度,34368,広島県 安芸太田町,588
2015100000,2015年度,34369,広島県 北広島町,3750
2015100000,2015年度,34431,広島県 大崎上島町,671
2015100000,2015年度,34462,広島県 世羅町,3350
2015100000,2015年度,34545,広島県 神石高原町,2170
2015100000,2015年度,35201,山口県 下関市,7700
2015100000,2015年度,35202,山口県 宇部市,2690
2015100000,2015年度,35203,山口県 山口市,9220
2015100000,2015年度,35204,山口県 萩市,4600
2015100000,2015年度,35206,山口県 防府市,2260
2015100000,2015年度,35207,山口県 下松市,386
2015100000,2015年度,35208,山口県 岩国市,3270
2015100000,2015年度,35210,山口県 光市,909
2015100000,2015年度,35211,山口県 長門市,3370
2015100000,2015年度,35212,山口県 柳井市,1790
2015100000,2015年度,35213,山口県 美祢市,3860
2015100000,2015年度,35215,山口県 周南市,2940
2015100000,2015年度,35216,山口県 山陽小野田市,1440
2015100000,2015年度,35305,山口県 周防大島町,1770
2015100000,2015年度,35321,山口県 和木町,13
2015100000,2015年度,35341,山口県 上関町,89
2015100000,2015年度,35343,山口県 田布施町,842
2015100000,2015年度,35344,山口県 平生町,506
2015100000,2015年度,35502,山口県 阿武町,797
2015100000,2015年度,36201,徳島県 徳島市,3270
2015100000,2015年度,36202,徳島県 鳴門市,1890
2015100000,2015年度,36203,徳島県 小松島市,1580
2015100000,2015年度,36204,徳島県 阿南市,4850
2015100000,2015年度,36205,徳島県 吉野川市,1680
2015100000,2015年度,36206,徳島県 阿波市,3770
2015100000,2015年度,36207,徳島県 美馬市,2140
2015100000,2015年度,36208,徳島県 三好市,1450
2015100000,2015年度,36301,徳島県 勝浦町,737
2015100000,2015年度,36302,徳島県 上勝町,200
2015100000,2015年度,36321,徳島県 佐那河内村,367
2015100000,2015年度,36341,徳島県 石井町,1200
2015100000,2015年度,36342,徳島県 神山町,565
2015100000,2015年度,36368,徳島県 那賀町,766
2015100000,2015年度,36383,徳島県 牟岐町,204
2015100000,2015年度,36387,徳島県 美波町,412
2015100000,2015年度,36388,徳島県 海陽町,821
2015100000,2015年度,36401,徳島県 松茂町,331
2015100000,2015年度,36402,徳島県 北島町,227
2015100000,2015年度,36403,徳島県 藍住町,563
2015100000,2015年度,36404,徳島県 板野町,729
2015100000,2015年度,36405,徳島県 上板町,927
2015100000,2015年度,36468,徳島県 つるぎ町,643
2015100000,2015年度,36489,徳島県 東みよし町,824
2015100000,2015年度,37201,香川県 高松市,6230
2015100000,2015年度,37202,香川県 丸亀市,2800
2015100000,2015年度,37203,香川県 坂出市,1480
2015100000,2015年度,37204,香川県 善通寺市,1250
2015100000,2015年度,37205,香川県 観音寺市,2870
2015100000,2015年度,37206,香川県 さぬき市,2460
2015100000,2015年度,37207,香川県 東かがわ市,1560
2015100000,2015年度,37208,香川県 三豊市,4760
2015100000,2015年度,37322,香川県 土庄町,541
2015100000,2015年度,37324,香川県 小豆島町,311
2015100000,2015年度,37341,香川県 三木町,1460
2015100000,2015年度,37364,香川県 直島町,12
2015100000,2015年度,37386,香川県 宇多津町,97
2015100000,2015年度,37387,香川県 綾川町,2140
2015100000,2015年度,37403,香川県 琴平町,253
2015100000,2015年度,37404,香川県 多度津町,551
2015100000,2015年度,37406,香川県 まんのう町,2270
2015100000,2015年度,38201,愛媛県 松山市,6380
2015100000,2015年度,38202,愛媛県 今治市,5020
2015100000,2015年度,38203,愛媛県 宇和島市,5150
2015100000,2015年度,38204,愛媛県 八幡浜市,3080
2015100000,2015年度,38205,愛媛県 新居浜市,950
2015100000,2015年度,38206,愛媛県 西条市,5830
2015100000,2015年度,38207,愛媛県 大洲市,3300
2015100000,2015年度,38210,愛媛県 伊予市,2670
2015100000,2015年度,38213,愛媛県 四国中央市,2000
2015100000,2015年度,38214,愛媛県 西予市,4800
2015100000,2015年度,38215,愛媛県 東温市,1450
2015100000,2015年度,38356,愛媛県 上島町,275
2015100000,2015年度,38386,愛媛県 久万高原町,1210
2015100000,2015年度,38401,愛媛県 松前町,867
2015100000,2015年度,38402,愛媛県 砥部町,880
2015100000,2015年度,38422,愛媛県 内子町,1800
2015100000,2015年度,38442,愛媛県 伊方町,1670
2015100000,2015年度,38484,愛媛県 松野町,519
2015100000,2015年度,38488,愛媛県 鬼北町,1140
2015100000,2015年度,38506,愛媛県 愛南町,1410
2015100000,2015年度,39201,高知県 高知市,2660
2015100000,2015年度,39202,高知県 室戸市,708
2015100000,2015年度,39203,高知県 安芸市,1050
2015100000,2015年度,39204,高知県 南国市,2580
2015100000,2015年度,39205,高知県 土佐市,1530
2015100000,2015年度,39206,高知県 須崎市,845
2015100000,2015年度,39208,高知県 宿毛市,1230
2015100000,2015年度,39209,高知県 土佐清水市,617
2015100000,2015年度,39210,高知県 四万十市,2220
2015100000,2015年度,39211,高知県 香南市,1940
2015100000,2015年度,39212,高知県 香美市,1750
2015100000,2015年度,39301,高知県 東洋町,205
2015100000,2015年度,39302,高知県 奈半利町,159
2015100000,2015年度,39303,高知県 田野町,139
2015100000,2015年度,39304,高知県 安田町,290
2015100000,2015年度,39305,高知県 北川村,229
2015100000,2015年度,39306,高知県 馬路村,71
2015100000,2015年度,39307,高知県 芸西村,313
2015100000,2015年度,39341,高知県 本山町,290
2015100000,2015年度,39344,高知県 大豊町,343
2015100000,2015年度,39363,高知県 土佐町,515
2015100000,2015年度,39364,高知県 大川村,51
2015100000,2015年度,39386,高知県 いの町,700
2015100000,2015年度,39387,高知県 仁淀川町,467
2015100000,2015年度,39401,高知県 中土佐町,537
2015100000,2015年度,39402,高知県 佐川町,896
2015100000,2015年度,39403,高知県 越知町,387
2015100000,2015年度,39405,高知県 檮原町,333
2015100000,2015年度,39410,高知県 日高村,310
2015100000,2015年度,39411,高知県 津野町,444
2015100000,2015年度,39412,高知県 四万十町,2600
2015100000,2015年度,39424,高知県 大月町,525
2015100000,2015年度,39427,高知県 三原村,355
2015100000,2015年度,39428,高知県 黒潮町,850
2015100000,2015年度,40100,福岡県 北九州市,2350
2015100000,2015年度,40101,福岡県 北九州市 門司区,-
2015100000,2015年度,40103,福岡県 北九州市 若松区,-
2015100000,2015年度,40105,福岡県 北九州市 戸畑区,-
2015100000,2015年度,40106,福岡県 北九州市 小倉北区,-
2015100000,2015年度,40107,福岡県 北九州市 小倉南区,-
2015100000,2015年度,40108,福岡県 北九州市 八幡東区,-
2015100000,2015年度,40109,福岡県 北九州市 八幡西区,-
2015100000,2015年度,40130,福岡県 福岡市,1900
2015100000,2015年度,40131,福岡県 福岡市 東区,-
2015100000,2015年度,40132,福岡県 福岡市 博多区,-
2015100000,2015年度,40133,福岡県 福岡市 中央区,-
2015100000,2015年度,40134,福岡県 福岡市 南区,-
2015100000,2015年度,40135,福岡県 福岡市 西区,-
2015100000,2015年度,40136,福岡県 福岡市 城南区,-
2015100000,2015年度,40137,福岡県 福岡市 早良区,-
2015100000,2015年度,40202,福岡県 大牟田市,1080
2015100000,2015年度,40203,福岡県 久留米市,8720
2015100000,2015年度,40204,福岡県 直方市,707
2015100000,2015年度,40205,福岡県 飯塚市,2660
2015100000,2015年度,40206,福岡県 田川市,697
2015100000,2015年度,40207,福岡県 柳川市,4050
2015100000,2015年度,40210,福岡県 八女市,6840
2015100000,2015年度,40211,福岡県 筑後市,2010
2015100000,2015年度,40212,福岡県 大川市,1330
2015100000,2015年度,40213,福岡県 行橋市,2080
2015100000,2015年度,40214,福岡県 豊前市,1830
2015100000,2015年度,40215,福岡県 中間市,281
2015100000,2015年度,40216,福岡県 小郡市,2000
2015100000,2015年度,40217,福岡県 筑紫野市,922
2015100000,2015年度,40218,福岡県 春日市,25
2015100000,2015年度,40219,福岡県 大野城市,60
2015100000,2015年度,40220,福岡県 宗像市,2160
2015100000,2015年度,40221,福岡県 太宰府市,154
2015100000,2015年度,40223,福岡県 古賀市,532
2015100000,2015年度,40224,福岡県 福津市,1220
2015100000,2015年度,40225,福岡県 うきは市,2860
2015100000,2015年度,40226,福岡県 宮若市,1780
2015100000,2015年度,40227,福岡県 嘉麻市,1990
2015100000,2015年度,40228,福岡県 朝倉市,5420
2015100000,2015年度,40229,福岡県 みやま市,4260
2015100000,2015年度,40230,福岡県 糸島市,4340
2015100000,2015年度,40231,福岡県 那珂川市,386
2015100000,2015年度,40341,福岡県 宇美町,104
2015100000,2015年度,40342,福岡県 篠栗町,233
2015100000,2015年度,40343,福岡県 志免町,69
2015100000,2015年度,40344,福岡県 須恵町,163
2015100000,2015年度,40345,福岡県 新宮町,197
2015100000,2015年度,40348,福岡県 久山町,240
2015100000,2015年度,40349,福岡県 粕屋町,279
2015100000,2015年度,40381,福岡県 芦屋町,99
2015100000,2015年度,40382,福岡県 水巻町,115
2015100000,2015年度,40383,福岡県 岡垣町,682
2015100000,2015年度,40384,福岡県 遠賀町,691
2015100000,2015年度,40401,福岡県 小竹町,152
2015100000,2015年度,40402,福岡県 鞍手町,843
2015100000,2015年度,40421,福岡県 桂川町,471
2015100000,2015年度,40447,福岡県 筑前町,2490
2015100000,2015年度,40448,福岡県 東峰村,306
2015100000,2015年度,40503,福岡県 大刀洗町,1370
2015100000,2015年度,40522,福岡県 大木町,984
2015100000,2015年度,40544,福岡県 広川町,808
2015100000,2015年度,40601,福岡県 香春町,491
2015100000,2015年度,40602,福岡県 添田町,559
2015100000,2015年度,40604,福岡県 糸田町,160
2015100000,2015年度,40605,福岡県 川崎町,472
2015100000,2015年度,40608,福岡県 大任町,306
2015100000,2015年度,40609,福岡県 赤村,397
2015100000,2015年度,40610,福岡県 福智町,825
2015100000,2015年度,40621,福岡県 苅田町,561
2015100000,2015年度,40625,福岡県 みやこ町,2510
2015100000,2015年度,40642,福岡県 吉富町,200
2015100000,2015年度,40646,福岡県 上毛町,1030
2015100000,2015年度,40647,福岡県 築上町,2030
2015100000,2015年度,41201,佐賀県 佐賀市,10900
2015100000,2015年度,41202,佐賀県 唐津市,6860
2015100000,2015年度,41203,佐賀県 鳥栖市,1340
2015100000,2015年度,41204,佐賀県 多久市,1480
2015100000,2015年度,41205,佐賀県 伊万里市,3710
2015100000,2015年度,41206,佐賀県 武雄市,3050
2015100000,2015年度,41207,佐賀県 鹿島市,2400
2015100000,2015年度,41208,佐賀県 小城市,3600
2015100000,2015年度,41209,佐賀県 嬉野市,2220
2015100000,2015年度,41210,佐賀県 神埼市,3160
2015100000,2015年度,41327,佐賀県 吉野ヶ里町,893
2015100000,2015年度,41341,佐賀県 基山町,308
2015100000,2015年度,41345,佐賀県 上峰町,485
2015100000,2015年度,41346,佐賀県 みやき町,2000
2015100000,2015年度,41387,佐賀県 玄海町,965
2015100000,2015年度,41401,佐賀県 有田町,758
2015100000,2015年度,41423,佐賀県 大町町,314
2015100000,2015年度,41424,佐賀県 江北町,1080
2015100000,2015年度,41425,佐賀県 白石町,5930
2015100000,2015年度,41441,佐賀県 太良町,1540
2015100000,2015年度,42201,長崎県 長崎市,2230
2015100000,2015年度,42202,長崎県 佐世保市,4790
2015100000,2015年度,42203,長崎県 島原市,1850
2015100000,2015年度,42204,長崎県 諫早市,6800
2015100000,2015年度,42205,長崎県 大村市,1450
2015100000,2015年度,42207,長崎県 平戸市,3370
2015100000,2015年度,42208,長崎県 松浦市,2210
2015100000,2015年度,42209,長崎県 対馬市,897
2015100000,2015年度,42210,長崎県 壱岐市,3760
2015100000,2015年度,42211,長崎県 五島市,4930
2015100000,2015年度,42212,長崎県 西海市,2370
2015100000,2015年度,42213,長崎県 雲仙市,5130
2015100000,2015年度,42214,長崎県 南島原市,5050
2015100000,2015年度,42307,長崎県 長与町,543
2015100000,2015年度,42308,長崎県 時津町,209
2015100000,2015年度,42321,長崎県 東彼杵町,1220
2015100000,2015年度,42322,長崎県 川棚町,398
2015100000,2015年度,42323,長崎県 波佐見町,754
2015100000,2015年度,42383,長崎県 小値賀町,485
2015100000,2015年度,42391,長崎県 佐々町,416
2015100000,2015年度,42411,長崎県 新上五島町,219
2015100000,2015年度,43100,熊本県 熊本市,11700
2015100000,2015年度,43101,熊本県 熊本市 中央区,-
2015100000,2015年度,43102,熊本県 熊本市 東区,-
2015100000,2015年度,43103,熊本県 熊本市 西区,-
2015100000,2015年度,43104,熊本県 熊本市 南区,-
2015100000,2015年度,43105,熊本県 熊本市 北区,-
2015100000,2015年度,43202,熊本県 八代市,7450
2015100000,2015年度,43203,熊本県 人吉市,1570
2015100000,2015年度,43204,熊本県 荒尾市,1470
2015100000,2015年度,43205,熊本県 水俣市,985
2015100000,2015年度,43206,熊本県 玉名市,6440
2015100000,2015年度,43208,熊本県 山鹿市,7000
2015100000,2015年度,43210,熊本県 菊池市,5980
2015100000,2015年度,43211,熊本県 宇土市,1910
2015100000,2015年度,43212,熊本県 上天草市,1260
2015100000,2015年度,43213,熊本県 宇城市,5770
2015100000,2015年度,43214,熊本県 阿蘇市,9390
2015100000,2015年度,43215,熊本県 天草市,5530
2015100000,2015年度,43216,熊本県 合志市,2230
2015100000,2015年度,43348,熊本県 美里町,1250
2015100000,2015年度,43364,熊本県 玉東町,792
2015100000,2015年度,43367,熊本県 南関町,1500
2015100000,2015年度,43368,熊本県 長洲町,684
2015100000,2015年度,43369,熊本県 和水町,1980
2015100000,2015年度,43403,熊本県 大津町,2200
2015100000,2015年度,43404,熊本県 菊陽町,1450
2015100000,2015年度,43423,熊本県 南小国町,1060
2015100000,2015年度,43424,熊本県 小国町,1590
2015100000,2015年度,43425,熊本県 産山村,957
2015100000,2015年度,43428,熊本県 高森町,2450
2015100000,2015年度,43432,熊本県 西原村,1200
2015100000,2015年度,43433,熊本県 南阿蘇村,3380
2015100000,2015年度,43441,熊本県 御船町,1550
2015100000,2015年度,43442,熊本県 嘉島町,815
2015100000,2015年度,43443,熊本県 益城町,2310
2015100000,2015年度,43444,熊本県 甲佐町,1240
2015100000,2015年度,43447,熊本県 山都町,5200
2015100000,2015年度,43468,熊本県 氷川町,1620
2015100000,2015年度,43482,熊本県 芦北町,1620
2015100000,2015年度,43484,熊本県 津奈木町,326
2015100000,2015年度,43501,熊本県 錦町,1720
2015100000,2015年度,43505,熊本県 多良木町,1710
2015100000,2015年度,43506,熊本県 湯前町,598
2015100000,2015年度,43507,熊本県 水上村,423
2015100000,2015年度,43510,熊本県 相良村,813
2015100000,2015年度,43511,熊本県 五木村,121
2015100000,2015年度,43512,熊本県 山江村,525
2015100000,2015年度,43513,熊本県 球磨村,706
2015100000,2015年度,43514,熊本県 あさぎり町,2980
2015100000,2015年度,43531,熊本県 苓北町,665
2015100000,2015年度,44201,大分県 大分市,4180
2015100000,2015年度,44202,大分県 別府市,353
2015100000,2015年度,44203,大分県 中津市,3870
2015100000,2015年度,44204,大分県 日田市,3460
2015100000,2015年度,44205,大分県 佐伯市,2020
2015100000,2015年度,44206,大分県 臼杵市,2440
2015100000,2015年度,44207,大分県 津久見市,322
2015100000,2015年度,44208,大分県 竹田市,6720
2015100000,2015年度,44209,大分県 豊後高田市,3040
2015100000,2015年度,44210,大分県 杵築市,3630
2015100000,2015年度,44211,大分県 宇佐市,8000
2015100000,2015年度,44212,大分県 豊後大野市,6220
2015100000,2015年度,44213,大分県 由布市,3440
2015100000,2015年度,44214,大分県 国東市,3870
2015100000,2015年度,44322,大分県 姫島村,36
2015100000,2015年度,44341,大分県 日出町,849
2015100000,2015年度,44461,大分県 九重町,2040
2015100000,2015年度,44462,大分県 玖珠町,2120
2015100000,2015年度,45201,宮崎県 宮崎市,8790
2015100000,2015年度,45202,宮崎県 都城市,12800
2015100000,2015年度,45203,宮崎県 延岡市,2840
2015100000,2015年度,45204,宮崎県 日南市,2690
2015100000,2015年度,45205,宮崎県 小林市,6550
2015100000,2015年度,45206,宮崎県 日向市,1510
2015100000,2015年度,45207,宮崎県 串間市,3140
2015100000,2015年度,45208,宮崎県 西都市,4010
2015100000,2015年度,45209,宮崎県 えびの市,3800
2015100000,2015年度,45341,宮崎県 三股町,1380
2015100000,2015年度,45361,宮崎県 高原町,2230
2015100000,2015年度,45382,宮崎県 国富町,2520
2015100000,2015年度,45383,宮崎県 綾町,718
2015100000,2015年度,45401,宮崎県 高鍋町,1480
2015100000,2015年度,45402,宮崎県 新富町,2170
2015100000,2015年度,45403,宮崎県 西米良村,116
2015100000,2015年度,45404,宮崎県 木城町,714
2015100000,2015年度,45405,宮崎県 川南町,3280
2015100000,2015年度,45406,宮崎県 都農町,1510
2015100000,2015年度,45421,宮崎県 門川町,448
2015100000,2015年度,45429,宮崎県 諸塚村,190
2015100000,2015年度,45430,宮崎県 椎葉村,342
2015100000,2015年度,45431,宮崎県 美郷町,1160
2015100000,2015年度,45441,宮崎県 高千穂町,1970
2015100000,2015年度,45442,宮崎県 日之影町,781
2015100000,2015年度,45443,宮崎県 五ヶ瀬町,761
2015100000,2015年度,46201,鹿児島県 鹿児島市,3380
2015100000,2015年度,46203,鹿児島県 鹿屋市,10200
2015100000,2015年度,46204,鹿児島県 枕崎市,1650
2015100000,2015年度,46206,鹿児島県 阿久根市,1260
2015100000,2015年度,46208,鹿児島県 出水市,4710
2015100000,2015年度,46210,鹿児島県 指宿市,3350
2015100000,2015年度,46213,鹿児島県 西之表市,3170
2015100000,2015年度,46214,鹿児島県 垂水市,1060
2015100000,2015年度,46215,鹿児島県 薩摩川内市,5150
2015100000,2015年度,46216,鹿児島県 日置市,3270
2015100000,2015年度,46217,鹿児島県 曽於市,8730
2015100000,2015年度,46218,鹿児島県 霧島市,6010
2015100000,2015年度,46219,鹿児島県 いちき串木野市,1020
2015100000,2015年度,46220,鹿児島県 南さつま市,3540
2015100000,2015年度,46221,鹿児島県 志布志市,6660
2015100000,2015年度,46222,鹿児島県 奄美市,1330
2015100000,2015年度,46223,鹿児島県 南九州市,9100
2015100000,2015年度,46224,鹿児島県 伊佐市,5100
2015100000,2015年度,46225,鹿児島県 姶良市,1750
2015100000,2015年度,46303,鹿児島県 三島村,29
2015100000,2015年度,46304,鹿児島県 十島村,40
2015100000,2015年度,46392,鹿児島県 さつま町,3320
2015100000,2015年度,46404,鹿児島県 長島町,1710
2015100000,2015年度,46452,鹿児島県 湧水町,1870
2015100000,2015年度,46468,鹿児島県 大崎町,4090
2015100000,2015年度,46482,鹿児島県 東串良町,1400
2015100000,2015年度,46490,鹿児島県 錦江町,1600
2015100000,2015年度,46491,鹿児島県 南大隅町,1630
2015100000,2015年度,46492,鹿児島県 肝付町,2510
2015100000,2015年度,46501,鹿児島県 中種子町,3410
2015100000,2015年度,46502,鹿児島県 南種子町,2180
2015100000,2015年度,46505,鹿児島県 屋久島町,978
2015100000,2015年度,46523,鹿児島県 大和村,119
2015100000,2015年度,46524,鹿児島県 宇検村,145
2015100000,2015年度,46525,鹿児島県 瀬戸内町,327
2015100000,2015年度,46527,鹿児島県 龍郷町,251
2015100000,2015年度,46529,鹿児島県 喜界町,2250
2015100000,2015年度,46530,鹿児島県 徳之島町,2330
2015100000,2015年度,46531,鹿児島県 天城町,2120
2015100000,2015年度,46532,鹿児島県 伊仙町,2430
2015100000,2015年度,46533,鹿児島県 和泊町,2360
2015100000,2015年度,46534,鹿児島県 知名町,2120
2015100000,2015年度,46535,鹿児島県 与論町,1110
2015100000,2015年度,47201,沖縄県 那覇市,5
2015100000,2015年度,47205,沖縄県 宜野湾市,37
2015100000,2015年度,47207,沖縄県 石垣市,5390
2015100000,2015年度,47208,沖縄県 浦添市,6
2015100000,2015年度,47209,沖縄県 名護市,1510
2015100000,2015年度,47210,沖縄県 糸満市,1570
2015100000,2015年度,47211,沖縄県 沖縄市,159
2015100000,2015年度,47212,沖縄県 豊見城市,303
2015100000,2015年度,47213,沖縄県 うるま市,1040
2015100000,2015年度,47214,沖縄県 宮古島市,10800
2015100000,2015年度,47215,沖縄県 南城市,1360
2015100000,2015年度,47301,沖縄県 国頭村,647
2015100000,2015年度,47302,沖縄県 大宜味村,295
2015100000,2015年度,47303,沖縄県 東村,429
2015100000,2015年度,47306,沖縄県 今帰仁村,854
2015100000,2015年度,47308,沖縄県 本部町,655
2015100000,2015年度,47311,沖縄県 恩納村,362
2015100000,2015年度,47313,沖縄県 宜野座村,473
2015100000,2015年度,47314,沖縄県 金武町,295
2015100000,2015年度,47315,沖縄県 伊江村,1090
2015100000,2015年度,47324,沖縄県 読谷村,779
2015100000,2015年度,47325,沖縄県 嘉手納町,40
2015100000,2015年度,47326,沖縄県 北谷町,9
2015100000,2015年度,47327,沖縄県 北中城村,80
2015100000,2015年度,47328,沖縄県 中城村,302
2015100000,2015年度,47329,沖縄県 西原町,175
2015100000,2015年度,47348,沖縄県 与那原町,38
2015100000,2015年度,47350,沖縄県 南風原町,193
2015100000,2015年度,47353,沖縄県 渡嘉敷村,15
2015100000,2015年度,47354,沖縄県 座間味村,8
2015100000,2015年度,47355,沖縄県 粟国村,136
2015100000,2015年度,47356,沖縄県 渡名喜村,22
2015100000,2015年度,47357,沖縄県 南大東村,1830
2015100000,2015年度,47358,沖縄県 北大東村,542
2015100000,2015年度,47359,沖縄県 伊平屋村,350
2015100000,2015年度,47360,沖縄県 伊是名村,541
2015100000,2015年度,47361,沖縄県 久米島町,1710
2015100000,2015年度,47362,沖縄県 八重瀬町,978
2015100000,2015年度,47375,沖縄県 多良間村,983
2015100000,2015年度,47381,沖縄県 竹富町,2060
2015100000,2015年度,47382,沖縄県 与那国町,536
2014100000,2014年度,1100,北海道 札幌市,2860
2014100000,2014年度,1101,北海道 札幌市 中央区,-
2014100000,2014年度,1102,北海道 札幌市 北区,-
2014100000,2014年度,1103,北海道 札幌市 東区,-
2014100000,2014年度,1104,北海道 札幌市 白石区,-
2014100000,2014年度,1105,北海道 札幌市 豊平区,-
2014100000,2014年度,1106,北海道 札幌市 南区,-
2014100000,2014年度,1107,北海道 札幌市 西区,-
2014100000,2014年度,1108,北海道 札幌市 厚別区,-
2014100000,2014年度,1109,北海道 札幌市 手稲区,-
2014100000,2014年度,1110,北海道 札幌市 清田区,-
2014100000,2014年度,1202,北海道 函館市,2050
2014100000,2014年度,1203,北海道 小樽市,203
2014100000,2014年度,1204,北海道 旭川市,13900
