調査年 コード,調査年,地域 コード,地域,C3107_耕地面積【ｈａ】
1995100000,1995年度,15216,新潟県 糸魚川市,3347
1995100000,1995年度,15217,新潟県 妙高市,3689
1995100000,1995年度,15218,新潟県 五泉市,5440
1995100000,1995年度,15222,新潟県 上越市,20215
1995100000,1995年度,15223,新潟県 阿賀野市,7230
1995100000,1995年度,15224,新潟県 佐渡市,12026
1995100000,1995年度,15225,新潟県 魚沼市,4041
1995100000,1995年度,15226,新潟県 南魚沼市,6670
1995100000,1995年度,15227,新潟県 胎内市,4440
1995100000,1995年度,15307,新潟県 聖籠町,1450
1995100000,1995年度,15342,新潟県 弥彦村,1090
1995100000,1995年度,15361,新潟県 田上町,1010
1995100000,1995年度,15385,新潟県 阿賀町,1272
1995100000,1995年度,15405,新潟県 出雲崎町,548
1995100000,1995年度,15461,新潟県 湯沢町,319
1995100000,1995年度,15482,新潟県 津南町,3100
1995100000,1995年度,15504,新潟県 刈羽村,685
1995100000,1995年度,15581,新潟県 関川村,1440
1995100000,1995年度,15586,新潟県 粟島浦村,20
1995100000,1995年度,16201,富山県 富山市,14889
1995100000,1995年度,16202,富山県 高岡市,5960
1995100000,1995年度,16204,富山県 魚津市,2180
1995100000,1995年度,16205,富山県 氷見市,3630
1995100000,1995年度,16206,富山県 滑川市,2430
1995100000,1995年度,16207,富山県 黒部市,3140
1995100000,1995年度,16208,富山県 砺波市,5160
1995100000,1995年度,16209,富山県 小矢部市,3870
1995100000,1995年度,16210,富山県 南砺市,7718
1995100000,1995年度,16211,富山県 射水市,4002
1995100000,1995年度,16321,富山県 舟橋村,214
1995100000,1995年度,16322,富山県 上市町,1790
1995100000,1995年度,16323,富山県 立山町,3650
1995100000,1995年度,16342,富山県 入善町,4020
1995100000,1995年度,16343,富山県 朝日町,1580
1995100000,1995年度,17201,石川県 金沢市,4880
1995100000,1995年度,17202,石川県 七尾市,4040
1995100000,1995年度,17203,石川県 小松市,4140
1995100000,1995年度,17204,石川県 輪島市,2930
1995100000,1995年度,17205,石川県 珠洲市,2620
1995100000,1995年度,17206,石川県 加賀市,3640
1995100000,1995年度,17207,石川県 羽咋市,2490
1995100000,1995年度,17209,石川県 かほく市,1417
1995100000,1995年度,17210,石川県 白山市,5434
1995100000,1995年度,17211,石川県 能美市,2015
1995100000,1995年度,17212,石川県 野々市市,507
1995100000,1995年度,17324,石川県 川北町,845
1995100000,1995年度,17361,石川県 津幡町,2160
1995100000,1995年度,17365,石川県 内灘町,619
1995100000,1995年度,17384,石川県 志賀町,3200
1995100000,1995年度,17386,石川県 宝達志水町,1675
1995100000,1995年度,17407,石川県 中能登町,1891
1995100000,1995年度,17461,石川県 穴水町,1590
1995100000,1995年度,17463,石川県 能登町,2468
1995100000,1995年度,18201,福井県 福井市,8930
1995100000,1995年度,18202,福井県 敦賀市,1120
1995100000,1995年度,18204,福井県 小浜市,1660
1995100000,1995年度,18205,福井県 大野市,4554
1995100000,1995年度,18206,福井県 勝山市,2170
1995100000,1995年度,18207,福井県 鯖江市,2300
1995100000,1995年度,18208,福井県 あわら市,3630
1995100000,1995年度,18209,福井県 越前市,4081
1995100000,1995年度,18210,福井県 坂井市,7100
1995100000,1995年度,18322,福井県 永平寺町,1116
1995100000,1995年度,18382,福井県 池田町,522
1995100000,1995年度,18404,福井県 南越前町,1130
1995100000,1995年度,18423,福井県 越前町,1550
1995100000,1995年度,18442,福井県 美浜町,1010
1995100000,1995年度,18481,福井県 高浜町,516
1995100000,1995年度,18483,福井県 おおい町,840
1995100000,1995年度,18501,福井県 若狭町,2350
1995100000,1995年度,19201,山梨県 甲府市,1688
1995100000,1995年度,19202,山梨県 富士吉田市,378
1995100000,1995年度,19204,山梨県 都留市,454
1995100000,1995年度,19205,山梨県 山梨市,2459
1995100000,1995年度,19206,山梨県 大月市,393
1995100000,1995年度,19207,山梨県 韮崎市,1940
1995100000,1995年度,19208,山梨県 南アルプス市,3228
1995100000,1995年度,19209,山梨県 北杜市,5623
1995100000,1995年度,19210,山梨県 甲斐市,1213
1995100000,1995年度,19211,山梨県 笛吹市,3951
1995100000,1995年度,19212,山梨県 上野原市,421
1995100000,1995年度,19213,山梨県 甲州市,2336
1995100000,1995年度,19214,山梨県 中央市,1013
1995100000,1995年度,19346,山梨県 市川三郷町,622
1995100000,1995年度,19364,山梨県 早川町,99
1995100000,1995年度,19365,山梨県 身延町,646
1995100000,1995年度,19366,山梨県 南部町,518
1995100000,1995年度,19368,山梨県 富士川町,513
1995100000,1995年度,19384,山梨県 昭和町,302
1995100000,1995年度,19422,山梨県 道志村,114
1995100000,1995年度,19423,山梨県 西桂町,69
1995100000,1995年度,19424,山梨県 忍野村,297
1995100000,1995年度,19425,山梨県 山中湖村,67
1995100000,1995年度,19429,山梨県 鳴沢村,199
1995100000,1995年度,19430,山梨県 富士河口湖町,400
1995100000,1995年度,19442,山梨県 小菅村,39
1995100000,1995年度,19443,山梨県 丹波山村,22
1995100000,1995年度,20201,長野県 長野市,10546
1995100000,1995年度,20202,長野県 松本市,8656
1995100000,1995年度,20203,長野県 上田市,6513
1995100000,1995年度,20204,長野県 岡谷市,348
1995100000,1995年度,20205,長野県 飯田市,3826
1995100000,1995年度,20206,長野県 諏訪市,864
1995100000,1995年度,20207,長野県 須坂市,2020
1995100000,1995年度,20208,長野県 小諸市,3240
1995100000,1995年度,20209,長野県 伊那市,5800
1995100000,1995年度,20210,長野県 駒ヶ根市,2160
1995100000,1995年度,20211,長野県 中野市,3590
1995100000,1995年度,20212,長野県 大町市,2760
1995100000,1995年度,20213,長野県 飯山市,4060
1995100000,1995年度,20214,長野県 茅野市,2960
1995100000,1995年度,20215,長野県 塩尻市,3307
1995100000,1995年度,20217,長野県 佐久市,8118
1995100000,1995年度,20218,長野県 千曲市,1866
1995100000,1995年度,20219,長野県 東御市,2770
1995100000,1995年度,20220,長野県 安曇野市,7459
1995100000,1995年度,20303,長野県 小海町,1070
1995100000,1995年度,20304,長野県 川上村,1920
1995100000,1995年度,20305,長野県 南牧村,2090
1995100000,1995年度,20306,長野県 南相木村,346
1995100000,1995年度,20307,長野県 北相木村,213
1995100000,1995年度,20309,長野県 佐久穂町,1576
1995100000,1995年度,20321,長野県 軽井沢町,423
1995100000,1995年度,20323,長野県 御代田町,832
1995100000,1995年度,20324,長野県 立科町,1440
1995100000,1995年度,20349,長野県 青木村,578
1995100000,1995年度,20350,長野県 長和町,1084
1995100000,1995年度,20361,長野県 下諏訪町,90
1995100000,1995年度,20362,長野県 富士見町,1870
1995100000,1995年度,20363,長野県 原村,1260
1995100000,1995年度,20382,長野県 辰野町,1140
1995100000,1995年度,20383,長野県 箕輪町,1690
1995100000,1995年度,20384,長野県 飯島町,1310
1995100000,1995年度,20385,長野県 南箕輪村,967
1995100000,1995年度,20386,長野県 中川村,875
1995100000,1995年度,20388,長野県 宮田村,554
1995100000,1995年度,20402,長野県 松川町,1230
1995100000,1995年度,20403,長野県 高森町,1110
1995100000,1995年度,20404,長野県 阿南町,662
1995100000,1995年度,20407,長野県 阿智村,557
1995100000,1995年度,20409,長野県 平谷村,26
1995100000,1995年度,20410,長野県 根羽村,156
1995100000,1995年度,20411,長野県 下條村,479
1995100000,1995年度,20412,長野県 売木村,134
1995100000,1995年度,20413,長野県 天龍村,122
1995100000,1995年度,20414,長野県 泰阜村,254
1995100000,1995年度,20415,長野県 喬木村,592
1995100000,1995年度,20416,長野県 豊丘村,705
1995100000,1995年度,20417,長野県 大鹿村,245
1995100000,1995年度,20422,長野県 上松町,219
1995100000,1995年度,20423,長野県 南木曽町,336
1995100000,1995年度,20425,長野県 木祖村,257
1995100000,1995年度,20429,長野県 王滝村,57
1995100000,1995年度,20430,長野県 大桑村,210
1995100000,1995年度,20432,長野県 木曽町,1368
1995100000,1995年度,20446,長野県 麻績村,481
1995100000,1995年度,20448,長野県 生坂村,316
1995100000,1995年度,20450,長野県 山形村,864
1995100000,1995年度,20451,長野県 朝日村,598
1995100000,1995年度,20452,長野県 筑北村,800
1995100000,1995年度,20481,長野県 池田町,948
1995100000,1995年度,20482,長野県 松川村,1220
1995100000,1995年度,20485,長野県 白馬村,789
1995100000,1995年度,20486,長野県 小谷村,555
1995100000,1995年度,20521,長野県 坂城町,622
1995100000,1995年度,20541,長野県 小布施町,848
1995100000,1995年度,20543,長野県 高山村,690
1995100000,1995年度,20561,長野県 山ノ内町,1150
1995100000,1995年度,20562,長野県 木島平村,974
1995100000,1995年度,20563,長野県 野沢温泉村,432
1995100000,1995年度,20583,長野県 信濃町,1730
1995100000,1995年度,20588,長野県 小川村,459
1995100000,1995年度,20590,長野県 飯綱町,1915
1995100000,1995年度,20602,長野県 栄村,793
1995100000,1995年度,21201,岐阜県 岐阜市,4551
1995100000,1995年度,21202,岐阜県 大垣市,3361
1995100000,1995年度,21203,岐阜県 高山市,5424
1995100000,1995年度,21204,岐阜県 多治見市,212
1995100000,1995年度,21205,岐阜県 関市,2820
1995100000,1995年度,21206,岐阜県 中津川市,4774
1995100000,1995年度,21207,岐阜県 美濃市,535
1995100000,1995年度,21208,岐阜県 瑞浪市,1010
1995100000,1995年度,21209,岐阜県 羽島市,2170
1995100000,1995年度,21210,岐阜県 恵那市,3814
1995100000,1995年度,21211,岐阜県 美濃加茂市,1530
1995100000,1995年度,21212,岐阜県 土岐市,325
1995100000,1995年度,21213,岐阜県 各務原市,1580
1995100000,1995年度,21214,岐阜県 可児市,1195
1995100000,1995年度,21215,岐阜県 山県市,1274
1995100000,1995年度,21216,岐阜県 瑞穂市,1092
1995100000,1995年度,21217,岐阜県 飛騨市,1694
1995100000,1995年度,21218,岐阜県 本巣市,2084
1995100000,1995年度,21219,岐阜県 郡上市,3410
1995100000,1995年度,21220,岐阜県 下呂市,1472
1995100000,1995年度,21221,岐阜県 海津市,3778
1995100000,1995年度,21302,岐阜県 岐南町,221
1995100000,1995年度,21303,岐阜県 笠松町,238
1995100000,1995年度,21341,岐阜県 養老町,2830
1995100000,1995年度,21361,岐阜県 垂井町,1180
1995100000,1995年度,21362,岐阜県 関ケ原町,330
1995100000,1995年度,21381,岐阜県 神戸町,860
1995100000,1995年度,21382,岐阜県 輪之内町,1200
1995100000,1995年度,21383,岐阜県 安八町,834
1995100000,1995年度,21401,岐阜県 揖斐川町,1948
1995100000,1995年度,21403,岐阜県 大野町,1320
1995100000,1995年度,21404,岐阜県 池田町,1130
1995100000,1995年度,21421,岐阜県 北方町,143
1995100000,1995年度,21501,岐阜県 坂祝町,269
1995100000,1995年度,21502,岐阜県 富加町,410
1995100000,1995年度,21503,岐阜県 川辺町,331
1995100000,1995年度,21504,岐阜県 七宗町,261
1995100000,1995年度,21505,岐阜県 八百津町,686
1995100000,1995年度,21506,岐阜県 白川町,889
1995100000,1995年度,21507,岐阜県 東白川村,338
1995100000,1995年度,21521,岐阜県 御嵩町,542
1995100000,1995年度,21604,岐阜県 白川村,129
1995100000,1995年度,22100,静岡県 静岡市,8793
1995100000,1995年度,22101,静岡県 静岡市 葵区,-
1995100000,1995年度,22102,静岡県 静岡市 駿河区,-
1995100000,1995年度,22103,静岡県 静岡市 清水区,-
1995100000,1995年度,22130,静岡県 浜松市,14700
1995100000,1995年度,22131,静岡県 浜松市 中区,-
1995100000,1995年度,22132,静岡県 浜松市 東区,-
1995100000,1995年度,22133,静岡県 浜松市 西区,-
1995100000,1995年度,22134,静岡県 浜松市 南区,-
1995100000,1995年度,22135,静岡県 浜松市 北区,-
1995100000,1995年度,22136,静岡県 浜松市 浜北区,-
1995100000,1995年度,22137,静岡県 浜松市 天竜区,-
1995100000,1995年度,22203,静岡県 沼津市,2556
1995100000,1995年度,22205,静岡県 熱海市,275
1995100000,1995年度,22206,静岡県 三島市,1110
1995100000,1995年度,22207,静岡県 富士宮市,3722
1995100000,1995年度,22208,静岡県 伊東市,688
1995100000,1995年度,22209,静岡県 島田市,3811
1995100000,1995年度,22210,静岡県 富士市,3349
1995100000,1995年度,22211,静岡県 磐田市,4960
1995100000,1995年度,22212,静岡県 焼津市,1878
1995100000,1995年度,22213,静岡県 掛川市,6079
1995100000,1995年度,22214,静岡県 藤枝市,3946
1995100000,1995年度,22215,静岡県 御殿場市,2180
1995100000,1995年度,22216,静岡県 袋井市,3870
1995100000,1995年度,22219,静岡県 下田市,330
1995100000,1995年度,22220,静岡県 裾野市,912
1995100000,1995年度,22221,静岡県 湖西市,1503
1995100000,1995年度,22222,静岡県 伊豆市,1516
1995100000,1995年度,22223,静岡県 御前崎市,1960
1995100000,1995年度,22224,静岡県 菊川市,3450
1995100000,1995年度,22225,静岡県 伊豆の国市,1209
1995100000,1995年度,22226,静岡県 牧之原市,3900
1995100000,1995年度,22301,静岡県 東伊豆町,381
1995100000,1995年度,22302,静岡県 河津町,404
1995100000,1995年度,22304,静岡県 南伊豆町,530
1995100000,1995年度,22305,静岡県 松崎町,367
1995100000,1995年度,22306,静岡県 西伊豆町,204
1995100000,1995年度,22325,静岡県 函南町,934
1995100000,1995年度,22341,静岡県 清水町,142
1995100000,1995年度,22342,静岡県 長泉町,387
1995100000,1995年度,22344,静岡県 小山町,713
1995100000,1995年度,22424,静岡県 吉田町,446
1995100000,1995年度,22429,静岡県 川根本町,761
1995100000,1995年度,22461,静岡県 森町,1280
1995100000,1995年度,23100,愛知県 名古屋市,2040
1995100000,1995年度,23101,愛知県 名古屋市 千種区,-
1995100000,1995年度,23102,愛知県 名古屋市 東区,-
1995100000,1995年度,23103,愛知県 名古屋市 北区,-
1995100000,1995年度,23104,愛知県 名古屋市 西区,-
1995100000,1995年度,23105,愛知県 名古屋市 中村区,-
1995100000,1995年度,23106,愛知県 名古屋市 中区,-
1995100000,1995年度,23107,愛知県 名古屋市 昭和区,-
1995100000,1995年度,23108,愛知県 名古屋市 瑞穂区,-
1995100000,1995年度,23109,愛知県 名古屋市 熱田区,-
1995100000,1995年度,23110,愛知県 名古屋市 中川区,-
1995100000,1995年度,23111,愛知県 名古屋市 港区,-
1995100000,1995年度,23112,愛知県 名古屋市 南区,-
1995100000,1995年度,23113,愛知県 名古屋市 守山区,-
1995100000,1995年度,23114,愛知県 名古屋市 緑区,-
1995100000,1995年度,23115,愛知県 名古屋市 名東区,-
1995100000,1995年度,23116,愛知県 名古屋市 天白区,-
1995100000,1995年度,23201,愛知県 豊橋市,7530
1995100000,1995年度,23202,愛知県 岡崎市,4167
1995100000,1995年度,23203,愛知県 一宮市,3579
1995100000,1995年度,23204,愛知県 瀬戸市,437
1995100000,1995年度,23205,愛知県 半田市,778
1995100000,1995年度,23206,愛知県 春日井市,1280
1995100000,1995年度,23207,愛知県 豊川市,3455
1995100000,1995年度,23208,愛知県 津島市,970
1995100000,1995年度,23209,愛知県 碧南市,1000
1995100000,1995年度,23210,愛知県 刈谷市,1470
1995100000,1995年度,23211,愛知県 豊田市,7546
1995100000,1995年度,23212,愛知県 安城市,4070
1995100000,1995年度,23213,愛知県 西尾市,5780
1995100000,1995年度,23214,愛知県 蒲郡市,960
1995100000,1995年度,23215,愛知県 犬山市,1060
1995100000,1995年度,23216,愛知県 常滑市,1510
1995100000,1995年度,23217,愛知県 江南市,880
1995100000,1995年度,23219,愛知県 小牧市,1350
1995100000,1995年度,23220,愛知県 稲沢市,3677
1995100000,1995年度,23221,愛知県 新城市,3363
1995100000,1995年度,23222,愛知県 東海市,764
1995100000,1995年度,23223,愛知県 大府市,1050
1995100000,1995年度,23224,愛知県 知多市,1280
1995100000,1995年度,23225,愛知県 知立市,575
1995100000,1995年度,23226,愛知県 尾張旭市,208
1995100000,1995年度,23227,愛知県 高浜市,300
1995100000,1995年度,23228,愛知県 岩倉市,334
1995100000,1995年度,23229,愛知県 豊明市,619
1995100000,1995年度,23230,愛知県 日進市,557
1995100000,1995年度,23231,愛知県 田原市,6900
1995100000,1995年度,23232,愛知県 愛西市,3321
1995100000,1995年度,23233,愛知県 清須市,424
1995100000,1995年度,23234,愛知県 北名古屋市,588
1995100000,1995年度,23235,愛知県 弥富市,1871
1995100000,1995年度,23236,愛知県 みよし市,913
1995100000,1995年度,23237,愛知県 あま市,1086
1995100000,1995年度,23238,愛知県 長久手市,273
1995100000,1995年度,23302,愛知県 東郷町,416
1995100000,1995年度,23342,愛知県 豊山町,127
1995100000,1995年度,23361,愛知県 大口町,536
1995100000,1995年度,23362,愛知県 扶桑町,350
1995100000,1995年度,23424,愛知県 大治町,201
1995100000,1995年度,23425,愛知県 蟹江町,268
1995100000,1995年度,23427,愛知県 飛島村,692
1995100000,1995年度,23441,愛知県 阿久比町,960
1995100000,1995年度,23442,愛知県 東浦町,1090
1995100000,1995年度,23445,愛知県 南知多町,1090
1995100000,1995年度,23446,愛知県 美浜町,1430
1995100000,1995年度,23447,愛知県 武豊町,560
1995100000,1995年度,23501,愛知県 幸田町,1250
1995100000,1995年度,23561,愛知県 設楽町,969
1995100000,1995年度,23562,愛知県 東栄町,382
1995100000,1995年度,23563,愛知県 豊根村,151
1995100000,1995年度,24201,三重県 津市,9844
1995100000,1995年度,24202,三重県 四日市市,4657
1995100000,1995年度,24203,三重県 伊勢市,3100
1995100000,1995年度,24204,三重県 松阪市,8660
1995100000,1995年度,24205,三重県 桑名市,3096
1995100000,1995年度,24207,三重県 鈴鹿市,6750
1995100000,1995年度,24208,三重県 名張市,1310
1995100000,1995年度,24209,三重県 尾鷲市,117
1995100000,1995年度,24210,三重県 亀山市,2646
1995100000,1995年度,24211,三重県 鳥羽市,515
1995100000,1995年度,24212,三重県 熊野市,869
1995100000,1995年度,24214,三重県 いなべ市,3136
1995100000,1995年度,24215,三重県 志摩市,1497
1995100000,1995年度,24216,三重県 伊賀市,8282
1995100000,1995年度,24303,三重県 木曽岬町,500
1995100000,1995年度,24324,三重県 東員町,782
1995100000,1995年度,24341,三重県 菰野町,1890
1995100000,1995年度,24343,三重県 朝日町,143
1995100000,1995年度,24344,三重県 川越町,178
1995100000,1995年度,24441,三重県 多気町,2162
1995100000,1995年度,24442,三重県 明和町,2120
1995100000,1995年度,24443,三重県 大台町,638
1995100000,1995年度,24461,三重県 玉城町,1470
1995100000,1995年度,24470,三重県 度会町,743
1995100000,1995年度,24471,三重県 大紀町,689
1995100000,1995年度,24472,三重県 南伊勢町,838
1995100000,1995年度,24543,三重県 紀北町,395
1995100000,1995年度,24561,三重県 御浜町,1640
1995100000,1995年度,24562,三重県 紀宝町,548
1995100000,1995年度,25201,滋賀県 大津市,2746
1995100000,1995年度,25202,滋賀県 彦根市,3450
1995100000,1995年度,25203,滋賀県 長浜市,8778
1995100000,1995年度,25204,滋賀県 近江八幡市,4750
1995100000,1995年度,25206,滋賀県 草津市,1510
1995100000,1995年度,25207,滋賀県 守山市,2250
1995100000,1995年度,25208,滋賀県 栗東市,961
1995100000,1995年度,25209,滋賀県 甲賀市,5938
1995100000,1995年度,25210,滋賀県 野洲市,2540
1995100000,1995年度,25211,滋賀県 湖南市,815
1995100000,1995年度,25212,滋賀県 高島市,5382
1995100000,1995年度,25213,滋賀県 東近江市,8965
1995100000,1995年度,25214,滋賀県 米原市,2869
1995100000,1995年度,25383,滋賀県 日野町,2370
1995100000,1995年度,25384,滋賀県 竜王町,1410
1995100000,1995年度,25425,滋賀県 愛荘町,1720
1995100000,1995年度,25441,滋賀県 豊郷町,463
1995100000,1995年度,25442,滋賀県 甲良町,682
1995100000,1995年度,25443,滋賀県 多賀町,620
1995100000,1995年度,26100,京都府 京都市,3207
1995100000,1995年度,26101,京都府 京都市 北区,-
1995100000,1995年度,26102,京都府 京都市 上京区,-
1995100000,1995年度,26103,京都府 京都市 左京区,-
1995100000,1995年度,26104,京都府 京都市 中京区,-
1995100000,1995年度,26105,京都府 京都市 東山区,-
1995100000,1995年度,26106,京都府 京都市 下京区,-
1995100000,1995年度,26107,京都府 京都市 南区,-
1995100000,1995年度,26108,京都府 京都市 右京区,-
1995100000,1995年度,26109,京都府 京都市 伏見区,-
1995100000,1995年度,26110,京都府 京都市 山科区,-
1995100000,1995年度,26111,京都府 京都市 西京区,-
1995100000,1995年度,26201,京都府 福知山市,3981
1995100000,1995年度,26202,京都府 舞鶴市,1720
1995100000,1995年度,26203,京都府 綾部市,2870
1995100000,1995年度,26204,京都府 宇治市,483
1995100000,1995年度,26205,京都府 宮津市,918
1995100000,1995年度,26206,京都府 亀岡市,3100
1995100000,1995年度,26207,京都府 城陽市,489
1995100000,1995年度,26208,京都府 向日市,182
1995100000,1995年度,26209,京都府 長岡京市,267
1995100000,1995年度,26210,京都府 八幡市,603
1995100000,1995年度,26211,京都府 京田辺市,933
1995100000,1995年度,26212,京都府 京丹後市,5157
1995100000,1995年度,26213,京都府 南丹市,3037
1995100000,1995年度,26214,京都府 木津川市,1767
1995100000,1995年度,26303,京都府 大山崎町,43
1995100000,1995年度,26322,京都府 久御山町,514
1995100000,1995年度,26343,京都府 井手町,220
1995100000,1995年度,26344,京都府 宇治田原町,551
1995100000,1995年度,26364,京都府 笠置町,64
1995100000,1995年度,26365,京都府 和束町,820
1995100000,1995年度,26366,京都府 精華町,467
1995100000,1995年度,26367,京都府 南山城村,518
1995100000,1995年度,26407,京都府 京丹波町,1876
1995100000,1995年度,26463,京都府 伊根町,337
1995100000,1995年度,26465,京都府 与謝野町,1052
1995100000,1995年度,27100,大阪府 大阪市,-
1995100000,1995年度,27102,大阪府 大阪市 都島区,-
1995100000,1995年度,27103,大阪府 大阪市 福島区,-
1995100000,1995年度,27104,大阪府 大阪市 此花区,-
1995100000,1995年度,27106,大阪府 大阪市 西区,-
1995100000,1995年度,27107,大阪府 大阪市 港区,-
1995100000,1995年度,27108,大阪府 大阪市 大正区,-
1995100000,1995年度,27109,大阪府 大阪市 天王寺区,-
1995100000,1995年度,27111,大阪府 大阪市 浪速区,-
1995100000,1995年度,27113,大阪府 大阪市 西淀川区,-
1995100000,1995年度,27114,大阪府 大阪市 東淀川区,-
1995100000,1995年度,27115,大阪府 大阪市 東成区,-
1995100000,1995年度,27116,大阪府 大阪市 生野区,-
1995100000,1995年度,27117,大阪府 大阪市 旭区,-
1995100000,1995年度,27118,大阪府 大阪市 城東区,-
1995100000,1995年度,27119,大阪府 大阪市 阿倍野区,-
1995100000,1995年度,27120,大阪府 大阪市 住吉区,-
1995100000,1995年度,27121,大阪府 大阪市 東住吉区,-
1995100000,1995年度,27122,大阪府 大阪市 西成区,-
1995100000,1995年度,27123,大阪府 大阪市 淀川区,-
1995100000,1995年度,27124,大阪府 大阪市 鶴見区,-
1995100000,1995年度,27125,大阪府 大阪市 住之江区,-
1995100000,1995年度,27126,大阪府 大阪市 平野区,-
1995100000,1995年度,27127,大阪府 大阪市 北区,-
1995100000,1995年度,27128,大阪府 大阪市 中央区,-
1995100000,1995年度,27140,大阪府 堺市,-
1995100000,1995年度,27141,大阪府 堺市 堺区,-
1995100000,1995年度,27142,大阪府 堺市 中区,-
1995100000,1995年度,27143,大阪府 堺市 東区,-
1995100000,1995年度,27144,大阪府 堺市 西区,-
1995100000,1995年度,27145,大阪府 堺市 南区,-
1995100000,1995年度,27146,大阪府 堺市 北区,-
1995100000,1995年度,27147,大阪府 堺市 美原区,-
1995100000,1995年度,27202,大阪府 岸和田市,-
1995100000,1995年度,27203,大阪府 豊中市,-
1995100000,1995年度,27204,大阪府 池田市,-
1995100000,1995年度,27205,大阪府 吹田市,-
1995100000,1995年度,27206,大阪府 泉大津市,-
1995100000,1995年度,27207,大阪府 高槻市,-
1995100000,1995年度,27208,大阪府 貝塚市,-
1995100000,1995年度,27209,大阪府 守口市,-
1995100000,1995年度,27210,大阪府 枚方市,-
1995100000,1995年度,27211,大阪府 茨木市,-
1995100000,1995年度,27212,大阪府 八尾市,-
1995100000,1995年度,27213,大阪府 泉佐野市,-
1995100000,1995年度,27214,大阪府 富田林市,-
1995100000,1995年度,27215,大阪府 寝屋川市,-
1995100000,1995年度,27216,大阪府 河内長野市,-
1995100000,1995年度,27217,大阪府 松原市,-
1995100000,1995年度,27218,大阪府 大東市,-
1995100000,1995年度,27219,大阪府 和泉市,-
1995100000,1995年度,27220,大阪府 箕面市,-
1995100000,1995年度,27221,大阪府 柏原市,-
1995100000,1995年度,27222,大阪府 羽曳野市,-
1995100000,1995年度,27223,大阪府 門真市,-
1995100000,1995年度,27224,大阪府 摂津市,-
1995100000,1995年度,27225,大阪府 高石市,-
1995100000,1995年度,27226,大阪府 藤井寺市,-
1995100000,1995年度,27227,大阪府 東大阪市,-
1995100000,1995年度,27228,大阪府 泉南市,-
1995100000,1995年度,27229,大阪府 四條畷市,-
1995100000,1995年度,27230,大阪府 交野市,-
1995100000,1995年度,27231,大阪府 大阪狭山市,-
1995100000,1995年度,27232,大阪府 阪南市,-
1995100000,1995年度,27301,大阪府 島本町,-
1995100000,1995年度,27321,大阪府 豊能町,-
1995100000,1995年度,27322,大阪府 能勢町,-
1995100000,1995年度,27341,大阪府 忠岡町,-
1995100000,1995年度,27361,大阪府 熊取町,-
1995100000,1995年度,27362,大阪府 田尻町,-
1995100000,1995年度,27366,大阪府 岬町,-
1995100000,1995年度,27381,大阪府 太子町,-
1995100000,1995年度,27382,大阪府 河南町,-
1995100000,1995年度,27383,大阪府 千早赤阪村,-
1995100000,1995年度,28100,兵庫県 神戸市,4950
1995100000,1995年度,28101,兵庫県 神戸市 東灘区,-
1995100000,1995年度,28102,兵庫県 神戸市 灘区,-
1995100000,1995年度,28105,兵庫県 神戸市 兵庫区,-
1995100000,1995年度,28106,兵庫県 神戸市 長田区,-
1995100000,1995年度,28107,兵庫県 神戸市 須磨区,-
1995100000,1995年度,28108,兵庫県 神戸市 垂水区,-
1995100000,1995年度,28109,兵庫県 神戸市 北区,-
1995100000,1995年度,28110,兵庫県 神戸市 中央区,-
1995100000,1995年度,28111,兵庫県 神戸市 西区,-
1995100000,1995年度,28201,兵庫県 姫路市,5833
1995100000,1995年度,28202,兵庫県 尼崎市,116
1995100000,1995年度,28203,兵庫県 明石市,686
1995100000,1995年度,28204,兵庫県 西宮市,203
1995100000,1995年度,28205,兵庫県 洲本市,2870
1995100000,1995年度,28206,兵庫県 芦屋市,6
1995100000,1995年度,28207,兵庫県 伊丹市,203
1995100000,1995年度,28208,兵庫県 相生市,555
1995100000,1995年度,28209,兵庫県 豊岡市,5671
1995100000,1995年度,28210,兵庫県 加古川市,2930
1995100000,1995年度,28212,兵庫県 赤穂市,973
1995100000,1995年度,28213,兵庫県 西脇市,1263
1995100000,1995年度,28214,兵庫県 宝塚市,475
1995100000,1995年度,28215,兵庫県 三木市,3360
1995100000,1995年度,28216,兵庫県 高砂市,406
1995100000,1995年度,28217,兵庫県 川西市,207
1995100000,1995年度,28218,兵庫県 小野市,2500
1995100000,1995年度,28219,兵庫県 三田市,2220
1995100000,1995年度,28220,兵庫県 加西市,3950
1995100000,1995年度,28221,兵庫県 丹波篠山市,4821
1995100000,1995年度,28222,兵庫県 養父市,1848
1995100000,1995年度,28223,兵庫県 丹波市,6354
1995100000,1995年度,28224,兵庫県 南あわじ市,4152
1995100000,1995年度,28225,兵庫県 朝来市,2137
1995100000,1995年度,28226,兵庫県 淡路市,3901
1995100000,1995年度,28227,兵庫県 宍粟市,2609
1995100000,1995年度,28228,兵庫県 加東市,3101
1995100000,1995年度,28229,兵庫県 たつの市,3326
1995100000,1995年度,28301,兵庫県 猪名川町,472
1995100000,1995年度,28365,兵庫県 多可町,1569
1995100000,1995年度,28381,兵庫県 稲美町,1710
1995100000,1995年度,28382,兵庫県 播磨町,111
1995100000,1995年度,28442,兵庫県 市川町,953
1995100000,1995年度,28443,兵庫県 福崎町,841
1995100000,1995年度,28446,兵庫県 神河町,836
1995100000,1995年度,28464,兵庫県 太子町,558
1995100000,1995年度,28481,兵庫県 上郡町,1020
1995100000,1995年度,28501,兵庫県 佐用町,2193
