IDUSE	SIZE	SEXA	DOBYEAR	AGEB	MARC	DATE	MONTH	DAY	DATEB	MONTHB	DAYB	XJOB1WK	XJOBHWK	SZSJBHWK	TPJB	TPJBS	TPJOBP	TPJBSE	DOCMT	SZCMTHR	SZCMTMIN	SZCMTTL	TP4WPLA	XXWPL	XXJOB	XXJE08	XJOBDWK	XJBSCH	XJOBYR	USFLSKL	SZTTLSTA	JOINUNI	ST5JOB	WLKEEPJA	OP4UNEMP	OP3NEWJB	TP5UNEMP	XWORK	AGESTPWK	XXSTPJB	TPLSTJB	TPLSTJBS	TPLSTJBP	XXLSTJB	XXLJE08	SZSTFLS	DOLOOKJB	XNUMCOWK	DOMARRY	WNTMRY	WNTMRYAG	SSJB1WK	SSTPUNEM	SSJBHRWK	SSSJBHWK	SSTPJB	SSTPJBS	SSTPJOBP	SSTPJBSE	SSXXHQX	SSXXJOB	SSXXJE08	SSJBDWK	SSXJBSCH	SSSZWKYR	SSSZSTFA	SPAGEX	SPLVTG	PPLV4G	MMLV4G	PPAGE	MMAGE	PPMG	MMMG	PPJOB	MMJOB	CCNUMTTL	CC01SEX	CC02SEX	CC03SEX	CC04SEX	CC05SEX	CC06SEX	CC01LV4G	CC02LV4G	CC03LV4G	CC04LV4G	CC05LV4G	CC06LV4G	CC01AGE	CC02AGE	CC03AGE	CC04AGE	CC05AGE	CC06AGE	CC01MG	CC02MG	CC03MG	CC04MG	CC05MG	CC06MG	CC01JOB	CC02JOB	CC03JOB	CC04JOB	CC05JOB	CC06JOB	SZFFOTHR	FFH01REL	FFH02REL	FFH03REL	FFH04REL	FFH05REL	FFH06REL	FFH07REL	FFH01SEX	FFH02SEX	FFH03SEX	FFH04SEX	FFH05SEX	FFH06SEX	FFH07SEX	FFH01AGE	FFH02AGE	FFH03AGE	FFH04AGE	FFH05AGE	FFH06AGE	FFH07AGE	SZFFONLY	SZFFTTL	FFHEAD	SZFFOUT	FFO01REL	FFO02REL	FFO03REL	FFO04REL	FFO05REL	FFO01WHY	FFO02WHY	FFO03WHY	FFO04WHY	FFO05WHY	INCSELF	INCSP	INCPAR	INCFAM	INCPEN	INCUEB	INCSAVE	INCSOC	INCIRR	INCRENT	INCINVST	INCOTHER	INCNOKN	INCMAIN	OP10LVL	SIZEHMT	OWNHOUSE	SZHSINCM	SZINCOMA	SZINCOMX	SSSZINCA	SSSZINCM	XNUMBROE	XNUMSISE	XNUMBROY	XNUMSISY	XSSNBROE	XSSNSISE	XSSNBROY	XSSNSISY	TP5LOC15	REMOTE15	CTVW20	TP5LOC20	PPJB15	PPJBT15S	PPJBT15P	PPJBXX15	PPJXXE08	PPJBSZ15	MMJBTP15	XXLSTSCH	SSLSTSCH	PPLSTSCH	MMLSTSCH	DOLSTSCH	XGRADE	XSPSCH	XXSPSTDY	DOSPSUSC	WHNSPSCH	USFLSPS	XHSSUB	XHSRATE	XUPUBLIC	XXSCHDPT	USFLLSTS	SSDOLSTS	SSXGRADE	PSPSCH	XGETJOB	TP1STJB	TP1STJBS	TPFSTJBP	XXFSTJB	SZSTFFST	XMARRY	NUMMARRY	AGE1MG	AGE2MG	AGE3MG	AGE4MG	COOP	USTAND	AREA	TPHOUSE	AUTOLOCK	PROC	DURATION	HRTV	FQ5READ	FQ5NEWSP	FQ6NWSIN	FQSPORT	FQ7FFDNR	FQ7FRSEE	FQ7CKDNR	FQ7WASH	FQ7SHOP	FQ7CLEAN	FQ7GARB	TRNBIKE	TRNMTRBK	TRNTRAIN	TRNBUS	TRNMCAR	TRNFCAR	TRNTAXI	TRNOTHER	TRNWALK	FQRACE	FQPACHI	XGMBLLIE	XGMBLBET	OP5HLTHZ	DOSMOKEX	XQTSMOKE	DO7DRINK	ST5AREAY	ST5LEISY	ST5LIFEY	ST5ECNY	ST5FRIY	ST5HLTHY	ST5SSREL	OP5HAPPZ	NOFUTR	NOGOAL	SFMHPEAC	SFMHENGY	SFMHDPRS	XLIVEYR	DOECSLP	DOECMNP	DOECWC	DOECLMC	DOECNONE	FQ4DENKI	FQ4ELC	WLLIVE	AXCONTCM	OP5FFINX	OPFFIX15	OP5SCHPF	OP5LEVK	AXECNSF	XSCYP	XSCYPPA	XSCYPSP	XSCYPCC	XSCYPFM	XSCYPSV	XSCYPCW	XSCYPFA	XSCYPST	SZHSASST	SZHSDEBT	CRNDFF	CRGIVFF	MARRYZ	SS5HLTHZ	SSFQ7CK	SSFQ7WSH	SSFQ7SHP	SSFQ7CLN	SSFQ7GRB	RR6ACCT	Q5GVEQAA	XX8PLPTY	APPCCNUM	APPCCNMX	APPCCSXB	OP2GNR	Q4DIVOK	Q4WWJBIA	Q4WNMGA	Q4MNCOOK	Q4WWHHX	Q4MNMGA	Q4JBMMCC	Q4NOCCMG	Q4WWHPHH	QFNRINCR	OPFNWFC	OPFNWCN	OPFNWAG	OPFNWCR	OPFNWPR	OP4FNECN	OP4FNEMP	OP4FNCLT	OP4FNSFE	OP4PENSN	OPNBMTCN	OPNBASS	OPCASINO	OP7CNSTX	OPINCDIF	OP7CMTRA	XINHRGRV	WLMNGGRV	OP4NAME	AGERETR	OP7STBSN	OVEREDUC	DOUSESKL	XJOBW	XJOBOW	XJOBNO	OP5WJOB	OP5WINC	OP5WPROM	OP5WJBSC	OP5UNION	OP4FRPSN	OP4FRFCR	OP4FRCRS	OP4TRUST	OP7GDEVO	TR3CORPZ	TR3RLGPZ	TR3SCHLZ	TR3BCRAZ	TR3UNNZ	TR3NWSPZ	TR3HSPLZ	TR3TVZ	TR3SPCAZ	TR3ACDAZ	TR3CGMNZ	TR3CITYZ	TR3DEFZ	TR3COPZ	TR3FINZ	MEMPLTGP	MEMIND	MEMVLNTR	MEMCIVIL	MEMRL	MEMSPORT	MEMHOBBY	MEMCOOP	DORL	XXRL	DO3PIOUS	DISQUAKE	DISTSNM	DISFLOOD	DISTSNOW	DISVOLC	DISLAND	DISNUC	AXDIS	OPNUCPOL	AXFDRAD	COMMDIS	ENHMAP	ENHMWP	ENHMSP	ENHMAGNG	ENHMSHOP	ENHMEMP	ENHMDCRM	ENHMDEPP	ENHMTRNS	ENHMDSLD	ENHMANML	ENHMD	DOWORK	SZNRWRKR	SZFWRKR	CLLGFRGN	OP5CPDCS	OP5FMCMP	OP5FMMTR	OP5SENIR	OP5MNPWR	OP5FMMGR	FQ5JBIF	FQ5FLIF	HDFMCARE	HDHOBBY	HDSICK	WRKSECUR	WRKHIPAY	WRKPROMO	WRKFREE	WRKVLM	WRKRWRD	WRKFAMIL	WRKABLTY	WRKSOCTY	WRKSHARE	WRKPRIDE	WEIGHT
1442	2	1	1976	38	4	412	4	12	412	4	12	1	55	0	1	1	3	8	1	1	15	75	1	180	558	3411	5	39	10	2	12	3	3	2	4	3	8	8	888	88	8	8	8	998	88888	8	2	2	4	2	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	3	3	999	999	1	1	1	1	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	0	1	0	0	88	88	88	88	88	8	8	8	8	8	1	0	0	0	0	0	0	0	0	0	1	0	0	1	6	2	2	11	11	11	22	22	0	0	0	0	888	888	888	888	3	1	1	8	1	1	7	554	4110	4	3	13	15	99	99	1	88	2	88	8	8	8	1	2	1	411	4	8	88	8	2	1	1	1	558	12	2	88	888	888	888	888	2	1	3	2	2	1	20	1	1	5	1	2	5	5	2	3	2	3	3	0	0	1	1	0	0	0	0	0	1	1	2	2	3	3	8	5	3	4	3	3	3	3	6	3	3	3	3	3	3	4	0	0	0	0	1	3	3	2	4	3	3	5	3	3	1	0	0	0	0	1	1	0	1	99	1	2	8	2	8	8	8	8	8	8	8	5	1	2	888	1	1	2	4	3	1	4	3	4	2	3	2	3	3	3	3	2	4	1	4	1	2	5	5	2	1	3	1	2	2	2	8	3	2	2	1	0	0	4	2	4	4	2	1	1	1	3	1	2	3	2	2	2	3	2	3	2	4	3	3	1	2	3	2	2	2	2	2	2	2	2	2	10	3	3	4	3	4	4	4	4	4	1	4	4	4	4	4	3	4	4	3	4	4	4	4	4	1	1	3	2	3	5	2	3	2	2	2	5	2	3	2	1	4	3	4	4	3	4	3	1	1	3	60383
1440	2	2	1955	59	1	308	3	8	311	3	11	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	26	11	1	1	1	554	4110	4	2	2	1	8	888	1	8	40	0	1	1	1	8	150	524	2310	5	40	20	12	58	1	4	2	888	85	8	2	8	2	2	2	1	8	8	8	8	2	1	8	8	8	8	30	28	888	888	888	888	4	4	8	8	8	8	1	1	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	1	0	88	88	88	88	88	8	8	8	8	8	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	20	1	23	20	20	0	0	1	0	0	0	0	1	2	2	1	8	7	8	8	998	88888	8	3	11	13	6	6	1	88	2	88	8	8	8	1	3	3	201	2	1	88	2	1	1	1	9	559	8	1	1	26	888	888	888	2	1	4	1	8	1	20	2	1	1	1	3	3	3	1	1	1	2	1	1	0	1	0	1	0	0	0	0	1	1	2	2	3	3	8	4	4	3	3	3	3	3	4	3	3	3	3	3	5	6	0	0	0	0	1	2	2	3	2	4	3	5	2	3	1	0	1	0	0	0	0	0	0	12	5	1	2	1	3	7	7	7	7	7	3	1	8	3	888	2	2	3	3	4	2	4	4	3	2	3	1	2	2	2	2	2	3	3	3	2	2	3	3	2	2	3	5	3	8	2	4	6	3	3	0	0	1	4	4	4	3	3	2	3	2	2	4	2	4	3	3	3	2	2	3	2	2	3	3	2	3	3	2	2	2	2	2	2	2	2	3	88	8	2	4	3	4	4	4	4	2	4	1	5	3	2	2	2	2	3	2	3	2	3	3	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	36371
184	2	1	1974	40	1	308	3	8	312	3	12	1	80	0	1	1	1	8	1	1	0	60	3	93	581	5120	6	48	20	1	6	1	3	2	3	2	8	8	888	88	8	8	8	998	88888	8	2	3	1	8	888	1	8	56	0	1	1	1	8	140	578	5321	7	56	10	4	37	1	2	4	72	888	3	8	2	8	3	2	2	2	8	8	8	1	1	1	8	8	8	17	12	9	888	888	888	4	4	4	8	8	8	2	2	2	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	4	5	0	0	88	88	88	88	88	8	8	8	8	8	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	20	20	20	20	20	1	0	0	0	2	1	0	0	2	2	1	8	3	8	8	679	7115	2	1	9	9	14	14	1	88	1	24	2	2	1	1	3	8	888	1	1	88	2	1	1	1	1	583	5	1	1	23	888	888	888	2	2	4	1	8	1	20	3	0	5	4	5	3	7	3	7	2	5	7	1	0	1	0	0	1	0	0	0	6	5	2	1	4	3	8	5	3	4	3	4	4	4	3	3	3	3	4	4	3	7	0	0	0	0	1	2	3	2	2	2	4	2	4	1	1	0	0	0	0	1	1	0	0	1	2	1	2	1	4	1	1	2	1	1	1	1	8	2	888	2	1	3	3	3	2	3	3	3	2	3	1	1	1	1	2	1	2	2	2	2	2	4	4	2	1	1	1	2	1	3	4	2	3	1	1	0	0	4	4	4	4	2	2	2	2	4	3	3	3	2	3	4	2	2	3	4	4	3	3	2	4	4	2	2	2	2	2	2	2	2	2	10	3	3	3	3	3	3	3	3	2	4	2	3	3	3	3	2	3	2	2	3	3	3	3	3	1	3	2	1	2	2	4	3	1	3	4	4	4	4	4	4	5	4	5	5	3	5	2	3	1	3	62429
1245	2	2	1973	41	3	308	3	8	309	3	9	1	38	0	1	2	8	8	1	0	7	7	3	92	555	4226	5	40	7	2	9	1	1	2	3	2	8	8	888	88	8	8	8	998	88888	8	2	2	3	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	2	3	70	70	2	2	2	2	1	1	8	8	8	8	8	1	8	8	8	8	8	10	888	888	888	888	888	4	8	8	8	8	8	2	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	0	0	88	88	88	88	88	8	8	8	8	8	1	0	0	0	0	0	0	1	0	0	0	0	0	1	9	2	2	20	20	20	22	22	0	0	1	1	0	1	0	0	1	2	3	2	7	8	8	998	88888	8	2	9	9	8	8	1	88	2	88	8	8	8	1	3	8	888	2	1	88	2	1	1	1	1	539	6	1	2	26	36	888	888	2	2	4	2	2	1	20	3	0	5	1	3	1	5	1	2	2	2	1	1	0	1	1	1	1	0	0	0	5	4	2	2	3	1	1	4	3	4	4	4	3	4	6	3	3	1	4	4	2	5	0	0	0	0	1	1	2	2	3	1	2	2	5	1	1	1	0	0	1	0	0	0	1	1	1	1	1	2	8	8	8	8	8	8	8	3	1	3	888	1	2	3	1	2	2	1	3	2	1	3	2	1	1	1	2	1	4	4	4	2	3	1	1	1	3	2	3	2	1	2	6	1	3	1	0	1	0	3	4	4	4	3	1	1	1	4	4	3	3	2	3	3	2	2	2	2	2	3	3	2	2	3	2	2	2	2	2	1	2	2	2	14	2	2	3	2	4	4	4	4	1	3	3	3	2	2	2	1	3	2	1	3	3	2	3	3	1	4	1	2	2	3	1	3	1	4	1	1	2	2	2	2	4	4	2	1	1	2	2	1	1	2	46113
201	2	2	1938	76	3	306	3	6	307	3	7	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	65	1	1	1	1	559	4311	4	2	2	3	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	4	4	888	888	8	8	8	8	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	0	1	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	1	0	0	0	0	0	0	5	5	2	1	6	6	23	22	22	0	0	1	2	1	2	2	0	2	2	3	1	3	8	8	581	3434	2	7	9	9	1	1	1	88	1	27	1	2	2	1	3	8	888	2	1	88	2	1	1	3	8	569	6	1	1	31	888	888	888	1	2	4	1	8	1	30	6	1	1	6	5	7	3	1	2	2	1	2	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	7	1	3	5	2	2	2	6	4	3	3	4	4	3	7	0	0	0	0	1	2	3	1	2	2	3	3	3	4	2	8	8	8	8	8	8	8	8	7	1	2	8	2	8	8	8	8	8	8	8	2	8	2	888	2	2	2	3	3	2	3	3	4	3	3	2	1	1	1	2	3	2	2	2	1	1	2	2	5	3	2	3	3	8	1	5	2	1	1	0	0	1	2	3	3	3	3	2	2	1	2	4	2	3	2	2	4	1	3	2	2	4	3	3	2	1	3	2	2	2	2	2	2	2	2	3	88	8	2	4	4	4	4	4	3	3	4	4	2	3	3	3	1	2	2	2	3	3	4	3	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	48169
1709	2	2	1942	72	1	307	3	7	310	3	10	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	60	1	1	2	8	537	5311	2	2	2	1	8	888	3	2	888	888	8	8	8	8	998	998	88888	88	888	888	88	75	1	4	4	888	888	8	8	8	8	2	2	2	8	8	8	8	2	2	8	8	8	8	47	44	888	888	888	888	1	1	8	8	8	8	1	1	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	1	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	1	0	0	0	0	0	0	5	4	2	1	7	3	23	6	23	0	3	1	0	1	2	2	0	1	2	1	8	1	1	7	573	3322	3	6	9	9	14	14	1	88	2	88	8	8	8	3	5	8	888	2	1	88	2	1	1	1	1	559	5	1	1	25	888	888	888	2	2	4	1	8	1	30	3	2	1	6	1	1	5	1	1	1	2	1	1	0	0	0	0	0	0	0	0	1	1	2	2	1	3	8	2	3	3	3	1	1	1	2	3	3	4	3	3	4	7	0	0	0	0	1	1	1	2	3	3	2	3	3	4	2	8	8	8	8	8	8	8	8	15	1	2	8	1	4	2	5	5	3	2	4	1	1	2	888	2	1	4	3	1	1	2	1	3	3	4	2	2	2	1	1	1	2	2	2	2	1	2	2	1	4	3	4	9	8	1	6	5	1	3	0	0	1	3	1	1	1	2	2	2	1	2	5	2	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	2	3	88	8	3	3	3	4	4	4	4	2	2	2	4	2	2	2	1	1	2	2	2	2	3	4	4	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	48169
2021	2	2	1994	20	4	310	3	10	315	3	15	1	9	0	1	2	8	8	1	0	30	30	3	93	569	5246	3	12	0	2	13	3	2	2	5	1	8	8	888	88	8	8	8	998	88888	8	2	1	4	1	30	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	1	1	48	45	1	1	1	2	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	1	53	88	88	88	88	88	88	2	8	8	8	8	8	8	18	888	888	888	888	888	888	3	4	40	0	88	88	88	88	88	8	8	8	8	8	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	2	1	21	2	2	22	22	0	0	0	1	888	888	888	888	2	2	1	8	1	1	7	554	4110	2	2	12	15	9	9	3	2	2	88	8	8	8	1	2	3	310	2	8	88	8	3	8	8	8	998	88	2	88	888	888	888	888	2	2	4	1	8	1	20	3	0	5	4	5	1	3	7	4	4	7	7	1	0	1	0	0	0	0	0	0	1	1	2	2	1	3	8	4	1	1	1	1	1	1	6	1	5	5	2	3	4	6	0	0	0	0	1	3	3	2	3	4	4	2	2	4	2	8	8	8	8	8	8	8	8	15	9	2	8	2	8	8	8	8	8	8	8	3	8	2	888	2	2	3	3	3	2	2	3	2	2	3	2	2	2	2	2	2	2	3	1	3	2	3	3	5	3	2	1	4	8	1	4	5	9	9	9	9	9	2	3	4	4	3	3	3	3	2	3	1	4	1	4	4	1	1	2	1	2	3	3	2	2	3	2	2	2	2	2	2	2	2	3	88	8	2	4	4	4	4	4	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	4	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	53726
946	2	2	1947	67	1	309	3	9	314	3	14	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	66	1	1	2	8	559	4311	2	2	2	1	8	888	1	8	48	0	1	2	8	8	130	559	4311	99	40	32	13	62	1	4	4	888	888	8	8	8	8	2	1	1	8	8	8	8	2	2	8	8	8	8	38	34	888	888	888	888	1	1	8	8	8	8	1	1	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	1	0	88	88	88	88	88	8	8	8	8	8	0	1	0	0	1	0	0	0	0	0	0	0	0	2	3	2	1	10	4	23	9	9	1	0	1	0	0	0	1	1	1	2	1	8	1	1	7	999	99999	7	1	9	9	14	14	1	88	2	88	8	8	8	3	5	8	888	1	1	88	1	1	1	1	1	559	8	1	1	27	888	888	888	2	2	4	1	8	1	22	3	1	1	4	2	2	4	1	1	2	2	1	1	0	1	1	0	0	0	0	0	1	1	2	2	2	2	8	3	2	3	4	2	1	4	4	3	5	5	3	4	4	8	0	0	0	0	1	3	2	2	3	4	2	4	3	4	2	8	8	8	8	8	8	8	8	9	5	2	8	1	1	7	7	7	7	7	1	2	1	2	888	1	1	4	2	3	2	1	1	4	1	1	1	2	2	2	2	2	3	3	3	2	2	2	1	2	7	3	2	3	8	2	5	1	1	1	0	0	1	4	4	5	5	3	1	1	3	1	7	1	3	4	4	4	1	2	2	1	1	3	3	1	1	3	2	2	2	2	2	2	2	1	3	88	8	1	4	4	4	4	4	4	3	5	1	1	4	1	4	2	4	4	1	3	3	3	2	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	47477
1007	2	2	1952	62	3	314	3	14	321	3	21	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	57	4	1	2	8	685	9334	5	2	2	3	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	4	2	888	92	8	3	8	2	3	2	1	1	8	8	8	3	1	3	8	8	8	38	36	29	888	888	888	1	1	1	8	8	8	1	1	1	8	8	8	5	14	30	31	30	30	88	88	2	1	2	1	1	8	8	35	16	14	10	5	888	888	6	7	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	1	0	0	0	0	0	0	0	0	0	4	8	3	1	21	4	23	22	22	0	2	0	2	0	0	0	1	2	2	1	8	3	8	8	599	6111	2	7	9	11	1	1	1	88	2	88	8	8	8	1	3	8	888	2	1	88	2	1	1	1	1	557	13	1	1	23	888	888	888	2	2	4	1	8	1	30	5	1	1	6	5	1	7	1	1	2	1	1	1	0	0	0	0	0	0	0	0	1	1	2	2	1	1	2	7	1	3	3	3	3	1	6	1	2	2	2	2	5	7	1	1	1	0	0	1	1	1	4	3	3	3	3	2	2	8	8	8	8	8	8	8	8	15	8	2	8	2	8	8	8	8	8	8	8	1	8	2	888	1	2	4	1	1	2	4	1	4	1	1	2	2	2	2	2	2	3	3	4	3	1	3	3	1	3	1	7	3	8	3	5	6	1	1	0	0	1	3	3	3	3	2	2	1	2	3	3	2	4	2	2	2	2	2	2	2	2	3	3	4	2	2	2	2	2	2	2	2	2	1	3	88	8	1	4	4	4	4	4	4	2	3	1	4	4	4	4	1	4	4	2	4	4	4	4	4	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	47477
1308	2	2	1950	64	1	313	3	13	321	3	21	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	27	12	1	1	1	514	3221	3	2	2	1	8	888	3	2	888	888	8	8	8	8	998	998	88888	88	888	888	88	64	1	4	4	888	888	8	8	8	8	2	1	2	8	8	8	8	2	3	8	8	8	8	37	35	888	888	888	888	1	1	8	8	8	8	1	2	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	1	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	5	6	3	1	21	2	23	21	23	3	0	0	1	4	2	0	0	1	2	1	8	1	1	7	999	99999	7	1	9	9	6	3	1	88	1	23	1	2	2	1	6	8	888	2	1	88	2	1	1	1	1	514	13	1	1	24	888	888	888	2	2	4	1	8	1	25	5	0	1	6	1	1	5	2	2	2	2	2	1	0	0	0	0	0	0	0	0	1	1	2	2	1	3	8	7	3	3	9	3	3	3	3	3	3	3	2	2	4	7	0	0	0	0	1	2	2	3	3	2	3	3	4	2	2	8	8	8	8	8	8	8	8	99	99	2	8	1	1	2	2	2	2	2	4	3	8	2	888	2	1	2	3	3	2	3	3	3	2	3	2	2	2	2	2	2	3	2	3	2	2	4	4	1	4	2	3	3	8	3	5	6	1	1	0	0	1	2	4	4	4	3	1	2	1	3	6	4	3	9	4	4	2	2	2	4	2	3	3	3	2	4	2	2	2	2	2	2	1	2	3	88	8	3	4	4	4	4	4	4	4	4	2	6	2	2	2	2	3	3	3	3	3	3	3	4	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	47477
1875	2	1	1965	49	1	314	3	14	328	3	28	1	40	0	1	1	5	8	1	1	0	60	2	91	550	1221	5	40	30	2	5	3	1	2	4	3	8	8	888	88	8	8	8	998	88888	8	2	2	1	8	888	1	8	25	0	1	2	8	8	92	685	9334	5	25	2	13	46	1	4	2	888	75	8	3	8	2	2	1	1	8	8	8	8	1	1	8	8	8	8	17	12	888	888	888	888	4	4	8	8	8	8	2	2	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	3	4	0	0	88	88	88	88	88	8	8	8	8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	1	10	10	10	2	2	1	0	1	0	0	1	1	0	2	2	1	8	1	1	1	521	2341	6	1	9	9	12	9	1	88	2	88	8	8	8	1	4	8	888	2	1	88	2	2	1	1	1	685	4	1	1	31	888	888	888	1	1	4	1	8	1	25	3	1	1	1	2	2	4	5	6	4	4	4	0	0	0	0	1	0	0	0	0	1	1	2	2	3	2	8	1	2	2	3	3	2	3	2	2	4	4	2	2	3	8	0	0	0	0	1	1	2	1	4	3	3	3	3	2	2	8	8	8	8	8	8	8	8	5	1	1	2	1	1	1	1	1	1	1	1	1	8	3	888	1	2	3	3	4	2	4	4	1	4	3	2	1	1	1	1	2	3	2	3	2	3	2	3	2	3	3	3	3	8	3	5	5	3	1	0	0	1	4	2	4	4	3	1	2	2	2	6	2	3	2	2	2	2	1	2	2	1	2	2	2	1	1	2	1	1	2	2	1	2	2	3	88	8	2	4	4	4	4	4	4	2	3	3	3	3	4	2	3	4	4	3	4	3	3	4	4	1	1	1	2	2	4	3	1	2	5	4	4	2	3	2	3	4	5	5	3	4	2	4	2	4	3	62429
1049	2	1	1955	59	3	306	3	6	313	3	13	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	1	1	52	8	1	1	1	554	4416	4	1	4	3	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	4	3	888	82	8	3	8	2	2	1	2	8	8	8	8	3	3	8	8	8	8	24	22	888	888	888	888	4	4	8	8	8	8	1	1	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	0	1	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	0	0	1	0	0	0	0	0	0	7	8	3	1	1	1	23	22	22	0	0	0	1	0	0	1	0	2	2	3	2	1	1	1	503	3115	5	1	12	11	3	3	1	88	2	88	8	8	8	1	1	1	310	4	1	88	2	1	1	1	1	506	7	1	1	32	888	888	888	1	1	4	1	8	1	25	1	0	1	1	1	6	7	1	3	9	2	3	0	1	0	0	0	0	0	0	0	1	5	2	2	3	2	8	6	3	3	3	5	4	3	6	4	3	3	2	3	4	6	0	0	0	0	1	1	1	2	3	1	3	4	4	1	2	8	8	8	8	8	8	8	8	3	2	1	2	2	8	8	8	8	8	8	8	2	8	2	888	1	1	3	3	3	2	3	3	2	3	3	2	2	2	2	2	2	3	2	3	2	3	3	3	1	4	2	1	1	1	2	4	4	2	2	0	0	1	4	4	4	4	2	1	1	1	2	5	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	88	8	3	4	4	3	4	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	47981
