IDUSE	SIZE	SEXA	DOBYEAR	AGEB	MARC	DATE	MONTH	DAY	DATEB	MONTHB	DAYB	XJOB1WK	XJOBHWK	SZSJBHWK	TPJB	TPJBS	TPJOBP	TPJBSE	DOCMT	SZCMTHR	SZCMTMIN	SZCMTTL	TP4WPLA	XXWPL	XXJOB	XXJE08	XJOBDWK	XJBSCH	XJOBYR	USFLSKL	SZTTLSTA	JOINUNI	ST5JOB	WLKEEPJA	OP4UNEMP	OP3NEWJB	TP5UNEMP	XWORK	AGESTPWK	XXSTPJB	TPLSTJB	TPLSTJBS	TPLSTJBP	XXLSTJB	XXLJE08	SZSTFLS	DOLOOKJB	XNUMCOWK	DOMARRY	WNTMRY	WNTMRYAG	SSJB1WK	SSTPUNEM	SSJBHRWK	SSSJBHWK	SSTPJB	SSTPJBS	SSTPJOBP	SSTPJBSE	SSXXHQX	SSXXJOB	SSXXJE08	SSJBDWK	SSXJBSCH	SSSZWKYR	SSSZSTFA	SPAGEX	SPLVTG	PPLV4G	MMLV4G	PPAGE	MMAGE	PPMG	MMMG	PPJOB	MMJOB	CCNUMTTL	CC01SEX	CC02SEX	CC03SEX	CC04SEX	CC05SEX	CC06SEX	CC01LV4G	CC02LV4G	CC03LV4G	CC04LV4G	CC05LV4G	CC06LV4G	CC01AGE	CC02AGE	CC03AGE	CC04AGE	CC05AGE	CC06AGE	CC01MG	CC02MG	CC03MG	CC04MG	CC05MG	CC06MG	CC01JOB	CC02JOB	CC03JOB	CC04JOB	CC05JOB	CC06JOB	SZFFOTHR	FFH01REL	FFH02REL	FFH03REL	FFH04REL	FFH05REL	FFH06REL	FFH07REL	FFH01SEX	FFH02SEX	FFH03SEX	FFH04SEX	FFH05SEX	FFH06SEX	FFH07SEX	FFH01AGE	FFH02AGE	FFH03AGE	FFH04AGE	FFH05AGE	FFH06AGE	FFH07AGE	SZFFONLY	SZFFTTL	FFHEAD	SZFFOUT	FFO01REL	FFO02REL	FFO03REL	FFO04REL	FFO05REL	FFO01WHY	FFO02WHY	FFO03WHY	FFO04WHY	FFO05WHY	INCSELF	INCSP	INCPAR	INCFAM	INCPEN	INCUEB	INCSAVE	INCSOC	INCIRR	INCRENT	INCINVST	INCOTHER	INCNOKN	INCMAIN	OP10LVL	SIZEHMT	OWNHOUSE	SZHSINCM	SZINCOMA	SZINCOMX	SSSZINCA	SSSZINCM	XNUMBROE	XNUMSISE	XNUMBROY	XNUMSISY	XSSNBROE	XSSNSISE	XSSNBROY	XSSNSISY	TP5LOC15	REMOTE15	CTVW20	TP5LOC20	PPJB15	PPJBT15S	PPJBT15P	PPJBXX15	PPJXXE08	PPJBSZ15	MMJBTP15	XXLSTSCH	SSLSTSCH	PPLSTSCH	MMLSTSCH	DOLSTSCH	XGRADE	XSPSCH	XXSPSTDY	DOSPSUSC	WHNSPSCH	USFLSPS	XHSSUB	XHSRATE	XUPUBLIC	XXSCHDPT	USFLLSTS	SSDOLSTS	SSXGRADE	PSPSCH	XGETJOB	TP1STJB	TP1STJBS	TPFSTJBP	XXFSTJB	SZSTFFST	XMARRY	NUMMARRY	AGE1MG	AGE2MG	AGE3MG	AGE4MG	COOP	USTAND	AREA	TPHOUSE	AUTOLOCK	PROC	DURATION	HRTV	FQ5READ	FQ5NEWSP	FQ6NWSIN	FQSPORT	FQ7FFDNR	FQ7FRSEE	FQ7CKDNR	FQ7WASH	FQ7SHOP	FQ7CLEAN	FQ7GARB	TRNBIKE	TRNMTRBK	TRNTRAIN	TRNBUS	TRNMCAR	TRNFCAR	TRNTAXI	TRNOTHER	TRNWALK	FQRACE	FQPACHI	XGMBLLIE	XGMBLBET	OP5HLTHZ	DOSMOKEX	XQTSMOKE	DO7DRINK	ST5AREAY	ST5LEISY	ST5LIFEY	ST5ECNY	ST5FRIY	ST5HLTHY	ST5SSREL	OP5HAPPZ	NOFUTR	NOGOAL	SFMHPEAC	SFMHENGY	SFMHDPRS	XLIVEYR	DOECSLP	DOECMNP	DOECWC	DOECLMC	DOECNONE	FQ4DENKI	FQ4ELC	WLLIVE	AXCONTCM	OP5FFINX	OPFFIX15	OP5SCHPF	OP5LEVK	AXECNSF	XSCYP	XSCYPPA	XSCYPSP	XSCYPCC	XSCYPFM	XSCYPSV	XSCYPCW	XSCYPFA	XSCYPST	SZHSASST	SZHSDEBT	CRNDFF	CRGIVFF	MARRYZ	SS5HLTHZ	SSFQ7CK	SSFQ7WSH	SSFQ7SHP	SSFQ7CLN	SSFQ7GRB	RR6ACCT	Q5GVEQAA	XX8PLPTY	APPCCNUM	APPCCNMX	APPCCSXB	OP2GNR	Q4DIVOK	Q4WWJBIA	Q4WNMGA	Q4MNCOOK	Q4WWHHX	Q4MNMGA	Q4JBMMCC	Q4NOCCMG	Q4WWHPHH	QFNRINCR	OPFNWFC	OPFNWCN	OPFNWAG	OPFNWCR	OPFNWPR	OP4FNECN	OP4FNEMP	OP4FNCLT	OP4FNSFE	OP4PENSN	OPNBMTCN	OPNBASS	OPCASINO	OP7CNSTX	OPINCDIF	OP7CMTRA	XINHRGRV	WLMNGGRV	OP4NAME	AGERETR	OP7STBSN	OVEREDUC	DOUSESKL	XJOBW	XJOBOW	XJOBNO	OP5WJOB	OP5WINC	OP5WPROM	OP5WJBSC	OP5UNION	OP4FRPSN	OP4FRFCR	OP4FRCRS	OP4TRUST	OP7GDEVO	TR3CORPZ	TR3RLGPZ	TR3SCHLZ	TR3BCRAZ	TR3UNNZ	TR3NWSPZ	TR3HSPLZ	TR3TVZ	TR3SPCAZ	TR3ACDAZ	TR3CGMNZ	TR3CITYZ	TR3DEFZ	TR3COPZ	TR3FINZ	MEMPLTGP	MEMIND	MEMVLNTR	MEMCIVIL	MEMRL	MEMSPORT	MEMHOBBY	MEMCOOP	DORL	XXRL	DO3PIOUS	DISQUAKE	DISTSNM	DISFLOOD	DISTSNOW	DISVOLC	DISLAND	DISNUC	AXDIS	OPNUCPOL	AXFDRAD	COMMDIS	ENHMAP	ENHMWP	ENHMSP	ENHMAGNG	ENHMSHOP	ENHMEMP	ENHMDCRM	ENHMDEPP	ENHMTRNS	ENHMDSLD	ENHMANML	ENHMD	DOWORK	SZNRWRKR	SZFWRKR	CLLGFRGN	OP5CPDCS	OP5FMCMP	OP5FMMTR	OP5SENIR	OP5MNPWR	OP5FMMGR	FQ5JBIF	FQ5FLIF	HDFMCARE	HDHOBBY	HDSICK	WRKSECUR	WRKHIPAY	WRKPROMO	WRKFREE	WRKVLM	WRKRWRD	WRKFAMIL	WRKABLTY	WRKSOCTY	WRKSHARE	WRKPRIDE	WEIGHT
266	1	1	1942	72	1	221	2	21	301	3	1	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	2	1	60	1	1	1	3	554	4110	6	2	2	1	8	888	3	4	888	888	8	8	8	8	998	998	88888	88	888	888	88	61	1	4	4	888	888	8	8	8	8	2	1	1	8	8	8	8	2	1	8	8	8	8	47	30	888	888	888	888	1	4	8	8	8	8	1	1	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	0	0	0	1	0	0	0	5	5	2	1	21	21	23	21	23	2	0	1	1	0	1	1	1	4	1	1	8	3	8	8	599	6111	2	7	9	9	2	2	1	88	2	88	8	8	8	3	4	8	888	4	1	88	2	2	1	1	1	554	12	1	1	25	888	888	888	1	1	2	1	8	1	30	4	0	2	1	1	1	4	7	7	7	7	7	0	0	0	0	1	0	0	0	0	1	1	2	2	3	2	8	7	1	2	2	2	3	2	2	2	2	2	1	2	2	8	0	0	1	1	0	3	2	1	1	2	2	2	3	1	2	8	8	8	8	8	8	8	8	2	1	2	8	1	1	1	1	1	1	1	1	2	1	2	888	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	1	1	1	1	4	5	2	1	9	9	9	9	9	9	9	2	9	1	1	3	3	3	9	9	2	4	3	2	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	3	88	8	1	4	4	9	9	9	4	2	5	1	3	3	3	3	3	3	3	3	3	3	3	3	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	44667
16	1	1	1970	44	1	222	2	22	301	3	1	1	40	0	3	8	8	2	3	88	888	8888	2	140	544	3230	6	40	3	1	1	3	2	3	3	1	8	8	888	88	8	8	8	998	88888	8	2	1	1	8	888	1	8	40	0	1	2	8	8	60	661	7132	5	40	1	4	39	1	3	3	73	70	1	1	2	2	2	2	1	8	8	8	8	1	1	8	8	8	8	6	4	888	888	888	888	4	4	8	8	8	8	2	2	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	3	4	0	0	88	88	88	88	88	8	8	8	8	8	1	1	0	0	0	0	0	0	0	0	0	0	0	1	6	2	4	9	8	8	3	3	0	0	1	0	0	0	2	0	2	2	3	2	1	1	2	633	8211	5	2	12	11	8	9	1	88	1	23	1	2	1	1	1	3	304	3	1	88	2	1	1	2	8	515	5	1	1	32	888	888	888	1	1	2	2	2	1	25	2	2	1	1	3	1	5	7	2	2	1	5	1	0	0	0	0	0	0	0	0	1	1	2	2	4	3	8	3	3	3	3	4	4	4	4	3	3	3	4	4	2	5	0	0	0	0	1	3	3	2	3	2	3	5	4	2	1	0	0	0	0	0	1	0	0	4	4	2	8	1	2	1	1	1	2	2	1	2	8	3	888	2	1	3	3	3	2	3	3	3	2	2	2	2	2	2	2	2	3	2	2	2	3	3	3	1	3	2	1	2	9	1	6	1	2	2	0	1	0	4	4	4	4	2	1	1	1	2	4	3	3	2	3	2	2	2	2	2	2	3	3	2	2	2	2	1	2	2	2	2	2	2	3	88	8	3	3	3	4	4	4	3	3	5	2	3	2	2	3	2	4	3	2	2	4	4	4	4	1	4	4	2	1	1	5	1	2	3	3	4	4	4	4	3	4	2	4	2	3	2	3	2	2	4	62429
1260	1	2	1968	46	1	222	2	22	302	3	2	1	40	0	1	2	8	8	1	0	50	50	2	140	578	5321	5	40	0	2	5	1	2	1	3	2	8	8	888	88	8	8	8	998	88888	8	1	4	1	8	888	1	8	55	0	1	1	7	8	170	569	5223	5	40	20	6	47	1	4	3	888	70	8	3	8	2	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	1	0	88	88	88	88	88	8	8	8	8	8	1	1	0	0	0	0	0	0	1	0	0	0	0	2	8	2	4	9	6	4	8	8	0	0	1	0	0	0	0	2	2	2	3	2	3	8	8	566	5221	2	7	13	12	9	8	1	88	2	88	8	8	8	1	1	1	401	2	1	88	2	1	1	2	8	524	13	1	2	22	30	888	888	1	1	2	2	2	1	25	2	4	1	1	5	2	4	1	1	1	1	2	0	0	1	0	0	0	0	0	0	1	1	2	2	3	3	8	6	2	2	2	5	1	3	2	2	4	4	3	3	4	6	0	0	0	0	1	2	2	2	3	2	1	4	4	2	2	8	8	8	8	8	8	8	8	2	2	1	2	1	2	3	2	1	3	1	5	1	8	2	888	2	1	2	4	3	1	4	3	4	3	3	1	2	2	2	2	1	1	4	1	4	3	3	3	5	4	2	7	3	8	4	6	3	2	2	0	1	0	4	4	4	4	2	1	1	1	2	6	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	1	1	2	2	1	2	2	10	3	3	4	3	4	4	4	3	2	5	1	3	3	3	3	2	3	3	2	4	4	4	4	4	1	4	5	2	3	4	2	3	2	4	3	3	2	3	2	3	4	4	3	4	2	2	2	1	2	2	46113
358	1	2	1942	72	4	222	2	22	302	3	2	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	62	10	1	2	8	558	3252	2	2	4	4	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	4	1	888	98	8	3	8	2	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	5	9	2	1	4	3	23	22	22	0	0	2	0	888	888	888	888	2	2	3	2	1	2	8	600	6113	1	1	8	15	2	2	1	88	2	88	8	8	8	88	8	8	888	2	8	88	8	1	1	1	1	554	4	2	88	888	888	888	888	1	1	2	1	8	1	35	1	0	5	6	5	1	7	1	1	1	1	2	1	0	1	1	0	1	0	0	0	1	1	2	2	3	3	8	7	2	2	3	3	3	3	6	2	3	3	3	3	4	8	0	0	0	0	1	1	2	1	3	1	1	3	4	2	2	8	8	8	8	8	8	8	8	4	1	1	1	2	8	8	8	8	8	8	8	3	8	3	888	2	1	2	2	2	2	3	1	3	3	3	1	2	2	2	2	1	2	3	2	3	3	3	3	5	3	3	6	1	3	3	6	5	1	1	0	0	1	4	4	3	3	3	2	2	2	2	5	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	88	8	1	2	2	4	4	4	3	2	4	3	3	3	3	3	2	3	2	3	3	3	3	3	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	48169
1140	1	1	1991	23	4	222	2	22	301	3	1	1	35	0	1	2	8	8	1	0	20	20	3	170	583	5131	5	40	3	2	5	3	1	3	4	2	8	8	888	88	8	8	8	998	88888	8	2	1	4	1	30	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	1	1	48	44	1	1	1	1	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	2	60	61	88	88	88	88	88	1	2	8	8	8	8	8	70	69	888	888	888	888	888	4	5	40	1	53	88	88	88	88	3	8	8	8	8	1	0	1	1	1	0	0	0	0	0	0	0	0	3	4	2	1	21	5	5	22	22	0	0	0	1	888	888	888	888	2	2	1	8	1	1	1	554	4110	6	2	12	15	9	8	1	88	2	88	8	8	8	1	3	3	306	3	8	88	8	1	1	2	8	586	5	2	88	888	888	888	888	1	2	2	1	8	1	30	3	1	2	1	1	1	4	4	3	2	2	2	1	0	1	0	1	0	0	0	0	1	1	2	2	2	3	8	2	1	2	2	3	2	3	6	2	2	3	2	1	4	6	0	0	1	0	0	1	1	2	3	3	4	3	3	3	1	1	0	0	0	0	0	0	0	15	4	2	8	2	8	8	8	8	8	8	8	2	8	2	888	2	1	3	1	1	1	2	1	3	3	1	1	1	1	2	2	1	1	2	1	2	1	1	3	2	5	1	1	1	9	2	7	2	1	1	1	0	0	2	3	3	4	1	1	1	1	3	3	2	3	2	2	3	2	2	2	2	2	3	3	1	2	3	2	1	2	2	2	2	2	1	3	88	8	2	4	1	4	4	3	4	2	2	2	2	2	2	3	1	4	2	2	1	4	3	4	4	1	4	1	2	3	2	3	2	2	4	4	4	1	2	3	1	3	2	2	2	3	3	2	2	2	3	59074
1985	1	1	1976	38	1	307	3	7	307	3	7	1	40	0	1	1	1	8	1	1	0	60	4	60	503	3115	5	40	19	1	6	3	1	3	4	2	8	8	888	88	8	8	8	998	88888	8	2	2	1	8	888	1	8	35	0	1	1	1	8	180	564	4131	5	35	12	12	36	1	3	3	71	61	1	1	1	2	1	1	8	8	8	8	8	1	8	8	8	8	8	4	888	888	888	888	888	4	8	8	8	8	8	2	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	0	0	88	88	88	88	88	8	8	8	8	8	1	1	0	0	0	0	1	0	0	0	0	0	0	1	4	3	1	14	10	10	10	10	1	0	1	0	0	0	0	2	2	2	1	8	1	1	7	661	7131	2	9	9	13	8	8	1	88	2	88	8	8	8	2	4	8	888	1	1	88	2	1	1	1	1	503	6	1	1	32	888	888	888	1	1	3	1	8	1	30	1	1	5	1	1	2	4	7	1	3	1	2	1	0	1	0	0	0	0	0	0	1	1	2	2	2	2	8	1	2	2	1	1	2	2	1	1	5	5	2	2	5	5	0	0	0	0	1	2	2	1	4	4	3	3	2	4	1	0	1	0	0	1	0	0	0	1	1	2	8	1	2	1	7	2	7	2	4	5	2	1	888	1	2	4	4	4	1	4	2	4	2	4	1	1	1	1	1	1	1	3	1	3	2	2	2	2	5	6	7	3	8	3	4	5	1	1	1	0	0	2	2	2	2	4	2	2	2	2	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	88	8	1	3	3	4	4	4	4	1	1	3	2	3	3	3	3	4	4	4	4	4	4	4	4	1	1	2	1	3	5	2	2	4	2	3	4	2	2	2	1	4	3	3	2	2	2	2	2	2	2	60383
181	1	2	1970	44	1	317	3	17	317	3	17	1	40	0	4	8	8	8	1	0	40	40	2	60	559	4311	5	40	24	2	5	3	1	3	4	1	8	8	888	88	8	8	8	998	88888	8	2	2	1	8	888	1	8	40	0	3	8	8	1	60	548	1120	5	40	24	5	38	1	2	1	78	70	1	1	2	2	0	8	8	8	8	8	8	8	8	8	8	8	8	888	888	888	888	888	888	8	8	8	8	8	8	8	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	1	1	40	88	88	88	88	6	8	8	8	8	1	1	1	0	0	0	0	0	0	0	0	0	0	2	5	1	1	14	9	9	10	10	0	1	0	1	1	1	0	0	2	2	2	1	3	8	8	630	8121	2	1	9	9	9	9	1	88	2	88	8	8	8	1	4	8	888	3	1	88	2	2	4	8	8	559	5	1	1	28	888	888	888	1	1	3	1	8	1	32	2	0	5	6	1	1	4	7	2	2	3	3	1	0	0	0	1	0	0	0	0	1	2	2	2	2	1	2	3	1	1	1	1	1	1	1	1	3	3	2	1	4	6	0	0	0	0	1	1	2	1	4	4	4	2	3	4	2	8	8	8	8	8	8	8	8	15	9	1	2	1	3	7	5	2	7	4	6	2	8	3	888	1	2	4	3	4	2	3	3	4	2	2	1	2	2	2	2	2	3	3	2	2	1	3	2	2	2	2	7	2	1	3	4	7	3	1	0	0	1	1	2	3	3	3	2	1	2	3	4	2	3	3	3	3	2	2	3	2	3	3	3	3	3	3	2	2	2	2	2	1	2	1	3	88	8	1	4	4	4	4	4	4	2	2	3	3	2	3	3	1	2	1	1	3	4	4	4	4	1	4	1	1	4	1	2	3	3	2	3	3	1	2	1	2	2	2	1	1	1	3	2	2	3	2	46113
1403	1	1	1962	52	1	307	3	7	307	3	7	1	70	0	1	1	5	8	1	1	20	80	4	91	550	1221	5	40	30	2	7	3	4	2	5	3	8	8	888	88	8	8	8	998	88888	8	2	2	1	8	888	1	8	24	0	1	2	8	8	70	617	4223	4	24	6	13	51	1	4	4	888	888	8	8	8	8	2	1	1	8	8	8	8	1	1	8	8	8	8	19	15	888	888	888	888	4	4	8	8	8	8	2	2	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	3	4	0	0	88	88	88	88	88	8	8	8	8	8	1	1	0	0	0	0	1	0	0	0	0	0	0	1	6	2	1	12	9	9	7	7	2	0	0	0	0	0	1	0	1	2	1	8	2	8	8	633	8211	5	1	12	12	14	3	1	88	2	88	8	8	8	1	2	3	307	3	1	88	2	1	1	1	1	573	7	1	2	26	30	888	888	1	1	3	1	8	1	22	4	1	1	4	2	2	4	7	2	3	3	2	0	0	1	0	0	0	0	0	0	1	1	2	2	4	1	1	1	2	3	2	4	3	4	2	3	2	3	3	3	2	5	0	0	1	0	0	1	3	1	4	2	5	2	4	1	1	0	0	0	0	1	0	0	0	7	8	2	8	1	3	1	1	1	1	2	1	3	6	2	888	1	1	3	1	2	1	1	2	9	1	2	2	3	3	3	3	3	2	2	3	1	2	3	3	2	5	1	6	3	8	1	6	2	1	2	0	0	1	3	2	4	2	3	1	3	2	4	3	1	3	2	3	3	2	2	2	4	2	3	3	4	2	1	2	2	2	2	2	2	2	2	2	14	3	1	4	3	4	4	4	3	2	4	2	4	2	3	3	3	4	4	3	4	4	4	4	4	1	3	2	2	2	1	4	2	2	4	3	3	3	4	3	2	5	4	5	4	3	2	3	3	2	3	47981
190	1	1	1964	50	1	315	3	15	316	3	16	1	35	0	1	1	1	8	1	1	0	60	3	170	596	5153	4	40	0	2	9	3	1	3	3	2	8	8	888	88	8	8	8	998	88888	8	2	3	1	8	888	3	4	888	888	8	8	8	8	998	998	88888	88	888	888	88	45	1	1	1	84	79	1	1	2	2	3	1	1	2	8	8	8	1	1	1	8	8	8	17	14	10	888	888	888	4	4	4	8	8	8	2	2	2	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	6	7	0	0	88	88	88	88	88	8	8	8	8	8	1	0	1	0	0	0	1	0	0	0	0	0	0	1	6	2	1	10	5	5	99	23	0	2	0	0	0	0	0	1	2	2	1	8	1	1	5	554	4110	3	2	9	11	9	9	1	88	1	21	1	2	2	1	1	8	888	2	1	88	2	1	1	1	1	633	5	1	1	32	888	888	888	1	1	3	1	8	1	27	1	0	1	1	5	1	7	3	5	3	5	5	1	0	1	1	1	0	0	0	0	1	1	2	2	2	3	8	7	2	2	1	2	3	2	1	1	4	4	2	2	5	1	1	0	1	0	0	2	2	1	4	1	3	3	4	2	1	0	0	0	0	1	0	0	0	5	2	1	2	1	1	1	1	1	2	2	1	2	8	3	888	1	1	3	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	5	5	2	1	1	1	2	6	6	1	1	0	1	0	3	3	3	3	3	2	2	2	2	5	2	3	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	1	2	10	3	1	3	3	4	4	4	4	2	2	3	3	2	2	2	2	3	3	3	3	4	3	4	4	1	3	4	2	3	3	3	3	4	3	4	4	3	4	3	2	4	4	4	4	2	2	2	2	2	2	47981
959	1	2	1947	67	1	313	3	13	314	3	14	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	4	1	24	11	1	1	9	513	2265	7	2	3	1	8	888	3	2	888	888	8	8	8	8	998	998	88888	88	888	888	88	70	1	4	3	888	91	8	3	8	2	2	1	2	8	8	8	8	2	2	8	8	8	8	42	37	888	888	888	888	1	1	8	8	8	8	1	2	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	1	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	1	0	0	1	0	0	0	5	5	1	1	20	20	23	20	23	1	2	1	1	2	4	0	0	3	2	1	8	3	8	8	509	2261	2	1	12	12	7	6	1	88	2	88	8	8	8	1	4	2	318	1	1	88	2	1	1	1	1	513	13	1	1	26	888	888	888	2	2	3	1	8	1	26	8	0	1	6	5	1	5	1	1	2	1	1	0	0	1	0	1	1	0	0	0	1	1	2	2	1	3	8	7	1	1	1	1	1	1	2	2	3	3	2	2	4	8	0	0	0	0	1	2	3	1	3	9	4	4	9	4	2	8	8	8	8	8	8	8	8	15	9	2	8	1	2	5	2	2	2	4	1	2	1	2	888	2	1	2	3	3	1	2	2	3	1	3	2	2	2	2	3	3	3	1	2	2	3	2	2	5	3	3	3	3	8	2	6	6	2	1	0	0	1	3	3	3	3	3	3	3	2	2	5	2	3	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	14	2	1	4	4	4	4	4	4	2	4	1	3	2	3	3	2	3	3	3	3	4	4	3	4	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	47477
99	1	2	1974	40	2	315	3	15	315	3	15	1	40	0	1	1	2	8	1	0	30	30	2	140	558	3252	5	35	9	2	4	3	3	2	3	2	8	8	888	88	8	8	8	998	88888	8	2	4	2	3	888	8	8	888	888	8	8	8	8	998	998	88888	88	888	888	88	888	8	4	1	888	69	8	3	8	2	1	2	8	8	8	8	8	1	8	8	8	8	8	10	888	888	888	888	888	4	8	8	8	8	8	2	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	2	3	0	0	88	88	88	88	88	8	8	8	8	8	1	0	1	0	0	0	0	0	0	0	0	0	0	1	7	1	1	8	8	8	22	22	0	2	0	0	888	888	888	888	1	2	1	8	1	1	7	658	7322	5	2	9	15	9	9	1	88	1	28	1	2	3	1	1	8	888	3	8	88	8	1	1	1	1	554	13	1	1	26	888	888	888	1	1	3	1	8	1	30	2	2	2	2	5	2	5	3	1	3	3	2	1	0	1	0	0	0	0	0	0	1	1	2	2	3	2	8	1	2	3	3	3	3	3	6	2	3	4	3	3	4	8	0	0	0	0	1	2	2	2	4	2	3	4	4	2	2	8	8	8	8	8	8	8	8	15	1	2	8	2	8	8	8	8	8	8	8	3	6	2	888	2	1	2	4	4	2	4	4	4	2	4	2	1	1	1	2	1	3	3	3	3	1	2	2	5	3	3	6	4	8	3	4	3	1	1	0	1	0	4	4	4	3	2	2	2	2	3	4	2	3	2	3	3	2	2	3	2	3	3	3	4	4	4	2	2	2	2	2	2	2	1	3	88	8	3	4	4	4	4	4	4	3	3	2	5	3	3	3	2	2	4	2	3	4	4	4	4	1	1	4	2	3	2	3	4	2	3	3	5	2	4	2	3	4	3	3	2	3	2	3	2	3	3	46113
1890	1	1	1937	77	1	306	3	6	307	3	7	3	888	888	8	8	8	8	8	88	888	8888	8	998	998	88888	88	888	888	8	88	8	8	8	8	8	2	1	65	1	1	5	8	677	7412	2	2	2	1	8	888	3	4	888	888	8	8	8	8	998	998	88888	88	888	888	88	72	1	4	4	888	888	8	8	8	8	1	2	8	8	8	8	8	2	8	8	8	8	8	47	888	888	888	888	888	1	8	8	8	8	8	1	8	8	8	8	8	0	88	88	88	88	88	88	88	8	8	8	8	8	8	8	888	888	888	888	888	888	888	1	2	0	0	88	88	88	88	88	8	8	8	8	8	0	0	0	0	1	0	1	0	0	0	0	0	0	5	5	3	1	10	9	23	4	23	1	0	1	0	0	0	0	1	1	2	1	8	3	8	8	679	7115	1	7	12	9	14	14	1	88	2	88	8	8	8	1	2	2	310	1	1	88	2	1	1	1	1	634	8	1	1	27	888	888	888	1	1	3	1	8	1	21	3	1	1	2	1	1	4	5	5	2	2	2	0	0	1	0	0	0	0	0	0	1	1	2	2	1	3	8	3	1	1	1	1	1	1	1	1	4	3	2	3	5	6	0	0	0	0	1	2	1	1	4	4	2	5	3	4	2	8	8	8	8	8	8	8	8	13	6	2	8	1	2	1	1	1	1	1	4	2	6	3	888	2	1	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	3	3	3	2	2	3	3	2	5	2	1	1	1	2	5	4	3	1	0	0	1	2	2	3	2	2	3	2	2	2	6	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	2	10	3	2	3	4	4	4	4	4	4	4	2	4	3	4	4	3	4	3	3	4	4	4	4	4	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	44667
